obs;theta;resp;delta;error;cond;block;rt;study;experiment;stimulus
8;29;30;16;1;1;2;0.917789536993951;Kondo et al. (2022);Experiment 4;Orientation
8;109;39;-80;-70;1;2;1.60995973693207;Kondo et al. (2022);Experiment 4;Orientation
8;1;179;-72;-2;1;2;1.57258944702335;Kondo et al. (2022);Experiment 4;Orientation
8;168;161;13;-7;1;2;1.25472884695046;Kondo et al. (2022);Experiment 4;Orientation
8;23;45;-35;22;1;2;1.1443097430747;Kondo et al. (2022);Experiment 4;Orientation
8;108;44;-85;-64;1;2;2.72830847813748;Kondo et al. (2022);Experiment 4;Orientation
8;15;147;-87;-48;1;2;2.08172972104512;Kondo et al. (2022);Experiment 4;Orientation
8;63;58;-48;-5;1;2;1.31875507021323;Kondo et al. (2022);Experiment 4;Orientation
8;157;140;86;-17;1;2;1.07406527595595;Kondo et al. (2022);Experiment 4;Orientation
8;89;95;68;6;1;2;0.488011169014499;Kondo et al. (2022);Experiment 4;Orientation
8;52;45;37;-7;1;2;1.2833675451111;Kondo et al. (2022);Experiment 4;Orientation
8;69;51;-17;-18;1;2;1.11767516797408;Kondo et al. (2022);Experiment 4;Orientation
8;77;44;-8;-33;1;2;0.818107433849946;Kondo et al. (2022);Experiment 4;Orientation
8;179;176;78;-3;1;2;1.0022812068928;Kondo et al. (2022);Experiment 4;Orientation
8;0;171;-1;-9;1;2;2.14995032199658;Kondo et al. (2022);Experiment 4;Orientation
8;45;131;-45;86;1;2;3.33210827992298;Kondo et al. (2022);Experiment 4;Orientation
8;166;137;59;-29;1;2;1.31903285207227;Kondo et al. (2022);Experiment 4;Orientation
8;45;55;-59;10;1;2;1.21011042082682;Kondo et al. (2022);Experiment 4;Orientation
8;83;80;-38;-3;1;2;1.14806851185858;Kondo et al. (2022);Experiment 4;Orientation
8;96;89;-13;-7;1;2;2.16247692611068;Kondo et al. (2022);Experiment 4;Orientation
8;98;80;-2;-18;1;2;1.53361960290931;Kondo et al. (2022);Experiment 4;Orientation
8;172;2;-74;10;1;2;1.6160598481074;Kondo et al. (2022);Experiment 4;Orientation
8;121;124;51;3;1;2;1.51372727798298;Kondo et al. (2022);Experiment 4;Orientation
8;171;155;-50;-16;1;2;2.03292224206962;Kondo et al. (2022);Experiment 4;Orientation
8;156;128;15;-28;1;3;1.84432356595062;Kondo et al. (2022);Experiment 4;Orientation
8;105;116;51;11;1;3;1.0570313220378;Kondo et al. (2022);Experiment 4;Orientation
8;115;124;-10;9;1;3;2.15177703718655;Kondo et al. (2022);Experiment 4;Orientation
8;174;10;-59;16;1;3;1.66199238691479;Kondo et al. (2022);Experiment 4;Orientation
8;38;45;-44;7;1;3;1.25468100700527;Kondo et al. (2022);Experiment 4;Orientation
8;2;44;36;42;1;3;1.08837346010841;Kondo et al. (2022);Experiment 4;Orientation
8;144;142;38;-2;1;3;2.44231364410371;Kondo et al. (2022);Experiment 4;Orientation
8;5;47;-41;42;1;3;1.60639856010675;Kondo et al. (2022);Experiment 4;Orientation
8;136;45;49;89;1;3;2.48986855312251;Kondo et al. (2022);Experiment 4;Orientation
8;161;138;-25;-23;1;3;1.66864298703149;Kondo et al. (2022);Experiment 4;Orientation
8;60;38;-79;-22;1;3;1.70594923687167;Kondo et al. (2022);Experiment 4;Orientation
8;102;123;-42;21;1;3;0.99387016100809;Kondo et al. (2022);Experiment 4;Orientation
8;46;65;56;19;1;3;2.11311860894784;Kondo et al. (2022);Experiment 4;Orientation
8;66;63;-20;-3;1;3;1.05372389685363;Kondo et al. (2022);Experiment 4;Orientation
8;149;117;-83;-32;1;3;2.24810922285542;Kondo et al. (2022);Experiment 4;Orientation
8;90;86;59;-4;1;3;1.86623670114204;Kondo et al. (2022);Experiment 4;Orientation
8;71;67;19;-4;1;3;0.922710010083392;Kondo et al. (2022);Experiment 4;Orientation
8;169;151;82;-18;1;3;1.67031794996001;Kondo et al. (2022);Experiment 4;Orientation
8;92;105;77;13;1;3;0.90844413288869;Kondo et al. (2022);Experiment 4;Orientation
8;113;108;-21;-5;1;3;1.34542117197998;Kondo et al. (2022);Experiment 4;Orientation
8;88;88;25;0;1;3;1.34611797495745;Kondo et al. (2022);Experiment 4;Orientation
8;37;117;51;80;1;3;1.91350154113024;Kondo et al. (2022);Experiment 4;Orientation
8;63;142;-26;79;1;3;1.43950014491566;Kondo et al. (2022);Experiment 4;Orientation
8;137;139;-74;2;1;3;1.77988106501289;Kondo et al. (2022);Experiment 4;Orientation
8;89;111;48;22;1;3;0.915928529109806;Kondo et al. (2022);Experiment 4;Orientation
8;51;25;38;-26;1;3;1.21866584802046;Kondo et al. (2022);Experiment 4;Orientation
8;145;135;86;-10;1;3;1.14556530979462;Kondo et al. (2022);Experiment 4;Orientation
8;144;135;1;-9;1;3;1.00929944077507;Kondo et al. (2022);Experiment 4;Orientation
8;117;135;27;18;1;3;1.98001204500906;Kondo et al. (2022);Experiment 4;Orientation
8;115;147;2;32;1;3;1.09192975703627;Kondo et al. (2022);Experiment 4;Orientation
8;44;42;71;-2;1;3;3.11068291496485;Kondo et al. (2022);Experiment 4;Orientation
8;169;53;55;64;1;3;0.987640609964728;Kondo et al. (2022);Experiment 4;Orientation
8;171;134;-2;-37;1;3;1.05732303787954;Kondo et al. (2022);Experiment 4;Orientation
8;11;4;-20;-7;1;3;1.40153292799369;Kondo et al. (2022);Experiment 4;Orientation
8;116;137;75;21;1;3;0.886593325063586;Kondo et al. (2022);Experiment 4;Orientation
8;118;139;-2;21;1;3;1.25765574700199;Kondo et al. (2022);Experiment 4;Orientation
8;119;137;-1;18;1;3;1.73771191807464;Kondo et al. (2022);Experiment 4;Orientation
8;40;129;79;89;1;3;0.833836255129427;Kondo et al. (2022);Experiment 4;Orientation
8;19;46;21;27;1;3;5.90377263794653;Kondo et al. (2022);Experiment 4;Orientation
8;118;127;81;9;1;3;2.14359884499572;Kondo et al. (2022);Experiment 4;Orientation
8;57;64;61;7;1;3;1.1035529288929;Kondo et al. (2022);Experiment 4;Orientation
8;17;139;40;-58;1;3;2.0635766570922;Kondo et al. (2022);Experiment 4;Orientation
8;0;97;17;-83;1;3;1.8159059539903;Kondo et al. (2022);Experiment 4;Orientation
8;19;33;-19;14;1;3;0.889417979866266;Kondo et al. (2022);Experiment 4;Orientation
8;147;142;52;-5;1;3;1.36303359386511;Kondo et al. (2022);Experiment 4;Orientation
8;64;117;83;53;1;3;1.30403301003389;Kondo et al. (2022);Experiment 4;Orientation
8;77;45;-13;-32;1;3;2.21532076015137;Kondo et al. (2022);Experiment 4;Orientation
8;111;106;-34;-5;1;3;1.23230809811503;Kondo et al. (2022);Experiment 4;Orientation
8;61;56;50;-5;1;3;1.0957783779595;Kondo et al. (2022);Experiment 4;Orientation
8;22;127;39;-75;1;3;1.06566773215309;Kondo et al. (2022);Experiment 4;Orientation
8;82;51;-60;-31;1;4;1.79405408608727;Kondo et al. (2022);Experiment 4;Orientation
8;70;64;12;-6;1;4;2.5765498818364;Kondo et al. (2022);Experiment 4;Orientation
8;127;135;-57;8;1;4;2.26548389089294;Kondo et al. (2022);Experiment 4;Orientation
8;26;43;-79;17;1;4;1.32126328605227;Kondo et al. (2022);Experiment 4;Orientation
8;136;138;70;2;1;4;0.805238147964701;Kondo et al. (2022);Experiment 4;Orientation
8;15;54;-59;39;1;4;1.44834097102284;Kondo et al. (2022);Experiment 4;Orientation
8;49;47;-34;-2;1;4;1.11628568312153;Kondo et al. (2022);Experiment 4;Orientation
8;175;47;54;52;1;4;1.28177019581199;Kondo et al. (2022);Experiment 4;Orientation
8;146;125;29;-21;1;4;0.477790544973686;Kondo et al. (2022);Experiment 4;Orientation
8;33;124;-67;-89;1;4;2.41638154978864;Kondo et al. (2022);Experiment 4;Orientation
8;57;128;-24;71;1;4;1.05684959003702;Kondo et al. (2022);Experiment 4;Orientation
8;70;130;-13;60;1;4;5.56179805798456;Kondo et al. (2022);Experiment 4;Orientation
8;53;59;17;6;1;4;0.828707391163334;Kondo et al. (2022);Experiment 4;Orientation
8;156;128;77;-28;1;4;1.90732092503458;Kondo et al. (2022);Experiment 4;Orientation
8;81;87;75;6;1;4;0.488822511164472;Kondo et al. (2022);Experiment 4;Orientation
8;110;115;-29;5;1;4;2.05932134296745;Kondo et al. (2022);Experiment 4;Orientation
8;2;122;-72;-60;1;4;0.986808964982629;Kondo et al. (2022);Experiment 4;Orientation
8;135;125;47;-10;1;4;1.27286559296772;Kondo et al. (2022);Experiment 4;Orientation
8;148;146;-13;-2;1;4;1.84647330315784;Kondo et al. (2022);Experiment 4;Orientation
8;44;135;-76;-89;1;4;0.80095040705055;Kondo et al. (2022);Experiment 4;Orientation
8;158;148;66;-10;1;4;10.8772658179514;Kondo et al. (2022);Experiment 4;Orientation
8;41;66;-63;25;1;4;2.04990240279585;Kondo et al. (2022);Experiment 4;Orientation
8;103;126;-62;23;1;4;2.17952675209381;Kondo et al. (2022);Experiment 4;Orientation
8;150;120;-47;-30;1;4;1.69933089800179;Kondo et al. (2022);Experiment 4;Orientation
8;1;26;-31;25;1;4;2.4749119989574;Kondo et al. (2022);Experiment 4;Orientation
8;71;89;-70;18;1;4;2.41692202119157;Kondo et al. (2022);Experiment 4;Orientation
8;166;148;85;-18;1;4;1.34646556805819;Kondo et al. (2022);Experiment 4;Orientation
8;136;135;30;-1;1;4;3.19269009609707;Kondo et al. (2022);Experiment 4;Orientation
8;65;60;71;-5;1;4;1.65457910578698;Kondo et al. (2022);Experiment 4;Orientation
8;145;136;-80;-9;1;4;1.353373053018;Kondo et al. (2022);Experiment 4;Orientation
8;170;170;-25;0;1;4;0.982557700015604;Kondo et al. (2022);Experiment 4;Orientation
8;163;150;7;-13;1;4;1.31849371502176;Kondo et al. (2022);Experiment 4;Orientation
8;157;146;6;-11;1;4;0.978895545005798;Kondo et al. (2022);Experiment 4;Orientation
8;154;136;3;-18;1;4;0.914895456982777;Kondo et al. (2022);Experiment 4;Orientation
8;47;53;-73;6;1;4;1.22453044913709;Kondo et al. (2022);Experiment 4;Orientation
8;73;42;-26;-31;1;4;0.873245266033337;Kondo et al. (2022);Experiment 4;Orientation
8;8;29;65;21;1;4;1.3825388730038;Kondo et al. (2022);Experiment 4;Orientation
8;174;19;14;25;1;4;1.43851340492256;Kondo et al. (2022);Experiment 4;Orientation
8;69;59;-75;-10;1;4;0.858032847987488;Kondo et al. (2022);Experiment 4;Orientation
8;12;6;57;-6;1;4;0.882892095018178;Kondo et al. (2022);Experiment 4;Orientation
8;149;138;43;-11;1;4;1.11025973921642;Kondo et al. (2022);Experiment 4;Orientation
8;151;132;-2;-19;1;4;0.948649876983836;Kondo et al. (2022);Experiment 4;Orientation
8;74;59;77;-15;1;4;0.779037169879302;Kondo et al. (2022);Experiment 4;Orientation
8;7;37;67;30;1;4;1.45832362002693;Kondo et al. (2022);Experiment 4;Orientation
8;87;87;-80;0;1;4;1.26661479496397;Kondo et al. (2022);Experiment 4;Orientation
8;161;127;-74;-34;1;4;1.29027087986469;Kondo et al. (2022);Experiment 4;Orientation
8;63;68;-82;5;1;4;2.35652385186404;Kondo et al. (2022);Experiment 4;Orientation
8;142;124;-79;-18;1;4;0.682104190113023;Kondo et al. (2022);Experiment 4;Orientation
8;23;45;-61;22;1;4;1.19060278404504;Kondo et al. (2022);Experiment 4;Orientation
8;42;51;-19;9;1;4;1.66855943994597;Kondo et al. (2022);Experiment 4;Orientation
8;12;18;30;6;1;5;3.13361794920638;Kondo et al. (2022);Experiment 4;Orientation
8;114;112;78;-2;1;5;1.15811147494242;Kondo et al. (2022);Experiment 4;Orientation
8;5;103;-71;-82;1;5;1.71396814612672;Kondo et al. (2022);Experiment 4;Orientation
8;15;146;-10;-49;1;5;1.6964465030469;Kondo et al. (2022);Experiment 4;Orientation
8;118;122;77;4;1;5;1.03439310914837;Kondo et al. (2022);Experiment 4;Orientation
8;164;51;-46;67;1;5;1.697129372973;Kondo et al. (2022);Experiment 4;Orientation
8;29;115;-45;86;1;5;1.01780583080836;Kondo et al. (2022);Experiment 4;Orientation
8;24;36;5;12;1;5;1.38592326198705;Kondo et al. (2022);Experiment 4;Orientation
8;87;117;-63;30;1;5;1.81819647597149;Kondo et al. (2022);Experiment 4;Orientation
8;57;63;30;6;1;5;1.73826357698999;Kondo et al. (2022);Experiment 4;Orientation
8;14;50;43;36;1;5;1.76227423595265;Kondo et al. (2022);Experiment 4;Orientation
8;77;70;-63;-7;1;5;2.02993145096116;Kondo et al. (2022);Experiment 4;Orientation
8;130;122;-53;-8;1;5;1.95649595488794;Kondo et al. (2022);Experiment 4;Orientation
8;118;119;12;1;1;5;2.28191767097451;Kondo et al. (2022);Experiment 4;Orientation
8;67;60;51;-7;1;5;1.40618738112971;Kondo et al. (2022);Experiment 4;Orientation
8;68;62;-1;-6;1;5;1.28209936781786;Kondo et al. (2022);Experiment 4;Orientation
8;128;122;-60;-6;1;5;0.97459170804359;Kondo et al. (2022);Experiment 4;Orientation
8;116;129;12;13;1;5;0.776456443825737;Kondo et al. (2022);Experiment 4;Orientation
8;173;169;-57;-4;1;5;1.09759982209653;Kondo et al. (2022);Experiment 4;Orientation
8;35;143;-42;-72;1;5;1.17036405601539;Kondo et al. (2022);Experiment 4;Orientation
8;129;133;86;4;1;5;1.21163155394606;Kondo et al. (2022);Experiment 4;Orientation
8;143;128;-14;-15;1;5;0.870530938031152;Kondo et al. (2022);Experiment 4;Orientation
8;171;143;-28;-28;1;5;1.50797956692986;Kondo et al. (2022);Experiment 4;Orientation
8;0;163;-9;-17;1;5;1.28457451309077;Kondo et al. (2022);Experiment 4;Orientation
8;139;133;41;-6;1;5;1.01616919506341;Kondo et al. (2022);Experiment 4;Orientation
8;77;78;62;1;1;5;1.38554517203011;Kondo et al. (2022);Experiment 4;Orientation
8;98;90;-21;-8;1;5;0.961156710982323;Kondo et al. (2022);Experiment 4;Orientation
8;118;78;-20;-40;1;5;1.15794856008142;Kondo et al. (2022);Experiment 4;Orientation
8;127;125;-9;-2;1;5;0.858016793150455;Kondo et al. (2022);Experiment 4;Orientation
8;124;125;3;1;1;5;0.930755015928298;Kondo et al. (2022);Experiment 4;Orientation
8;144;136;-20;-8;1;5;3.64350802195258;Kondo et al. (2022);Experiment 4;Orientation
8;125;127;19;2;1;5;0.984264940954745;Kondo et al. (2022);Experiment 4;Orientation
8;84;132;41;48;1;5;1.67902621394023;Kondo et al. (2022);Experiment 4;Orientation
8;58;132;26;74;1;5;1.16422494011931;Kondo et al. (2022);Experiment 4;Orientation
8;97;133;-39;36;1;5;1.11993606598116;Kondo et al. (2022);Experiment 4;Orientation
8;99;52;-2;-47;1;5;3.18811456812546;Kondo et al. (2022);Experiment 4;Orientation
8;30;39;69;9;1;5;1.89056731713936;Kondo et al. (2022);Experiment 4;Orientation
8;17;127;13;-70;1;5;1.29073770996183;Kondo et al. (2022);Experiment 4;Orientation
8;122;135;75;13;1;5;2.90223942510784;Kondo et al. (2022);Experiment 4;Orientation
8;106;123;16;17;1;5;2.03000521892682;Kondo et al. (2022);Experiment 4;Orientation
8;112;125;-6;13;1;5;0.811426848871633;Kondo et al. (2022);Experiment 4;Orientation
8;128;118;-16;-10;1;5;1.35729398694821;Kondo et al. (2022);Experiment 4;Orientation
8;31;33;-83;2;1;5;0.954308931948617;Kondo et al. (2022);Experiment 4;Orientation
8;164;47;47;63;1;5;2.4396214839071;Kondo et al. (2022);Experiment 4;Orientation
8;119;116;45;-3;1;5;1.588537693955;Kondo et al. (2022);Experiment 4;Orientation
8;81;88;38;7;1;5;3.69700224907137;Kondo et al. (2022);Experiment 4;Orientation
8;49;42;32;-7;1;5;1.28212393983267;Kondo et al. (2022);Experiment 4;Orientation
8;79;57;-30;-22;1;5;2.70168950711377;Kondo et al. (2022);Experiment 4;Orientation
8;123;126;-44;3;1;5;1.38196200900711;Kondo et al. (2022);Experiment 4;Orientation
8;4;37;-61;33;1;5;1.029001820134;Kondo et al. (2022);Experiment 4;Orientation
8;174;49;10;55;1;6;1.97147914487869;Kondo et al. (2022);Experiment 4;Orientation
8;81;51;-87;-30;1;6;3.06158797303215;Kondo et al. (2022);Experiment 4;Orientation
8;142;116;-61;-26;1;6;2.13357345806435;Kondo et al. (2022);Experiment 4;Orientation
8;152;156;-10;4;1;6;1.45500808604993;Kondo et al. (2022);Experiment 4;Orientation
8;60;59;-88;-1;1;6;1.87251071399078;Kondo et al. (2022);Experiment 4;Orientation
8;57;66;3;9;1;6;0.743816571077332;Kondo et al. (2022);Experiment 4;Orientation
8;90;69;-33;-21;1;6;2.83996753091924;Kondo et al. (2022);Experiment 4;Orientation
8;17;34;73;17;1;6;0.803196518914774;Kondo et al. (2022);Experiment 4;Orientation
8;163;137;34;-26;1;6;1.25605066004209;Kondo et al. (2022);Experiment 4;Orientation
8;124;122;39;-2;1;6;2.25006632902659;Kondo et al. (2022);Experiment 4;Orientation
8;84;105;40;21;1;6;1.13090550317429;Kondo et al. (2022);Experiment 4;Orientation
8;88;142;-4;54;1;6;0.844741126056761;Kondo et al. (2022);Experiment 4;Orientation
8;9;39;79;30;1;6;1.33729375503026;Kondo et al. (2022);Experiment 4;Orientation
8;92;87;-83;-5;1;6;1.52880687103607;Kondo et al. (2022);Experiment 4;Orientation
8;159;118;-67;-41;1;6;1.42727990308776;Kondo et al. (2022);Experiment 4;Orientation
8;124;124;35;0;1;6;1.13654809189029;Kondo et al. (2022);Experiment 4;Orientation
8;111;125;13;14;1;6;1.05793313100003;Kondo et al. (2022);Experiment 4;Orientation
8;101;103;10;2;1;6;1.17695907712914;Kondo et al. (2022);Experiment 4;Orientation
8;76;65;25;-11;1;6;1.33759559714235;Kondo et al. (2022);Experiment 4;Orientation
8;98;127;-22;29;1;6;1.18504639295861;Kondo et al. (2022);Experiment 4;Orientation
8;106;141;-8;35;1;6;1.16921636415645;Kondo et al. (2022);Experiment 4;Orientation
8;147;122;-41;-25;1;6;1.45885429508053;Kondo et al. (2022);Experiment 4;Orientation
8;12;114;-45;-78;1;6;1.33813314302824;Kondo et al. (2022);Experiment 4;Orientation
8;91;112;-79;21;1;6;1.77873667911626;Kondo et al. (2022);Experiment 4;Orientation
8;177;62;-86;65;1;6;1.47425985103473;Kondo et al. (2022);Experiment 4;Orientation
8;111;131;66;20;1;6;1.23312351899222;Kondo et al. (2022);Experiment 4;Orientation
8;76;58;35;-18;1;6;1.14278623997234;Kondo et al. (2022);Experiment 4;Orientation
8;107;135;-31;28;1;6;1.67910530092195;Kondo et al. (2022);Experiment 4;Orientation
8;135;145;-28;10;1;6;0.931427452014759;Kondo et al. (2022);Experiment 4;Orientation
8;142;123;-7;-19;1;6;2.36428961902857;Kondo et al. (2022);Experiment 4;Orientation
8;94;88;48;-6;1;6;1.45700183720328;Kondo et al. (2022);Experiment 4;Orientation
8;146;139;-52;-7;1;6;1.03987302398309;Kondo et al. (2022);Experiment 4;Orientation
8;143;134;3;-9;1;6;0.63649558997713;Kondo et al. (2022);Experiment 4;Orientation
8;134;127;9;-7;1;6;0.808471526019275;Kondo et al. (2022);Experiment 4;Orientation
8;176;177;-42;1;1;6;1.21069246297702;Kondo et al. (2022);Experiment 4;Orientation
8;90;102;86;12;1;6;0.924521005013958;Kondo et al. (2022);Experiment 4;Orientation
8;96;93;-6;-3;1;6;1.36821987782605;Kondo et al. (2022);Experiment 4;Orientation
8;160;146;-64;-14;1;6;1.11414019297808;Kondo et al. (2022);Experiment 4;Orientation
8;160;142;0;-18;1;6;2.24806107580662;Kondo et al. (2022);Experiment 4;Orientation
8;100;107;60;7;1;6;1.37926494795829;Kondo et al. (2022);Experiment 4;Orientation
8;122;134;-22;12;1;6;1.18675088183954;Kondo et al. (2022);Experiment 4;Orientation
8;142;135;-20;-7;1;6;1.50680707301944;Kondo et al. (2022);Experiment 4;Orientation
8;108;129;34;21;1;6;0.714177632937208;Kondo et al. (2022);Experiment 4;Orientation
8;163;133;-55;-30;1;6;0.807863709051162;Kondo et al. (2022);Experiment 4;Orientation
8;74;50;89;-24;1;6;1.25023071211763;Kondo et al. (2022);Experiment 4;Orientation
8;152;137;-78;-15;1;6;1.08499957202002;Kondo et al. (2022);Experiment 4;Orientation
8;165;121;-13;-44;1;6;1.30542081198655;Kondo et al. (2022);Experiment 4;Orientation
8;66;68;-81;2;1;6;1.68822288815863;Kondo et al. (2022);Experiment 4;Orientation
8;71;137;-5;66;1;6;1.57040240010247;Kondo et al. (2022);Experiment 4;Orientation
8;111;124;-40;13;1;6;1.63609357597306;Kondo et al. (2022);Experiment 4;Orientation
8;12;142;-81;-50;1;7;2.9691672900226;Kondo et al. (2022);Experiment 4;Orientation
8;164;170;28;6;1;7;1.29951107501984;Kondo et al. (2022);Experiment 4;Orientation
8;28;26;-44;-2;1;7;0.908189160050824;Kondo et al. (2022);Experiment 4;Orientation
8;39;40;-11;1;1;7;1.04112894902937;Kondo et al. (2022);Experiment 4;Orientation
8;127;141;-88;14;1;7;1.12587451096624;Kondo et al. (2022);Experiment 4;Orientation
8;56;35;71;-21;1;7;1.32220213697292;Kondo et al. (2022);Experiment 4;Orientation
8;108;126;-52;18;1;7;2.29294202895835;Kondo et al. (2022);Experiment 4;Orientation
8;121;127;-13;6;1;7;1.51164016011171;Kondo et al. (2022);Experiment 4;Orientation
8;120;140;1;20;1;7;0.989671590970829;Kondo et al. (2022);Experiment 4;Orientation
8;88;78;32;-10;1;7;1.25988852395676;Kondo et al. (2022);Experiment 4;Orientation
8;138;124;-50;-14;1;7;1.51533721201122;Kondo et al. (2022);Experiment 4;Orientation
8;171;144;-33;-27;1;7;1.1464315529447;Kondo et al. (2022);Experiment 4;Orientation
8;138;132;33;-6;1;7;1.77792307711206;Kondo et al. (2022);Experiment 4;Orientation
8;163;136;-25;-27;1;7;0.953176349867135;Kondo et al. (2022);Experiment 4;Orientation
8;79;85;84;6;1;7;0.871794733917341;Kondo et al. (2022);Experiment 4;Orientation
8;40;31;39;-9;1;7;1.82986273895949;Kondo et al. (2022);Experiment 4;Orientation
8;150;49;70;79;1;7;1.106833135942;Kondo et al. (2022);Experiment 4;Orientation
8;60;53;90;-7;1;7;1.20259810611606;Kondo et al. (2022);Experiment 4;Orientation
8;32;31;28;-1;1;7;1.10119549208321;Kondo et al. (2022);Experiment 4;Orientation
8;81;101;-49;20;1;7;0.845958308782429;Kondo et al. (2022);Experiment 4;Orientation
8;45;42;36;-3;1;7;1.40175711503252;Kondo et al. (2022);Experiment 4;Orientation
8;2;10;43;8;1;7;1.99696456291713;Kondo et al. (2022);Experiment 4;Orientation
8;140;133;42;-7;1;7;1.41761156800203;Kondo et al. (2022);Experiment 4;Orientation
8;52;42;88;-10;1;7;1.23322366899811;Kondo et al. (2022);Experiment 4;Orientation
8;49;42;3;-7;1;7;1.02402630401775;Kondo et al. (2022);Experiment 4;Orientation
8;13;35;36;22;1;7;1.54346906300634;Kondo et al. (2022);Experiment 4;Orientation
8;136;127;57;-9;1;7;0.791673517087474;Kondo et al. (2022);Experiment 4;Orientation
8;138;127;-2;-11;1;7;1.4058130630292;Kondo et al. (2022);Experiment 4;Orientation
8;76;57;62;-19;1;7;1.75426026294008;Kondo et al. (2022);Experiment 4;Orientation
8;66;53;10;-13;1;7;3.91164159821346;Kondo et al. (2022);Experiment 4;Orientation
8;31;42;35;11;1;7;1.29350950196385;Kondo et al. (2022);Experiment 4;Orientation
8;16;41;15;25;1;7;0.894896385958418;Kondo et al. (2022);Experiment 4;Orientation
8;45;35;-29;-10;1;7;1.41714671696536;Kondo et al. (2022);Experiment 4;Orientation
8;95;88;-50;-7;1;7;0.705092531861737;Kondo et al. (2022);Experiment 4;Orientation
8;127;137;-32;10;1;7;5.4169053400401;Kondo et al. (2022);Experiment 4;Orientation
8;15;41;-68;26;1;7;0.881248530000448;Kondo et al. (2022);Experiment 4;Orientation
8;72;48;-57;-24;1;7;3.66178264189512;Kondo et al. (2022);Experiment 4;Orientation
8;6;16;66;10;1;7;1.14933086792007;Kondo et al. (2022);Experiment 4;Orientation
8;9;8;-3;-1;1;7;0.987761538010091;Kondo et al. (2022);Experiment 4;Orientation
8;69;44;-60;-25;1;7;3.20026281196624;Kondo et al. (2022);Experiment 4;Orientation
8;145;136;-76;-9;1;7;2.44516298081726;Kondo et al. (2022);Experiment 4;Orientation
8;106;136;39;30;1;7;1.47336438414641;Kondo et al. (2022);Experiment 4;Orientation
8;32;62;74;30;1;7;2.27145566418767;Kondo et al. (2022);Experiment 4;Orientation
8;81;46;-49;-35;1;7;1.56455270503648;Kondo et al. (2022);Experiment 4;Orientation
8;44;60;37;16;1;7;1.06520905904472;Kondo et al. (2022);Experiment 4;Orientation
8;119;130;-75;11;1;7;0.984654191881418;Kondo et al. (2022);Experiment 4;Orientation
8;116;120;3;4;1;7;1.16942731011659;Kondo et al. (2022);Experiment 4;Orientation
8;170;147;-54;-23;1;7;2.37929715192877;Kondo et al. (2022);Experiment 4;Orientation
8;46;49;-56;3;1;7;1.77022657589987;Kondo et al. (2022);Experiment 4;Orientation
8;27;46;19;19;1;7;1.06048313295469;Kondo et al. (2022);Experiment 4;Orientation
8;165;141;42;-24;1;8;1.48482398898341;Kondo et al. (2022);Experiment 4;Orientation
8;12;164;-27;-28;1;8;0.945391281042248;Kondo et al. (2022);Experiment 4;Orientation
8;92;77;-80;-15;1;8;1.10509259207174;Kondo et al. (2022);Experiment 4;Orientation
8;30;126;62;-84;1;8;1.04134873184375;Kondo et al. (2022);Experiment 4;Orientation
8;111;98;-81;-13;1;8;1.74003466707654;Kondo et al. (2022);Experiment 4;Orientation
8;90;93;21;3;1;8;1.42897879704833;Kondo et al. (2022);Experiment 4;Orientation
8;174;120;-84;-54;1;8;1.11524633085355;Kondo et al. (2022);Experiment 4;Orientation
8;125;118;49;-7;1;8;1.00824350607581;Kondo et al. (2022);Experiment 4;Orientation
8;166;137;-41;-29;1;8;1.2111106691882;Kondo et al. (2022);Experiment 4;Orientation
8;127;108;39;-19;1;8;1.50808509602211;Kondo et al. (2022);Experiment 4;Orientation
8;134;120;-7;-14;1;8;1.6106144329533;Kondo et al. (2022);Experiment 4;Orientation
8;95;97;39;2;1;8;2.18066565599293;Kondo et al. (2022);Experiment 4;Orientation
8;59;38;36;-21;1;8;1.68520437506959;Kondo et al. (2022);Experiment 4;Orientation
8;16;46;43;30;1;8;1.69700169586577;Kondo et al. (2022);Experiment 4;Orientation
8;165;140;31;-25;1;8;2.71364005189389;Kondo et al. (2022);Experiment 4;Orientation
8;124;115;41;-9;1;8;2.81492738286033;Kondo et al. (2022);Experiment 4;Orientation
8;11;135;-67;-56;1;8;5.92007957492024;Kondo et al. (2022);Experiment 4;Orientation
8;163;158;28;-5;1;8;1.76466806209646;Kondo et al. (2022);Experiment 4;Orientation
8;132;136;31;4;1;8;0.952776279998943;Kondo et al. (2022);Experiment 4;Orientation
8;54;46;78;-8;1;8;1.5665068088565;Kondo et al. (2022);Experiment 4;Orientation
8;120;138;-66;18;1;8;0.687857113080099;Kondo et al. (2022);Experiment 4;Orientation
8;0;162;-60;-18;1;8;0.722627979936078;Kondo et al. (2022);Experiment 4;Orientation
8;6;134;-6;-52;1;8;1.57525119092315;Kondo et al. (2022);Experiment 4;Orientation
8;70;43;-64;-27;1;8;2.1202433728613;Kondo et al. (2022);Experiment 4;Orientation
8;54;47;16;-7;1;8;1.2919841511175;Kondo et al. (2022);Experiment 4;Orientation
8;151;124;83;-27;1;8;0.942179021891207;Kondo et al. (2022);Experiment 4;Orientation
8;109;114;42;5;1;8;3.15018995781429;Kondo et al. (2022);Experiment 4;Orientation
8;110;121;-1;11;1;8;1.22000290686265;Kondo et al. (2022);Experiment 4;Orientation
8;41;62;69;21;1;8;1.58912666514516;Kondo et al. (2022);Experiment 4;Orientation
