obs;theta;resp;error;rt;block;delta;trial;study;experiment;stimulus
5;133;140;7;2.02334610000253;1;-70;99;Houborg et al. (2023b);Experiment 2;Orientation
5;101;111;10;1.97342949989252;1;32;100;Houborg et al. (2023b);Experiment 2;Orientation
5;49;61;12;1.67239500000142;2;52;101;Houborg et al. (2023b);Experiment 2;Orientation
5;172;169;-3;1.40693009993993;2;57;102;Houborg et al. (2023b);Experiment 2;Orientation
5;127;145;18;1.2724603000097;2;45;103;Houborg et al. (2023b);Experiment 2;Orientation
5;171;157;-14;1.97348450007848;2;-44;104;Houborg et al. (2023b);Experiment 2;Orientation
5;160;151;-9;2.65668139979243;2;11;105;Houborg et al. (2023b);Experiment 2;Orientation
5;121;139;18;2.85663420008495;2;39;106;Houborg et al. (2023b);Experiment 2;Orientation
5;42;40;-2;2.09010270005092;2;79;107;Houborg et al. (2023b);Experiment 2;Orientation
5;98;97;-1;2.20558489998803;2;-56;108;Houborg et al. (2023b);Experiment 2;Orientation
5;78;65;-13;2.62339109997265;2;20;109;Houborg et al. (2023b);Experiment 2;Orientation
5;98;115;17;2.32342369994149;2;-20;110;Houborg et al. (2023b);Experiment 2;Orientation
5;13;11;-2;2.20666239992715;2;85;111;Houborg et al. (2023b);Experiment 2;Orientation
5;145;153;8;2.17341819987632;2;48;112;Houborg et al. (2023b);Experiment 2;Orientation
5;173;166;-7;1.47357019991614;2;-28;113;Houborg et al. (2023b);Experiment 2;Orientation
5;100;100;0;1.8235084998887;2;73;114;Houborg et al. (2023b);Experiment 2;Orientation
5;2;4;2;0.707060300046578;2;-82;115;Houborg et al. (2023b);Experiment 2;Orientation
5;36;31;-5;0.873631800059229;2;-34;116;Houborg et al. (2023b);Experiment 2;Orientation
5;155;158;3;2.19010700006038;2;61;117;Houborg et al. (2023b);Experiment 2;Orientation
5;15;24;9;1.27356130001135;2;-40;118;Houborg et al. (2023b);Experiment 2;Orientation
5;37;40;3;2.24011030001566;2;-22;119;Houborg et al. (2023b);Experiment 2;Orientation
5;61;64;3;3.12323100003414;2;-24;120;Houborg et al. (2023b);Experiment 2;Orientation
5;85;89;4;1.62357220007107;2;-24;121;Houborg et al. (2023b);Experiment 2;Orientation
5;60;67;7;1.1404099999927;2;25;122;Houborg et al. (2023b);Experiment 2;Orientation
5;176;177;1;1.5736022000201;2;64;123;Houborg et al. (2023b);Experiment 2;Orientation
5;54;46;-8;1.60678249993362;2;-58;124;Houborg et al. (2023b);Experiment 2;Orientation
5;135;142;7;0.923618800006807;2;-81;125;Houborg et al. (2023b);Experiment 2;Orientation
5;14;28;14;1.456835599849;2;-59;126;Houborg et al. (2023b);Experiment 2;Orientation
5;125;129;4;3.37330079986714;2;69;127;Houborg et al. (2023b);Experiment 2;Orientation
5;27;31;4;1.50691760005429;2;-82;128;Houborg et al. (2023b);Experiment 2;Orientation
5;161;145;-16;1.92343069985509;2;46;129;Houborg et al. (2023b);Experiment 2;Orientation
5;31;22;-9;1.7873760999646;2;-50;130;Houborg et al. (2023b);Experiment 2;Orientation
5;154;155;1;1.35691029997543;2;57;131;Houborg et al. (2023b);Experiment 2;Orientation
5;173;154;-19;2.97325549996458;2;-19;132;Houborg et al. (2023b);Experiment 2;Orientation
5;0;2;2;2.77334650000557;2;-7;133;Houborg et al. (2023b);Experiment 2;Orientation
5;52;41;-11;1.22358489991166;2;-52;134;Houborg et al. (2023b);Experiment 2;Orientation
5;86;61;-25;0.687924999976531;2;-34;135;Houborg et al. (2023b);Experiment 2;Orientation
5;112;124;12;1.40683580003679;2;-26;136;Houborg et al. (2023b);Experiment 2;Orientation
5;148;136;-12;0.673716700170189;2;-36;137;Houborg et al. (2023b);Experiment 2;Orientation
5;68;37;-31;1.77350950008258;2;80;138;Houborg et al. (2023b);Experiment 2;Orientation
5;25;35;10;2.2567177999299;2;43;139;Houborg et al. (2023b);Experiment 2;Orientation
5;165;165;0;2.77329299994744;2;40;140;Houborg et al. (2023b);Experiment 2;Orientation
5;125;140;15;1.22096150019206;2;40;141;Houborg et al. (2023b);Experiment 2;Orientation
5;115;119;4;1.25683049997315;2;10;142;Houborg et al. (2023b);Experiment 2;Orientation
5;133;153;20;1.64021750004031;2;-18;143;Houborg et al. (2023b);Experiment 2;Orientation
5;42;36;-6;1.67341869999655;2;-89;144;Houborg et al. (2023b);Experiment 2;Orientation
5;32;38;6;2.48761640000157;2;10;145;Houborg et al. (2023b);Experiment 2;Orientation
5;107;110;3;0.757075400091708;2;-75;146;Houborg et al. (2023b);Experiment 2;Orientation
5;24;24;0;1.72363160015084;2;83;147;Houborg et al. (2023b);Experiment 2;Orientation
5;5;8;3;1.14027980016544;2;19;148;Houborg et al. (2023b);Experiment 2;Orientation
5;170;165;-5;3.12072519981302;2;15;149;Houborg et al. (2023b);Experiment 2;Orientation
5;50;47;-3;1.07361499988474;2;-60;150;Houborg et al. (2023b);Experiment 2;Orientation
5;178;10;12;2.87325679999776;2;52;151;Houborg et al. (2023b);Experiment 2;Orientation
5;61;50;-11;0.890253100078553;2;-63;152;Houborg et al. (2023b);Experiment 2;Orientation
5;83;58;-25;2.25675639999099;2;-22;153;Houborg et al. (2023b);Experiment 2;Orientation
5;87;77;-10;1.50690950010903;2;-4;154;Houborg et al. (2023b);Experiment 2;Orientation
5;38;46;8;1.90683749993332;2;49;155;Houborg et al. (2023b);Experiment 2;Orientation
5;134;133;-1;1.33745939983055;2;84;156;Houborg et al. (2023b);Experiment 2;Orientation
5;18;21;3;0.956938700051978;2;-64;157;Houborg et al. (2023b);Experiment 2;Orientation
5;110;112;2;2.87322780000977;2;88;158;Houborg et al. (2023b);Experiment 2;Orientation
5;80;69;-11;2.70665219984949;2;30;159;Houborg et al. (2023b);Experiment 2;Orientation
5;93;104;11;1.90416480018757;2;-13;160;Houborg et al. (2023b);Experiment 2;Orientation
5;177;166;-11;1.29025660012849;2;-84;161;Houborg et al. (2023b);Experiment 2;Orientation
5;55;35;-20;1.37358480016701;2;-58;162;Houborg et al. (2023b);Experiment 2;Orientation
5;20;26;6;1.59027240006253;2;35;163;Houborg et al. (2023b);Experiment 2;Orientation
5;63;47;-16;0.956914299866185;2;-43;164;Houborg et al. (2023b);Experiment 2;Orientation
5;115;127;12;0.723646000027657;2;-52;165;Houborg et al. (2023b);Experiment 2;Orientation
5;159;152;-7;0.705898100044578;2;-44;166;Houborg et al. (2023b);Experiment 2;Orientation
5;129;128;-1;1.85683790012263;2;30;167;Houborg et al. (2023b);Experiment 2;Orientation
5;154;140;-14;2.27338979998603;2;-25;168;Houborg et al. (2023b);Experiment 2;Orientation
5;33;35;2;1.02360310009681;2;-59;169;Houborg et al. (2023b);Experiment 2;Orientation
5;168;162;-6;0.62385750003159;2;45;170;Houborg et al. (2023b);Experiment 2;Orientation
5;81;76;-5;1.35575640015304;2;87;171;Houborg et al. (2023b);Experiment 2;Orientation
5;172;162;-10;2.02346870000474;2;89;172;Houborg et al. (2023b);Experiment 2;Orientation
5;69;68;-1;1.04020439996384;2;-77;173;Houborg et al. (2023b);Experiment 2;Orientation
5;92;80;-12;2.04023799998686;2;-23;174;Houborg et al. (2023b);Experiment 2;Orientation
5;135;141;6;1.92346209986135;2;-43;175;Houborg et al. (2023b);Experiment 2;Orientation
5;141;133;-8;1.44020309997723;2;-6;176;Houborg et al. (2023b);Experiment 2;Orientation
5;7;11;4;3.04003119980916;2;-46;177;Houborg et al. (2023b);Experiment 2;Orientation
5;122;130;8;1.19023959990591;2;65;178;Houborg et al. (2023b);Experiment 2;Orientation
5;77;72;-5;1.52349300007336;2;45;179;Houborg et al. (2023b);Experiment 2;Orientation
5;93;99;6;1.12359159998596;2;-16;180;Houborg et al. (2023b);Experiment 2;Orientation
5;2;1;-1;2.49007699987851;2;-89;181;Houborg et al. (2023b);Experiment 2;Orientation
5;19;16;-3;1.94029349996708;2;-17;182;Houborg et al. (2023b);Experiment 2;Orientation
5;151;148;-3;1.0069943999406;2;48;183;Houborg et al. (2023b);Experiment 2;Orientation
5;165;159;-6;2.38694110000506;2;-14;184;Houborg et al. (2023b);Experiment 2;Orientation
5;11;9;-2;2.45675170002505;2;-26;185;Houborg et al. (2023b);Experiment 2;Orientation
5;123;125;2;1.0069520000834;2;68;186;Houborg et al. (2023b);Experiment 2;Orientation
5;149;141;-8;1.57350139995106;2;-26;187;Houborg et al. (2023b);Experiment 2;Orientation
5;4;17;13;1.35688880016096;2;-35;188;Houborg et al. (2023b);Experiment 2;Orientation
5;50;36;-14;1.98765640007332;2;-46;189;Houborg et al. (2023b);Experiment 2;Orientation
5;127;136;9;1.10696149989963;2;-77;190;Houborg et al. (2023b);Experiment 2;Orientation
5;64;58;-6;1.10717830015346;2;63;191;Houborg et al. (2023b);Experiment 2;Orientation
5;166;162;-4;1.15693469997495;2;78;192;Houborg et al. (2023b);Experiment 2;Orientation
5;144;143;-1;2.68997980002314;2;22;193;Houborg et al. (2023b);Experiment 2;Orientation
5;156;155;-1;1.34022750006989;2;-12;194;Houborg et al. (2023b);Experiment 2;Orientation
5;45;50;5;1.75685680005699;2;-69;195;Houborg et al. (2023b);Experiment 2;Orientation
5;145;146;1;0.856965600047261;2;80;196;Houborg et al. (2023b);Experiment 2;Orientation
5;20;29;9;1.14025699999183;2;-55;197;Houborg et al. (2023b);Experiment 2;Orientation
5;128;114;-14;2.04002889990807;2;72;198;Houborg et al. (2023b);Experiment 2;Orientation
5;120;127;7;1.30697400006466;2;8;199;Houborg et al. (2023b);Experiment 2;Orientation
5;5;18;13;1.65555769996718;2;-65;200;Houborg et al. (2023b);Experiment 2;Orientation
5;94;100;6;1.44012280018069;3;-89;201;Houborg et al. (2023b);Experiment 2;Orientation
5;66;48;-18;1.58910300000571;3;28;202;Houborg et al. (2023b);Experiment 2;Orientation
5;68;45;-23;1.40682799997739;3;-2;203;Houborg et al. (2023b);Experiment 2;Orientation
5;42;34;-8;1.15695079998113;3;26;204;Houborg et al. (2023b);Experiment 2;Orientation
5;33;45;12;1.57105879997835;3;9;205;Houborg et al. (2023b);Experiment 2;Orientation
5;55;45;-10;1.29040169995278;3;-22;206;Houborg et al. (2023b);Experiment 2;Orientation
5;115;129;14;1.35581759992056;3;-60;207;Houborg et al. (2023b);Experiment 2;Orientation
5;170;148;-22;1.50683319987729;3;-55;208;Houborg et al. (2023b);Experiment 2;Orientation
5;179;170;-9;1.95677970000543;3;-9;209;Houborg et al. (2023b);Experiment 2;Orientation
5;107;108;1;1.94010100001469;3;72;210;Houborg et al. (2023b);Experiment 2;Orientation
5;91;105;14;1.45579140004702;3;16;211;Houborg et al. (2023b);Experiment 2;Orientation
5;55;33;-22;1.14033419988118;3;36;212;Houborg et al. (2023b);Experiment 2;Orientation
5;15;26;11;2.27335130004212;3;40;213;Houborg et al. (2023b);Experiment 2;Orientation
5;69;42;-27;2.62334519997239;3;-54;214;Houborg et al. (2023b);Experiment 2;Orientation
5;56;48;-8;1.02373319980688;3;13;215;Houborg et al. (2023b);Experiment 2;Orientation
5;5;17;12;1.05693459999748;3;51;216;Houborg et al. (2023b);Experiment 2;Orientation
5;18;27;9;1.1067840999458;3;-13;217;Houborg et al. (2023b);Experiment 2;Orientation
5;36;40;4;1.58760789991356;3;-18;218;Houborg et al. (2023b);Experiment 2;Orientation
5;103;106;3;1.75688480003737;3;-67;219;Houborg et al. (2023b);Experiment 2;Orientation
5;107;134;27;1.87347099999897;3;-4;220;Houborg et al. (2023b);Experiment 2;Orientation
5;73;62;-11;1.956873399904;3;34;221;Houborg et al. (2023b);Experiment 2;Orientation
5;19;26;7;1.84001680021174;3;54;222;Houborg et al. (2023b);Experiment 2;Orientation
5;106;109;3;1.19022870017216;3;-87;223;Houborg et al. (2023b);Experiment 2;Orientation
5;165;149;-16;2.02350170002319;3;-59;224;Houborg et al. (2023b);Experiment 2;Orientation
5;173;159;-14;1.39009390003048;3;-8;225;Houborg et al. (2023b);Experiment 2;Orientation
5;129;132;3;3.33995259995572;3;44;226;Houborg et al. (2023b);Experiment 2;Orientation
5;85;66;-19;2.04010330000892;3;44;227;Houborg et al. (2023b);Experiment 2;Orientation
5;43;53;10;1.02360820001923;3;42;228;Houborg et al. (2023b);Experiment 2;Orientation
5;57;48;-9;0.857022899901494;3;-14;229;Houborg et al. (2023b);Experiment 2;Orientation
5;146;133;-13;3.40645110001788;3;-89;230;Houborg et al. (2023b);Experiment 2;Orientation
5;38;47;9;1.05579179991037;3;-72;231;Houborg et al. (2023b);Experiment 2;Orientation
5;130;117;-13;1.3068836000748;3;88;232;Houborg et al. (2023b);Experiment 2;Orientation
5;61;49;-12;2.24006130010821;3;69;233;Houborg et al. (2023b);Experiment 2;Orientation
5;141;130;-11;1.92341889999807;3;-80;234;Houborg et al. (2023b);Experiment 2;Orientation
5;17;26;9;2.15672900015488;3;-56;235;Houborg et al. (2023b);Experiment 2;Orientation
5;113;118;5;1.273430199828;3;84;236;Houborg et al. (2023b);Experiment 2;Orientation
5;172;156;-16;1.60684349993244;3;-59;237;Houborg et al. (2023b);Experiment 2;Orientation
5;129;143;14;0.856994400033727;3;43;238;Houborg et al. (2023b);Experiment 2;Orientation
5;30;23;-7;1.70682470011525;3;-81;239;Houborg et al. (2023b);Experiment 2;Orientation
5;135;146;11;2.49012169986963;3;75;240;Houborg et al. (2023b);Experiment 2;Orientation
5;144;139;-5;0.823698000051081;3;-9;241;Houborg et al. (2023b);Experiment 2;Orientation
5;107;128;21;2.24011510005221;3;37;242;Houborg et al. (2023b);Experiment 2;Orientation
5;167;165;-2;0.873629000037909;3;-60;243;Houborg et al. (2023b);Experiment 2;Orientation
5;117;107;-10;2.85669089993462;3;50;244;Houborg et al. (2023b);Experiment 2;Orientation
5;171;159;-12;1.79017189983279;3;-54;245;Houborg et al. (2023b);Experiment 2;Orientation
5;26;20;-6;0.973696799948812;3;-35;246;Houborg et al. (2023b);Experiment 2;Orientation
5;21;22;1;2.40672580013052;3;5;247;Houborg et al. (2023b);Experiment 2;Orientation
5;26;27;1;1.49022509995848;3;-5;248;Houborg et al. (2023b);Experiment 2;Orientation
5;117;130;13;1.57341399998404;3;89;249;Houborg et al. (2023b);Experiment 2;Orientation
5;32;34;2;2.72350020008162;3;85;250;Houborg et al. (2023b);Experiment 2;Orientation
5;7;27;20;1.4902512000408;3;25;251;Houborg et al. (2023b);Experiment 2;Orientation
5;59;53;-6;0.754426500061527;3;-52;252;Houborg et al. (2023b);Experiment 2;Orientation
5;45;32;-13;0.756999399978667;3;14;253;Houborg et al. (2023b);Experiment 2;Orientation
5;35;32;-3;3.2566013999749;3;10;254;Houborg et al. (2023b);Experiment 2;Orientation
5;55;60;5;0.940298799891025;3;-20;255;Houborg et al. (2023b);Experiment 2;Orientation
5;73;49;-24;2.40653629996814;3;-18;256;Houborg et al. (2023b);Experiment 2;Orientation
5;160;160;0;0.590372299775481;3;-87;257;Houborg et al. (2023b);Experiment 2;Orientation
5;65;46;-19;3.18988130008802;3;-85;258;Houborg et al. (2023b);Experiment 2;Orientation
5;145;136;-9;1.85679649980739;3;-80;259;Houborg et al. (2023b);Experiment 2;Orientation
5;89;97;8;2.2568093999289;3;56;260;Houborg et al. (2023b);Experiment 2;Orientation
5;80;47;-33;2.82087039994076;3;9;261;Houborg et al. (2023b);Experiment 2;Orientation
5;30;26;-4;1.87344640004449;3;50;262;Houborg et al. (2023b);Experiment 2;Orientation
5;149;134;-15;1.32354000001214;3;61;263;Houborg et al. (2023b);Experiment 2;Orientation
5;17;29;12;1.12364479992539;3;-48;264;Houborg et al. (2023b);Experiment 2;Orientation
5;103;121;18;0.7070442000404;3;-86;265;Houborg et al. (2023b);Experiment 2;Orientation
5;5;18;13;2.50673420005478;3;-82;266;Houborg et al. (2023b);Experiment 2;Orientation
5;75;65;-10;1.29023560020141;3;-70;267;Houborg et al. (2023b);Experiment 2;Orientation
5;77;70;-7;1.34023229987361;3;-2;268;Houborg et al. (2023b);Experiment 2;Orientation
5;18;21;3;1.72347479988821;3;59;269;Houborg et al. (2023b);Experiment 2;Orientation
5;10;24;14;2.27099510002881;3;8;270;Houborg et al. (2023b);Experiment 2;Orientation
5;128;116;-12;1.10573740000837;3;62;271;Houborg et al. (2023b);Experiment 2;Orientation
5;140;143;3;1.32357080001384;3;-12;272;Houborg et al. (2023b);Experiment 2;Orientation
5;65;47;-18;2.35672440007329;3;75;273;Houborg et al. (2023b);Experiment 2;Orientation
5;113;116;3;1.88902600016445;3;-48;274;Houborg et al. (2023b);Experiment 2;Orientation
5;32;40;8;2.27340370020829;3;81;275;Houborg et al. (2023b);Experiment 2;Orientation
5;86;64;-22;1.60527399997227;3;-54;276;Houborg et al. (2023b);Experiment 2;Orientation
5;25;33;8;1.13779140007682;3;61;277;Houborg et al. (2023b);Experiment 2;Orientation
5;126;122;-4;1.1736129000783;3;79;278;Houborg et al. (2023b);Experiment 2;Orientation
5;22;35;13;1.97344779991545;3;-76;279;Houborg et al. (2023b);Experiment 2;Orientation
5;173;164;-9;1.24037809995934;3;29;280;Houborg et al. (2023b);Experiment 2;Orientation
5;90;88;-2;1.52343679987825;3;83;281;Houborg et al. (2023b);Experiment 2;Orientation
5;31;45;14;1.14026859984733;3;59;282;Houborg et al. (2023b);Experiment 2;Orientation
5;57;46;-11;3.17323630000465;3;-26;283;Houborg et al. (2023b);Experiment 2;Orientation
5;72;38;-34;1.22366139991209;3;-15;284;Houborg et al. (2023b);Experiment 2;Orientation
5;56;43;-13;2.12341100000776;3;16;285;Houborg et al. (2023b);Experiment 2;Orientation
5;33;49;16;1.77358400006779;3;23;286;Houborg et al. (2023b);Experiment 2;Orientation
5;34;32;-2;0.672439299989492;3;-1;287;Houborg et al. (2023b);Experiment 2;Orientation
5;175;173;-2;2.3399104999844;3;39;288;Houborg et al. (2023b);Experiment 2;Orientation
5;43;47;4;1.35692579997703;3;-48;289;Houborg et al. (2023b);Experiment 2;Orientation
5;174;168;-6;1.09028959996067;3;49;290;Houborg et al. (2023b);Experiment 2;Orientation
5;31;22;-9;1.18778549996205;3;-37;291;Houborg et al. (2023b);Experiment 2;Orientation
5;81;74;-7;1.12037590006366;3;-50;292;Houborg et al. (2023b);Experiment 2;Orientation
5;78;58;-20;1.10683259996586;3;3;293;Houborg et al. (2023b);Experiment 2;Orientation
5;171;153;-18;1.82352430000901;3;87;294;Houborg et al. (2023b);Experiment 2;Orientation
5;126;127;1;2.27222270006314;3;45;295;Houborg et al. (2023b);Experiment 2;Orientation
5;65;36;-29;1.30689299991354;3;61;296;Houborg et al. (2023b);Experiment 2;Orientation
5;36;25;-11;0.756933300057426;3;29;297;Houborg et al. (2023b);Experiment 2;Orientation
5;116;118;2;2.32337590004317;3;-80;298;Houborg et al. (2023b);Experiment 2;Orientation
5;62;54;-8;1.65676479996182;3;54;299;Houborg et al. (2023b);Experiment 2;Orientation
5;106;106;0;1.95690009999089;3;-44;300;Houborg et al. (2023b);Experiment 2;Orientation
5;146;136;-10;1.84010749985464;4;-40;301;Houborg et al. (2023b);Experiment 2;Orientation
5;89;84;-5;1.25689369998872;4;57;302;Houborg et al. (2023b);Experiment 2;Orientation
5;161;129;-32;0.856986599974334;4;-72;303;Houborg et al. (2023b);Experiment 2;Orientation
5;149;135;-14;0.923617799999192;4;12;304;Houborg et al. (2023b);Experiment 2;Orientation
5;115;112;-3;1.29026679997332;4;34;305;Houborg et al. (2023b);Experiment 2;Orientation
5;55;46;-9;1.85678209993057;4;60;306;Houborg et al. (2023b);Experiment 2;Orientation
5;3;17;14;1.05691309995018;4;52;307;Houborg et al. (2023b);Experiment 2;Orientation
5;121;132;11;1.77352340007201;4;62;308;Houborg et al. (2023b);Experiment 2;Orientation
5;127;121;-6;3.17330499994569;4;-6;309;Houborg et al. (2023b);Experiment 2;Orientation
5;49;26;-23;1.27359130000696;4;78;310;Houborg et al. (2023b);Experiment 2;Orientation
5;175;169;-6;2.47342389984988;4;54;311;Houborg et al. (2023b);Experiment 2;Orientation
5;164;149;-15;1.64016310009174;4;11;312;Houborg et al. (2023b);Experiment 2;Orientation
5;127;139;12;0.807004799833521;4;37;313;Houborg et al. (2023b);Experiment 2;Orientation
5;14;16;2;1.17111849994399;4;-67;314;Houborg et al. (2023b);Experiment 2;Orientation
5;121;117;-4;1.79016929981299;4;73;315;Houborg et al. (2023b);Experiment 2;Orientation
5;62;22;-40;1.19017970003188;4;59;316;Houborg et al. (2023b);Experiment 2;Orientation
5;31;27;-4;1.04033640003763;4;31;317;Houborg et al. (2023b);Experiment 2;Orientation
5;156;155;-1;1.37344359979033;4;55;318;Houborg et al. (2023b);Experiment 2;Orientation
5;175;169;-6;2.50671330001205;4;-19;319;Houborg et al. (2023b);Experiment 2;Orientation
5;54;61;7;2.68888759985566;4;-59;320;Houborg et al. (2023b);Experiment 2;Orientation
5;24;18;-6;1.42370399995707;4;30;321;Houborg et al. (2023b);Experiment 2;Orientation
5;71;55;-16;3.1733622001484;4;-47;322;Houborg et al. (2023b);Experiment 2;Orientation
5;144;142;-2;1.55687199998647;4;-73;323;Houborg et al. (2023b);Experiment 2;Orientation
5;115;121;6;1.59009440010414;4;29;324;Houborg et al. (2023b);Experiment 2;Orientation
5;55;40;-15;1.35441980022006;4;60;325;Houborg et al. (2023b);Experiment 2;Orientation
5;42;55;13;1.62105620000511;4;13;326;Houborg et al. (2023b);Experiment 2;Orientation
5;151;147;-4;1.14025339996442;4;71;327;Houborg et al. (2023b);Experiment 2;Orientation
5;172;150;-22;2.93720439984463;4;-21;328;Houborg et al. (2023b);Experiment 2;Orientation
5;154;140;-14;2.00689760013483;4;18;329;Houborg et al. (2023b);Experiment 2;Orientation
5;24;24;0;1.80564370006323;4;-50;330;Houborg et al. (2023b);Experiment 2;Orientation
5;110;116;6;2.08745920006186;4;-86;331;Houborg et al. (2023b);Experiment 2;Orientation
5;161;149;-12;2.04010390001349;4;-51;332;Houborg et al. (2023b);Experiment 2;Orientation
5;161;146;-15;1.87342189997435;4;0;333;Houborg et al. (2023b);Experiment 2;Orientation
5;110;109;-1;1.7057129999157;4;51;334;Houborg et al. (2023b);Experiment 2;Orientation
5;101;109;8;1.15587550005876;4;9;335;Houborg et al. (2023b);Experiment 2;Orientation
5;58;49;-9;2.03999279998243;4;43;336;Houborg et al. (2023b);Experiment 2;Orientation
5;62;47;-15;1.32350850012153;4;-4;337;Houborg et al. (2023b);Experiment 2;Orientation
5;0;1;1;1.52354630012996;4;62;338;Houborg et al. (2023b);Experiment 2;Orientation
5;109;118;9;1.45571030001156;4;71;339;Houborg et al. (2023b);Experiment 2;Orientation
5;65;32;-33;2.09008369990624;4;44;340;Houborg et al. (2023b);Experiment 2;Orientation
5;9;12;3;1.89007060020231;4;56;341;Houborg et al. (2023b);Experiment 2;Orientation
5;39;31;-8;0.807006299961358;4;-30;342;Houborg et al. (2023b);Experiment 2;Orientation
5;82;40;-42;1.23992550000548;4;-43;343;Houborg et al. (2023b);Experiment 2;Orientation
5;151;132;-19;2.00676240003668;4;-69;344;Houborg et al. (2023b);Experiment 2;Orientation
5;179;16;17;2.87329000001773;4;-28;345;Houborg et al. (2023b);Experiment 2;Orientation
5;5;21;16;2.34010639996268;4;-6;346;Houborg et al. (2023b);Experiment 2;Orientation
5;169;162;-7;1.99020300013945;4;16;347;Houborg et al. (2023b);Experiment 2;Orientation
5;167;164;-3;0.673659599851817;4;2;348;Houborg et al. (2023b);Experiment 2;Orientation
5;45;35;-10;1.13776559988037;4;-58;349;Houborg et al. (2023b);Experiment 2;Orientation
5;7;10;3;1.54023759998381;4;38;350;Houborg et al. (2023b);Experiment 2;Orientation
5;9;15;6;3.32325770007446;4;-2;351;Houborg et al. (2023b);Experiment 2;Orientation
5;140;132;-8;2.29012269992381;4;49;352;Houborg et al. (2023b);Experiment 2;Orientation
5;15;38;23;1.08889260003343;4;-55;353;Houborg et al. (2023b);Experiment 2;Orientation
5;122;110;-12;2.65658809989691;4;73;354;Houborg et al. (2023b);Experiment 2;Orientation
5;115;120;5;1.00702970009297;4;7;355;Houborg et al. (2023b);Experiment 2;Orientation
5;25;19;-6;1.49010809999891;4;90;356;Houborg et al. (2023b);Experiment 2;Orientation
5;37;50;13;1.55679280008189;4;-12;357;Houborg et al. (2023b);Experiment 2;Orientation
5;48;46;-2;2.0234000000637;4;-11;358;Houborg et al. (2023b);Experiment 2;Orientation
5;123;110;-13;1.04031399986707;4;-75;359;Houborg et al. (2023b);Experiment 2;Orientation
5;23;41;18;1.52240270003676;4;-80;360;Houborg et al. (2023b);Experiment 2;Orientation
5;2;3;1;0.773686000145972;4;21;361;Houborg et al. (2023b);Experiment 2;Orientation
5;7;12;5;1.85682860016823;4;-5;362;Houborg et al. (2023b);Experiment 2;Orientation
5;144;132;-12;0.590405200142413;4;43;363;Houborg et al. (2023b);Experiment 2;Orientation
5;155;153;-2;1.79014359996654;4;-11;364;Houborg et al. (2023b);Experiment 2;Orientation
5;114;110;-4;2.0400538998656;4;41;365;Houborg et al. (2023b);Experiment 2;Orientation
5;57;56;-1;1.12125229998492;4;57;366;Houborg et al. (2023b);Experiment 2;Orientation
5;106;104;-2;2.75674230000004;4;-49;367;Houborg et al. (2023b);Experiment 2;Orientation
5;145;149;4;1.70694160019048;4;-39;368;Houborg et al. (2023b);Experiment 2;Orientation
5;127;121;-6;1.02364729996771;4;18;369;Houborg et al. (2023b);Experiment 2;Orientation
5;69;57;-12;1.35688350000419;4;58;370;Houborg et al. (2023b);Experiment 2;Orientation
5;1;179;-2;1.15693589998409;4;68;371;Houborg et al. (2023b);Experiment 2;Orientation
5;153;131;-22;1.17363630002365;4;28;372;Houborg et al. (2023b);Experiment 2;Orientation
5;28;15;-13;1.47355290013365;4;-55;373;Houborg et al. (2023b);Experiment 2;Orientation
5;173;157;-16;2.78997559985146;4;35;374;Houborg et al. (2023b);Experiment 2;Orientation
5;40;31;-9;0.706996999913827;4;-47;375;Houborg et al. (2023b);Experiment 2;Orientation
5;103;120;17;1.99007720011286;4;-63;376;Houborg et al. (2023b);Experiment 2;Orientation
5;46;41;-5;1.97338520013727;4;57;377;Houborg et al. (2023b);Experiment 2;Orientation
5;85;75;-10;1.32065450004302;4;-39;378;Houborg et al. (2023b);Experiment 2;Orientation
5;135;145;10;2.12343379994854;4;-50;379;Houborg et al. (2023b);Experiment 2;Orientation
5;130;124;-6;1.94010699982755;4;5;380;Houborg et al. (2023b);Experiment 2;Orientation
5;150;140;-10;1.77357490011491;4;-20;381;Houborg et al. (2023b);Experiment 2;Orientation
5;45;41;-4;2.07343390001915;4;-75;382;Houborg et al. (2023b);Experiment 2;Orientation
5;104;102;-2;1.09022770007141;4;-59;383;Houborg et al. (2023b);Experiment 2;Orientation
5;22;15;-7;1.02361009991728;4;82;384;Houborg et al. (2023b);Experiment 2;Orientation
5;20;29;9;1.57358470000327;4;2;385;Houborg et al. (2023b);Experiment 2;Orientation
5;118;107;-11;1.79018049989827;4;82;386;Houborg et al. (2023b);Experiment 2;Orientation
5;23;35;12;1.57216050010175;4;-85;387;Houborg et al. (2023b);Experiment 2;Orientation
5;123;113;-10;1.62351990002207;4;80;388;Houborg et al. (2023b);Experiment 2;Orientation
5;123;118;-5;1.50692100008018;4;0;389;Houborg et al. (2023b);Experiment 2;Orientation
5;122;127;5;1.67348949983716;4;1;390;Houborg et al. (2023b);Experiment 2;Orientation
5;140;130;-10;0.640351899899542;4;-18;391;Houborg et al. (2023b);Experiment 2;Orientation
5;108;109;1;3.67313190014102;4;32;392;Houborg et al. (2023b);Experiment 2;Orientation
5;128;120;-8;3.00659299991094;4;-20;393;Houborg et al. (2023b);Experiment 2;Orientation
5;46;51;5;1.3402162999846;4;82;394;Houborg et al. (2023b);Experiment 2;Orientation
