obs;theta;resp;error;rt;block;delta;trial;cond;study;experiment;stimulus;expnum
2;97;NaN;NaN;2.00873343404419;3;27;1363;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;85;104;19;1.84555409030872;3;12;1364;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;8;20.5;12.5;2.57554018663268;3;77;1365;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;138;148.5;10.5;3.13228080096724;3;50;1366;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;143;NaN;NaN;2.00873035498171;3;-5;1367;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;165;176.5;11.5;2.13387575513752;3;-22;1368;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;70;NaN;NaN;2.0087108542557;3;-85;1369;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;173;1.5;8.5;2.27145030265183;3;77;1370;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;60;38;-22;1.79252511428149;3;-67;1371;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;61;38.5;-22.5;2.31655479917754;3;-1;1372;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;118;NaN;NaN;2.00870298554128;3;-57;1373;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;99;134.5;35.5;1.47090715609647;3;19;1374;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;22;40.5;18.5;1.80025561287039;3;77;1375;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;79;66.5;-12.5;1.53967595548147;3;-57;1376;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;92;114;22;1.73026750489316;3;-13;1377;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;163;162.5;-0.5;1.48087236953779;3;-71;1378;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;49;29;-20;2.52974084842572;3;-66;1379;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;169;176;7;1.76044333986556;3;60;1380;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;8;NaN;NaN;2.00870982790184;3;-19;1381;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;142;155;13;2.14516838646159;3;46;1382;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;21;NaN;NaN;2.00871667026149;3;-59;1383;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;127;146;19;1.14641506449698;3;74;1384;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;58;NaN;NaN;2.00872522321151;3;69;1385;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;148;151.5;3.5;1.67592205875735;3;-90;1386;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;58;NaN;NaN;2.0087471187644;3;90;1387;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;68;40.5;-27.5;1.44849808422168;3;-10;1388;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;84;106.5;22.5;1.04183437801657;3;-16;1389;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;2;163.5;-18.5;2.46007638408628;3;82;1390;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;70;NaN;NaN;2.00870743307496;3;-68;1391;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;29;18;-11;1.87261665137612;3;41;1392;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;114;NaN;NaN;2.00875225053551;3;-85;1393;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;163;142;-21;1.7575370473578;3;-49;1394;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;93;125.5;32.5;2.99437405686331;3;70;1395;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;84;75;-9;3.31874572292327;3;9;1396;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;2;0;-2;2.07730483133673;3;82;1397;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;73;59;-14;1.41456750407178;3;-71;1398;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;4;NaN;NaN;2.0087180387336;3;69;1399;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;24;48.5;24.5;2.06863316609724;3;-20;1400;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;137;134.5;-2.5;2.27474866197554;4;NaN;1401;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;17;30;13;1.69147953279025;4;-60;1402;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;111;NaN;NaN;2.00875875035217;4;86;1403;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;174;3;9;1.35900514374407;4;-63;1404;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;19;11;-8;1.80447666447253;4;-25;1405;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;75;40;-35;1.79209883481417;4;-56;1406;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;158;145;-13;1.38011416717472;4;-83;1407;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;12;29.5;17.5;2.28906493228715;4;-34;1408;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;91;NaN;NaN;2.00876422424062;4;-79;1409;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;86;74.5;-11.5;1.75675667574887;4;5;1410;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;5;3;-2;1.85882553178817;4;81;1411;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;179;8.5;9.5;1.17973975322366;4;6;1412;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;67;57.5;-9.5;1.42508010590609;4;-68;1413;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;79;175;-84;3.40328068832787;4;-12;1414;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;36;NaN;NaN;2.0087265912598;4;43;1415;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;87;68;-19;1.39415742731398;4;-51;1416;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;76;NaN;NaN;2.00872145948961;4;11;1417;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;1;4;3;1.6417937339711;4;75;1418;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;32;52.5;20.5;1.56370529783362;4;-31;1419;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;179;1.5;2.5;1.57753918174967;4;33;1420;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;28;NaN;NaN;2.00872111737044;4;-29;1421;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;163;167;4;1.02530631433547;4;45;1422;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;66;NaN;NaN;2.00872932820403;4;-83;1423;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;36;23.5;-12.5;1.21544558373535;4;30;1424;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;157;159.5;2.5;1.83459810268141;4;59;1425;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;98;121;23;2.45294219676634;4;59;1426;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;30;NaN;NaN;2.00872351219732;4;68;1427;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;47;48;1;1.76998022113094;4;-17;1428;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;70;NaN;NaN;2.00871872254538;4;-23;1429;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;128;120.5;-7.5;1.55443184701289;4;-58;1430;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;174;NaN;NaN;2.00877140871853;4;-46;1431;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;140;118;-22;2.57952517680587;4;34;1432;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;66;116;50;1.32812899320106;4;74;1433;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;85;107;22;2.30298160876191;4;-19;1434;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;112;NaN;NaN;2.00873514420891;4;-27;1435;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;158;117;-41;3.00190544234465;4;-46;1436;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;146;NaN;NaN;2.00873651268103;4;12;1437;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;130;125.5;-4.5;2.12897388784313;4;16;1438;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;34;NaN;NaN;2.00875601340795;4;-84;1439;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;134;134;0;2.53886376689752;4;80;1440;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;146;NaN;NaN;2.0087272754954;4;-12;1441;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;158;151;-7;1.30109482792795;4;-12;1442;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;169;144.5;-24.5;1.22036045108962;4;-11;1443;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;6;163.5;-22.5;1.75147368941361;4;-17;1444;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;68;NaN;NaN;2.00872830184926;4;-62;1445;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;174;161.5;-12.5;3.80872063840525;4;74;1446;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;18;17.5;-0.5;2.66769172532804;4;-24;1447;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;22;30;8;1.52463507879656;4;-4;1448;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;81;NaN;NaN;2.0086865634521;4;-59;1449;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;97;115;18;2.03086333719693;4;-16;1450;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;27;28.5;1.5;2.57577795822635;4;NaN;1451;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;165;150;-15;2.02041744794951;4;42;1452;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;115;NaN;NaN;2.0087570397618;4;50;1453;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;97;129;32;1.72281514782208;4;18;1454;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;140;136;-4;0.978015683715967;4;-43;1455;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;161;144;-17;3.15869915339499;4;-21;1456;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;145;NaN;NaN;2.00872830184926;4;16;1457;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;32;26;-6;3.60728565861791;4;-67;1458;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;98;131.5;33.5;1.29043237798032;4;-66;1459;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;138;142;4;1.29052132866309;4;-40;1460;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;35;NaN;NaN;2.00872009101658;4;-77;1461;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;52;55.5;3.5;1.19023593381735;4;-17;1462;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;48;NaN;NaN;2.00875088163775;4;4;1463;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;110;121;11;2.3576530933633;4;-62;1464;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;175;10;15;1.99565289356542;4;-65;1465;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;127;150.5;23.5;1.54370371040659;4;48;1466;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;131;NaN;NaN;2.00871427501079;4;-4;1467;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;29;20;-9;1.91292260024784;4;-78;1468;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;169;NaN;NaN;2.00871016959445;4;40;1469;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;127;144.5;17.5;2.11527548265985;4;42;1470;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;161;NaN;NaN;2.00871495924639;4;-34;1471;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;177;178;1;1.52576817365025;4;-16;1472;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;59;40;-19;1.58860875213213;4;-62;1473;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;16;6.5;-9.5;1.93695228514298;4;43;1474;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;128;NaN;NaN;2.00874164445213;4;68;1475;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;164;171.5;7.5;2.89068664008664;4;-36;1476;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;101;NaN;NaN;2.0087163277185;4;63;1477;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;95;105.5;10.5;2.07007587732733;4;6;1478;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;80;NaN;NaN;2.00874403927719;4;15;1479;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;166;166.5;0.5;2.38635166276163;4;-86;1480;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;106;148;42;1.98266096207681;4;60;1481;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;23;33.5;10.5;1.41926273123772;4;83;1482;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;123;137;14;1.3102940391409;4;80;1483;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;164;171;7;1.80554749384919;4;-41;1484;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;29;3;-26;1.32177278266408;4;-45;1485;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;159;148.5;-10.5;1.68845452533151;4;50;1486;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;128;NaN;NaN;2.00858290169435;4;31;1487;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;21;20.5;-0.5;1.4848070683629;4;-73;1488;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;101;NaN;NaN;2.00871598560116;4;-80;1489;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;85;85;0;1.15204906348572;4;16;1490;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;176;NaN;NaN;2.00874198656948;4;89;1491;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;129;130;1;2.03339158930248;4;47;1492;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;1;NaN;NaN;2.00874027597911;4;-52;1493;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;55;31;-24;2.01509101262855;4;-54;1494;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;169;157.5;-11.5;1.79446423874651;4;66;1495;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;78;42.5;-35.5;1.37431287205345;4;-89;1496;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;44;43;-1;2.08317797081509;4;34;1497;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;87;126;39;1.86757793687775;4;-43;1498;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;12;NaN;NaN;2.0087040114704;4;75;1499;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;148;148.5;0.5;2.3118670977583;4;44;1500;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;71;60.5;-10.5;1.36739319315166;4;NaN;1501;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;15;22.5;7.5;1.21301312467313;4;56;1502;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;87;NaN;NaN;2.00875053952041;4;-72;1503;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;86;89.5;3.5;1.19520725064376;4;1;1504;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;82;94;12;2.42349883645693;4;4;1505;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;88;89.5;1.5;2.20272632030174;4;-6;1506;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;37;NaN;NaN;2.00871256442042;4;51;1507;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;43;25.5;-17.5;3.40196011280295;4;-6;1508;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;81;60;-21;1.78892534813895;4;-38;1509;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;78;69;-9;1.25734956626275;4;3;1510;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;49;62;13;1.87527148672234;4;29;1511;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;122;121.5;-0.5;2.21139901189417;4;-73;1512;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;60;59;-1;2.87078666170783;4;62;1513;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;110;121;11;2.33582835905145;4;-50;1514;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;66;NaN;NaN;2.00870503782426;4;44;1515;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;1;173;-8;1.56182912265922;4;65;1516;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;14;29.5;15.5;2.96711238268745;4;-13;1517;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;156;145.5;-10.5;2.07567805976669;4;38;1518;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;162;NaN;NaN;2.00869785334635;4;-6;1519;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;82;96;14;2.60775162334994;4;80;1520;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;140;NaN;NaN;2.0087498552839;4;-58;1521;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;45;52;7;1.78242065838549;4;-85;1522;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;107;159;52;2.62721437490927;4;-62;1523;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;98;174.5;76.5;3.53332898170629;4;9;1524;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;111;156.5;45.5;2.17145947098925;4;-13;1525;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;140;149;9;1.36849549738508;4;-29;1526;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;132;NaN;NaN;2.0087207752531;4;8;1527;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;149;163;14;1.56896673073425;4;-17;1528;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;33;NaN;NaN;2.00873343361945;4;-64;1529;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;158;163;5;1.30555296773673;4;55;1530;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;15;NaN;NaN;2.00874506563196;4;-37;1531;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;75;116;41;1.60470540457482;4;-60;1532;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;14;NaN;NaN;2.00872214372521;4;61;1533;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;52;41.5;-10.5;1.26783685178907;4;-38;1534;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;148;NaN;NaN;2.00871222230217;4;84;1535;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;161;172.5;11.5;1.64079098607908;4;-13;1536;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;172;NaN;NaN;2.00876935601082;4;-11;1537;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;132;172.5;40.5;2.32563974254936;4;40;1538;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;11;NaN;NaN;2.00874027598002;4;-59;1539;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;94;118.5;24.5;1.70370888323123;4;-83;1540;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;8;21;13;2.81549081173671;4;86;1541;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;54;59.5;5.5;1.71424201257105;4;-46;1542;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;59;62.5;3.5;2.28169365761096;4;-5;1543;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;148;150;2;1.86655774096653;4;-89;1544;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;103;NaN;NaN;2.00873959174351;4;45;1545;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;58;110;52;1.6708925814446;4;45;1546;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;108;NaN;NaN;2.00870435358775;4;-50;1547;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;107;130;23;2.06736561843991;4;1;1548;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;121;NaN;NaN;2.00876217153291;4;-14;1549;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;75;103;28;1.25574845396932;4;46;1550;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;117;126.5;9.5;1.45770584795991;4;NaN;1551;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;102;124.5;22.5;1.1794564795091;4;15;1552;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;23;NaN;NaN;2.00879467274353;4;79;1553;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;119;138.5;19.5;2.79547040781745;4;84;1554;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;5;NaN;NaN;2.0087272754954;4;-66;1555;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;76;54.5;-21.5;1.53059990632755;4;-71;1556;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;132;128.5;-3.5;2.12134089288702;4;-56;1557;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;93;106;13;1.58438941069471;4;39;1558;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;77;NaN;NaN;2.00873514420891;4;16;1559;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;89;118.5;29.5;2.32029688556304;4;-12;1560;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;43;95;52;1.15115339853128;4;46;1561;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;87;99;12;2.11699941532061;4;-44;1562;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;20;35;15;1.4528313505316;4;67;1563;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;173;159.5;-13.5;1.18976894273237;4;27;1564;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;85;104;19;1.02636995923331;4;88;1565;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;80;102;22;1.92511021229075;4;5;1566;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;71;53.5;-17.5;1.14782527451553;4;9;1567;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;49;62.5;13.5;2.03412748514529;4;22;1568;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;53;NaN;NaN;2.00871974889924;4;-4;1569;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;120;146;26;2.87167377371225;4;-67;1570;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;74;NaN;NaN;2.00869477428478;4;46;1571;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;162;127;-35;2.01248065219988;4;-88;1572;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;153;154;1;1.63135708191112;4;9;1573;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;107;123;16;1.31410010201944;4;46;1574;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;15;49;34;1.84965403213391;4;-88;1575;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;29;36;7;1.45135955884507;4;-14;1576;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;100;NaN;NaN;2.00870880112234;4;-71;1577;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;29;31;2;2.60833561879554;4;71;1578;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;58;NaN;NaN;2.00872590702329;4;-29;1579;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;135;142.5;7.5;1.53499509642188;4;-77;1580;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;34;NaN;NaN;2.00869648487424;4;-79;1581;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;123;137;14;1.44913647600697;4;-89;1582;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;66;NaN;NaN;2.00871461712904;4;57;1583;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;117;122;5;1.04598563754371;4;-51;1584;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;11;NaN;NaN;2.00871256442042;4;-74;1585;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;110;54.5;-55.5;2.40349588055687;4;81;1586;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;71;NaN;NaN;2.00871222230307;4;39;1587;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;90;107.5;17.5;1.9224707718322;4;-19;1588;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;133;NaN;NaN;2.00871359077428;4;-43;1589;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;28;140;-68;7.75765405129368;4;-75;1590;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;87;NaN;NaN;2.00872282796081;4;-59;1591;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;164;145.5;-18.5;3.82890252202469;4;-77;1592;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;148;146.5;-1.5;1.11130315042828;4;16;1593;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;48;33.5;-14.5;2.13480528934997;4;-80;1594;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;86;NaN;NaN;2.00872351219732;4;-38;1595;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;75;94.5;19.5;1.02453860151672;4;11;1596;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;149;NaN;NaN;2.00873309150211;4;-74;1597;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;116;111;-5;1.58285193235133;4;33;1598;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;163;150;-13;1.57100130654817;4;-47;1599;1;Pascucci et al. (2024);Experiment 1;Orientation;1
2;63;77.5;14.5;1.25654079928336;4;-80;1600;1;Pascucci et al. (2024);Experiment 1;Orientation;1
3;12;79.5;67.5;1.86468703749961;1;NaN;1601;1;Pascucci et al. (2024);Experiment 1;Orientation;1
3;166;126;-40;2.73776707121942;1;26;1602;1;Pascucci et al. (2024);Experiment 1;Orientation;1
3;87;NaN;NaN;2.00875259004897;1;79;1603;1;Pascucci et al. (2024);Experiment 1;Orientation;1
3;157;141.5;-15.5;2.39544515732996;1;-70;1604;1;Pascucci et al. (2024);Experiment 1;Orientation;1
3;49;NaN;NaN;2.00873822109133;1;-72;1605;1;Pascucci et al. (2024);Experiment 1;Orientation;1
3;32;53;21;2.32257881051919;1;17;1606;1;Pascucci et al. (2024);Experiment 1;Orientation;1
3;144;NaN;NaN;2.00873548414711;1;68;1607;1;Pascucci et al. (2024);Experiment 1;Orientation;1
3;95;127.5;32.5;2.28567488273075;1;49;1608;1;Pascucci et al. (2024);Experiment 1;Orientation;1
3;102;NaN;NaN;2.00874164227207;1;-7;1609;1;Pascucci et al. (2024);Experiment 1;Orientation;1
3;85;68.5;-16.5;1.48057301367226;1;17;1610;1;Pascucci et al. (2024);Experiment 1;Orientation;1
3;147;NaN;NaN;2.0087580639356;1;-62;1611;1;Pascucci et al. (2024);Experiment 1;Orientation;1
3;160;142.5;-17.5;3.50082605783791;1;-13;1612;1;Pascucci et al. (2024);Experiment 1;Orientation;1
3;23;NaN;NaN;2.00876832747781;1;-43;1613;1;Pascucci et al. (2024);Experiment 1;Orientation;1
3;88;90.5;2.5;2.46351295690692;1;-65;1614;1;Pascucci et al. (2024);Experiment 1;Orientation;1
3;116;115.5;-0.5;3.20905926463274;1;-28;1615;1;Pascucci et al. (2024);Experiment 1;Orientation;1
3;58;63;5;1.65202784999019;1;58;1616;1;Pascucci et al. (2024);Experiment 1;Orientation;1
3;135;NaN;NaN;2.00872727331443;1;-77;1617;1;Pascucci et al. (2024);Experiment 1;Orientation;1
3;171;163.5;-7.5;4.62521264024326;1;-36;1618;1;Pascucci et al. (2024);Experiment 1;Orientation;1
