obs;theta;resp;error;rt;block;delta;trial;study;experiment;stimulus;expnum
3;75;71;-4;2.06814420002047;7;-29;140;Houborg et al. (2023);Experiment 1;Orientation;1
3;89;99;10;1.44933889998356;8;-14;141;Houborg et al. (2023);Experiment 1;Orientation;1
3;146;141;-5;1.26832759997342;8;-57;142;Houborg et al. (2023);Experiment 1;Orientation;1
3;64;60;-4;1.19939379999414;8;82;143;Houborg et al. (2023);Experiment 1;Orientation;1
3;139;139;0;1.18316559999948;8;-75;144;Houborg et al. (2023);Experiment 1;Orientation;1
3;83;82;-1;1.91709920001449;8;56;145;Houborg et al. (2023);Experiment 1;Orientation;1
3;179;178;-1;1.5507070000167;8;84;146;Houborg et al. (2023);Experiment 1;Orientation;1
3;85;89;4;1.59982090000995;8;-86;147;Houborg et al. (2023);Experiment 1;Orientation;1
3;80;83;3;1.317923399969;8;5;148;Houborg et al. (2023);Experiment 1;Orientation;1
3;87;94;7;1.8510910999612;8;-7;149;Houborg et al. (2023);Experiment 1;Orientation;1
3;130;133;3;1.05042310000863;8;-43;150;Houborg et al. (2023);Experiment 1;Orientation;1
3;64;74;10;1.18467570003122;8;66;151;Houborg et al. (2023);Experiment 1;Orientation;1
3;17;24;7;1.24935339996591;8;47;152;Houborg et al. (2023);Experiment 1;Orientation;1
3;117;140;23;1.3170823000255;8;80;153;Houborg et al. (2023);Experiment 1;Orientation;1
3;45;29;-16;0.633903299982194;8;72;154;Houborg et al. (2023);Experiment 1;Orientation;1
3;135;146;11;1.13490030000685;8;-90;155;Houborg et al. (2023);Experiment 1;Orientation;1
3;174;169;-5;0.651381100004073;8;-39;156;Houborg et al. (2023);Experiment 1;Orientation;1
3;113;116;3;1.96757139998954;8;61;157;Houborg et al. (2023);Experiment 1;Orientation;1
3;115;109;-6;1.51658180000959;8;-2;158;Houborg et al. (2023);Experiment 1;Orientation;1
3;162;155;-7;1.30169160000514;8;-47;159;Houborg et al. (2023);Experiment 1;Orientation;1
3;26;49;23;1.79887920001056;8;-44;160;Houborg et al. (2023);Experiment 1;Orientation;1
3;25;17;-8;1.7332467000233;9;1;161;Houborg et al. (2023);Experiment 1;Orientation;1
3;40;26;-14;1.40165220003109;9;-15;162;Houborg et al. (2023);Experiment 1;Orientation;1
3;128;127;-1;0.834597300039604;9;-88;163;Houborg et al. (2023);Experiment 1;Orientation;1
3;91;96;5;1.23499189998256;9;37;164;Houborg et al. (2023);Experiment 1;Orientation;1
3;144;134;-10;1.03253749996657;9;-53;165;Houborg et al. (2023);Experiment 1;Orientation;1
3;153;139;-14;1.50065870000981;9;-9;166;Houborg et al. (2023);Experiment 1;Orientation;1
3;54;54;0;1.34971059998497;9;-81;167;Houborg et al. (2023);Experiment 1;Orientation;1
3;90;84;-6;1.23413090000395;9;-36;168;Houborg et al. (2023);Experiment 1;Orientation;1
3;76;68;-8;1.59824219997972;9;14;169;Houborg et al. (2023);Experiment 1;Orientation;1
3;58;61;3;1.71538810001221;9;18;170;Houborg et al. (2023);Experiment 1;Orientation;1
3;89;92;3;1.23420079995412;9;-31;171;Houborg et al. (2023);Experiment 1;Orientation;1
3;11;24;13;1.58480680000503;9;78;172;Houborg et al. (2023);Experiment 1;Orientation;1
3;129;135;6;2.98432829999365;9;62;173;Houborg et al. (2023);Experiment 1;Orientation;1
3;101;101;0;1.31643659999827;9;28;174;Houborg et al. (2023);Experiment 1;Orientation;1
3;14;11;-3;1.3350220999564;9;87;175;Houborg et al. (2023);Experiment 1;Orientation;1
3;9;20;11;1.99932309996802;9;5;176;Houborg et al. (2023);Experiment 1;Orientation;1
3;104;118;14;1.26853280002251;9;85;177;Houborg et al. (2023);Experiment 1;Orientation;1
3;135;133;-2;1.70087180001428;9;-31;178;Houborg et al. (2023);Experiment 1;Orientation;1
3;28;36;8;1.03394949994981;9;-73;179;Houborg et al. (2023);Experiment 1;Orientation;1
3;88;90;2;2.15149959997507;9;-60;180;Houborg et al. (2023);Experiment 1;Orientation;1
3;136;119;-17;1.09897039999487;10;-48;181;Houborg et al. (2023);Experiment 1;Orientation;1
3;109;113;4;0.833482600050047;10;27;182;Houborg et al. (2023);Experiment 1;Orientation;1
3;108;115;7;1.03368489997229;10;1;183;Houborg et al. (2023);Experiment 1;Orientation;1
3;40;53;13;1.00058220000938;10;68;184;Houborg et al. (2023);Experiment 1;Orientation;1
3;49;61;12;0.932107399974484;10;-9;185;Houborg et al. (2023);Experiment 1;Orientation;1
3;150;148;-2;1.18315299996175;10;79;186;Houborg et al. (2023);Experiment 1;Orientation;1
3;148;139;-9;1.01682359998813;10;2;187;Houborg et al. (2023);Experiment 1;Orientation;1
3;12;25;13;1.23454069998115;10;-44;188;Houborg et al. (2023);Experiment 1;Orientation;1
3;22;32;10;1.18437529995572;10;-10;189;Houborg et al. (2023);Experiment 1;Orientation;1
3;128;138;10;0.95037079998292;10;74;190;Houborg et al. (2023);Experiment 1;Orientation;1
3;175;168;-7;0.783825499995146;10;-47;191;Houborg et al. (2023);Experiment 1;Orientation;1
3;86;77;-9;2.016081400041;10;89;192;Houborg et al. (2023);Experiment 1;Orientation;1
3;72;76;4;1.11847050004872;10;14;193;Houborg et al. (2023);Experiment 1;Orientation;1
3;7;19;12;1.03442489996087;10;65;194;Houborg et al. (2023);Experiment 1;Orientation;1
3;43;27;-16;1.03400250000414;10;-36;195;Houborg et al. (2023);Experiment 1;Orientation;1
3;126;126;0;1.70024789997842;10;-83;196;Houborg et al. (2023);Experiment 1;Orientation;1
3;87;77;-10;2.33305300003849;10;39;197;Houborg et al. (2023);Experiment 1;Orientation;1
3;152;152;0;1.10083220002707;10;-65;198;Houborg et al. (2023);Experiment 1;Orientation;1
3;147;151;4;0.834449400019366;10;5;199;Houborg et al. (2023);Experiment 1;Orientation;1
3;35;47;12;1.08431120001478;10;-68;200;Houborg et al. (2023);Experiment 1;Orientation;1
4;169;162;-7;1.42788049999996;1;NaN;1;Houborg et al. (2023);Experiment 1;Orientation;1
4;50;41;-9;1.89584660000003;1;-61;2;Houborg et al. (2023);Experiment 1;Orientation;1
4;25;30;5;2.0787765;1;25;3;Houborg et al. (2023);Experiment 1;Orientation;1
4;157;158;1;2.47957079999998;1;48;4;Houborg et al. (2023);Experiment 1;Orientation;1
4;166;147;-19;2.07774330000001;1;-9;5;Houborg et al. (2023);Experiment 1;Orientation;1
4;167;157;-10;1.89515990000001;1;-1;6;Houborg et al. (2023);Experiment 1;Orientation;1
4;151;145;-6;1.0613042;1;16;7;Houborg et al. (2023);Experiment 1;Orientation;1
4;10;7;-3;1.71247959999994;1;-39;8;Houborg et al. (2023);Experiment 1;Orientation;1
4;173;170;-3;1.51157620000004;1;17;9;Houborg et al. (2023);Experiment 1;Orientation;1
4;159;153;-6;1.92914489999998;1;14;10;Houborg et al. (2023);Experiment 1;Orientation;1
4;86;80;-6;2.1293422;1;73;11;Houborg et al. (2023);Experiment 1;Orientation;1
4;101;114;13;3.43031810000002;1;-15;12;Houborg et al. (2023);Experiment 1;Orientation;1
4;119;121;2;2.52929270000004;1;-18;13;Houborg et al. (2023);Experiment 1;Orientation;1
4;130;131;1;2.27867300000003;1;-11;14;Houborg et al. (2023);Experiment 1;Orientation;1
4;87;83;-4;4.43034119999993;1;43;15;Houborg et al. (2023);Experiment 1;Orientation;1
4;112;120;8;2.0614693;1;-25;16;Houborg et al. (2023);Experiment 1;Orientation;1
4;80;83;3;2.9119968;1;32;17;Houborg et al. (2023);Experiment 1;Orientation;1
4;61;42;-19;3.14517649999993;1;19;18;Houborg et al. (2023);Experiment 1;Orientation;1
4;55;48;-7;2.47767240000007;1;6;19;Houborg et al. (2023);Experiment 1;Orientation;1
4;30;33;3;2.51183939999999;1;25;20;Houborg et al. (2023);Experiment 1;Orientation;1
4;132;138;6;1.71168;2;78;21;Houborg et al. (2023);Experiment 1;Orientation;1
4;162;153;-9;2.24519640000005;2;-30;22;Houborg et al. (2023);Experiment 1;Orientation;1
4;89;143;54;1.79637819999994;2;73;23;Houborg et al. (2023);Experiment 1;Orientation;1
4;124;138;14;3.41270240000006;2;-35;24;Houborg et al. (2023);Experiment 1;Orientation;1
4;86;73;-13;2.74635019999994;2;38;25;Houborg et al. (2023);Experiment 1;Orientation;1
4;53;44;-9;1.76247269999999;2;33;26;Houborg et al. (2023);Experiment 1;Orientation;1
4;100;105;5;1.56162340000003;2;-47;27;Houborg et al. (2023);Experiment 1;Orientation;1
4;61;60;-1;3.74750740000002;2;39;28;Houborg et al. (2023);Experiment 1;Orientation;1
4;108;119;11;1.81121259999998;2;-47;29;Houborg et al. (2023);Experiment 1;Orientation;1
4;42;42;0;1.59529049999992;2;66;30;Houborg et al. (2023);Experiment 1;Orientation;1
4;69;64;-5;2.87940079999998;2;-27;31;Houborg et al. (2023);Experiment 1;Orientation;1
4;122;125;3;2.31236279999996;2;-53;32;Houborg et al. (2023);Experiment 1;Orientation;1
4;95;121;26;1.44535059999998;2;27;33;Houborg et al. (2023);Experiment 1;Orientation;1
4;171;176;5;2.16258660000005;2;-76;34;Houborg et al. (2023);Experiment 1;Orientation;1
4;24;18;-6;1.61198990000003;2;-33;35;Houborg et al. (2023);Experiment 1;Orientation;1
4;4;5;1;2.32854369999995;2;20;36;Houborg et al. (2023);Experiment 1;Orientation;1
4;177;179;2;3.32940799999994;2;7;37;Houborg et al. (2023);Experiment 1;Orientation;1
4;115;123;8;2.47921819999999;2;62;38;Houborg et al. (2023);Experiment 1;Orientation;1
4;90;85;-5;2.44633769999996;2;25;39;Houborg et al. (2023);Experiment 1;Orientation;1
4;23;21;-2;1.67949659999999;2;67;40;Houborg et al. (2023);Experiment 1;Orientation;1
4;177;3;6;1.54442139999992;3;26;41;Houborg et al. (2023);Experiment 1;Orientation;1
4;164;164;0;2.97965160000001;3;13;42;Houborg et al. (2023);Experiment 1;Orientation;1
4;37;43;6;3.78057949999993;3;-53;43;Houborg et al. (2023);Experiment 1;Orientation;1
4;85;90;5;2.19640770000001;3;-48;44;Houborg et al. (2023);Experiment 1;Orientation;1
4;103;112;9;1.62839210000004;3;-18;45;Houborg et al. (2023);Experiment 1;Orientation;1
4;171;170;-1;1.39498760000004;3;-68;46;Houborg et al. (2023);Experiment 1;Orientation;1
4;14;9;-5;1.64499580000006;3;-23;47;Houborg et al. (2023);Experiment 1;Orientation;1
4;57;61;4;2.42906600000003;3;-43;48;Houborg et al. (2023);Experiment 1;Orientation;1
4;180;7;7;4.26427150000006;3;57;49;Houborg et al. (2023);Experiment 1;Orientation;1
4;8;178;-10;2.1791326;3;-8;50;Houborg et al. (2023);Experiment 1;Orientation;1
4;157;152;-5;1.5444569;3;31;51;Houborg et al. (2023);Experiment 1;Orientation;1
4;103;102;-1;2.47917010000003;3;54;52;Houborg et al. (2023);Experiment 1;Orientation;1
4;46;41;-5;3.32948170000009;3;57;53;Houborg et al. (2023);Experiment 1;Orientation;1
4;3;8;5;4.01381250000009;3;43;54;Houborg et al. (2023);Experiment 1;Orientation;1
4;46;53;7;2.62900979999995;3;-43;55;Houborg et al. (2023);Experiment 1;Orientation;1
4;164;171;7;2.42960679999987;3;62;56;Houborg et al. (2023);Experiment 1;Orientation;1
4;126;143;17;3.49747670000011;3;38;57;Houborg et al. (2023);Experiment 1;Orientation;1
4;126;122;-4;2.02849620000006;3;0;58;Houborg et al. (2023);Experiment 1;Orientation;1
4;51;43;-8;2.89606170000002;3;75;59;Houborg et al. (2023);Experiment 1;Orientation;1
4;13;7;-6;2.11248139999998;3;38;60;Houborg et al. (2023);Experiment 1;Orientation;1
4;49;55;6;2.84615829999984;4;-36;61;Houborg et al. (2023);Experiment 1;Orientation;1
4;52;62;10;1.67852859999994;4;-3;62;Houborg et al. (2023);Experiment 1;Orientation;1
4;150;148;-2;2.24575500000014;4;82;63;Houborg et al. (2023);Experiment 1;Orientation;1
4;150;153;3;3.06293099999994;4;0;64;Houborg et al. (2023);Experiment 1;Orientation;1
4;102;105;3;1.97895489999996;4;48;65;Houborg et al. (2023);Experiment 1;Orientation;1
4;56;65;9;2.27866229999995;4;46;66;Houborg et al. (2023);Experiment 1;Orientation;1
4;154;144;-10;3.12947910000003;4;82;67;Houborg et al. (2023);Experiment 1;Orientation;1
4;175;165;-10;4.89746849999983;4;-21;68;Houborg et al. (2023);Experiment 1;Orientation;1
4;140;150;10;2.98044770000001;4;35;69;Houborg et al. (2023);Experiment 1;Orientation;1
4;123;133;10;1.99582759999998;4;17;70;Houborg et al. (2023);Experiment 1;Orientation;1
4;102;108;6;1.91228460000002;4;21;71;Houborg et al. (2023);Experiment 1;Orientation;1
4;16;18;2;1.36151820000009;4;86;72;Houborg et al. (2023);Experiment 1;Orientation;1
4;34;35;1;2.36238930000013;4;-18;73;Houborg et al. (2023);Experiment 1;Orientation;1
4;98;106;8;2.56327109999984;4;-64;74;Houborg et al. (2023);Experiment 1;Orientation;1
4;178;176;-2;2.24638800000002;4;-80;75;Houborg et al. (2023);Experiment 1;Orientation;1
4;158;159;1;1.94534109999995;4;20;76;Houborg et al. (2023);Experiment 1;Orientation;1
4;64;52;-12;1.99485600000003;4;-86;77;Houborg et al. (2023);Experiment 1;Orientation;1
4;172;165;-7;2.39584519999994;4;72;78;Houborg et al. (2023);Experiment 1;Orientation;1
4;137;146;9;1.84477459999994;4;35;79;Houborg et al. (2023);Experiment 1;Orientation;1
4;41;42;1;1.72925910000004;4;-84;80;Houborg et al. (2023);Experiment 1;Orientation;1
4;22;17;-5;1.62825970000017;5;19;81;Houborg et al. (2023);Experiment 1;Orientation;1
4;41;36;-5;1.97903420000011;5;-19;82;Houborg et al. (2023);Experiment 1;Orientation;1
4;123;126;3;1.79493019999995;5;-82;83;Houborg et al. (2023);Experiment 1;Orientation;1
4;160;161;1;1.6436948999999;5;-37;84;Houborg et al. (2023);Experiment 1;Orientation;1
4;124;129;5;1.5449322999998;5;36;85;Houborg et al. (2023);Experiment 1;Orientation;1
4;163;174;11;1.82909919999997;5;-39;86;Houborg et al. (2023);Experiment 1;Orientation;1
4;171;174;3;1.8288371000001;5;-8;87;Houborg et al. (2023);Experiment 1;Orientation;1
4;171;170;-1;2.84565640000005;5;0;88;Houborg et al. (2023);Experiment 1;Orientation;1
4;167;169;2;2.22833680000008;5;4;89;Houborg et al. (2023);Experiment 1;Orientation;1
4;127;129;2;1.77873260000001;5;40;90;Houborg et al. (2023);Experiment 1;Orientation;1
4;120;123;3;1.21175079999989;5;7;91;Houborg et al. (2023);Experiment 1;Orientation;1
4;56;61;5;1.89533940000001;5;64;92;Houborg et al. (2023);Experiment 1;Orientation;1
4;134;141;7;0.960873600000014;5;-78;93;Houborg et al. (2023);Experiment 1;Orientation;1
4;81;73;-8;1.09513259999994;5;53;94;Houborg et al. (2023);Experiment 1;Orientation;1
4;78;72;-6;2.19624899999985;5;3;95;Houborg et al. (2023);Experiment 1;Orientation;1
4;64;66;2;1.52869149999992;5;14;96;Houborg et al. (2023);Experiment 1;Orientation;1
4;97;105;8;1.51095269999996;5;-33;97;Houborg et al. (2023);Experiment 1;Orientation;1
4;97;104;7;1.99575729999992;5;0;98;Houborg et al. (2023);Experiment 1;Orientation;1
4;99;98;-1;2.46262260000003;5;-2;99;Houborg et al. (2023);Experiment 1;Orientation;1
4;107;113;6;1.57807470000012;5;-8;100;Houborg et al. (2023);Experiment 1;Orientation;1
4;137;139;2;1.64502679999987;6;-30;101;Houborg et al. (2023);Experiment 1;Orientation;1
4;41;37;-4;1.9121176000001;6;-84;102;Houborg et al. (2023);Experiment 1;Orientation;1
4;27;32;5;1.42857719999984;6;14;103;Houborg et al. (2023);Experiment 1;Orientation;1
4;10;8;-2;1.92980130000001;6;17;104;Houborg et al. (2023);Experiment 1;Orientation;1
4;33;31;-2;1.44468410000013;6;-23;105;Houborg et al. (2023);Experiment 1;Orientation;1
4;119;127;8;2.09608979999985;6;-86;106;Houborg et al. (2023);Experiment 1;Orientation;1
4;42;38;-4;4.4479116;6;77;107;Houborg et al. (2023);Experiment 1;Orientation;1
4;164;161;-3;2.82955690000017;6;58;108;Houborg et al. (2023);Experiment 1;Orientation;1
4;172;168;-4;1.47753599999987;6;-8;109;Houborg et al. (2023);Experiment 1;Orientation;1
4;109;107;-2;2.62940260000005;6;63;110;Houborg et al. (2023);Experiment 1;Orientation;1
4;127;123;-4;1.67838559999996;6;-18;111;Houborg et al. (2023);Experiment 1;Orientation;1
4;135;131;-4;1.94452549999983;6;-8;112;Houborg et al. (2023);Experiment 1;Orientation;1
4;63;74;11;2.04350109999996;6;72;113;Houborg et al. (2023);Experiment 1;Orientation;1
4;37;32;-5;2.14552700000013;6;26;114;Houborg et al. (2023);Experiment 1;Orientation;1
4;161;171;10;3.5129379;6;56;115;Houborg et al. (2023);Experiment 1;Orientation;1
4;89;93;4;3.49654869999995;6;72;116;Houborg et al. (2023);Experiment 1;Orientation;1
4;9;17;8;2.11253110000007;6;80;117;Houborg et al. (2023);Experiment 1;Orientation;1
4;57;65;8;2.69567480000001;6;-48;118;Houborg et al. (2023);Experiment 1;Orientation;1
4;24;47;23;1.89479340000003;6;33;119;Houborg et al. (2023);Experiment 1;Orientation;1
4;107;120;13;2.27861609999991;6;-83;120;Houborg et al. (2023);Experiment 1;Orientation;1
4;90;83;-7;2.46226840000008;7;17;121;Houborg et al. (2023);Experiment 1;Orientation;1
4;109;117;8;1.59494240000004;7;-19;122;Houborg et al. (2023);Experiment 1;Orientation;1
4;118;122;4;1.8791005999999;7;-9;123;Houborg et al. (2023);Experiment 1;Orientation;1
4;80;85;5;2.36215730000004;7;38;124;Houborg et al. (2023);Experiment 1;Orientation;1
4;73;73;0;4.41429559999983;7;7;125;Houborg et al. (2023);Experiment 1;Orientation;1
4;95;100;5;1.66235200000006;7;-22;126;Houborg et al. (2023);Experiment 1;Orientation;1
4;153;129;-24;2.47871480000003;7;-58;127;Houborg et al. (2023);Experiment 1;Orientation;1
4;3;11;8;1.97890800000005;7;-30;128;Houborg et al. (2023);Experiment 1;Orientation;1
4;137;136;-1;2.62915480000015;7;46;129;Houborg et al. (2023);Experiment 1;Orientation;1
4;153;146;-7;2.11233719999996;7;-16;130;Houborg et al. (2023);Experiment 1;Orientation;1
4;71;65;-6;2.61272899999994;7;82;131;Houborg et al. (2023);Experiment 1;Orientation;1
4;129;136;7;1.84489680000001;7;-58;132;Houborg et al. (2023);Experiment 1;Orientation;1
4;14;23;9;3.37995999999998;7;-65;133;Houborg et al. (2023);Experiment 1;Orientation;1
4;93;98;5;1.92933679999987;7;-79;134;Houborg et al. (2023);Experiment 1;Orientation;1
4;180;8;8;2.86306930000001;7;-87;135;Houborg et al. (2023);Experiment 1;Orientation;1
4;22;31;9;2.44557150000014;7;-22;136;Houborg et al. (2023);Experiment 1;Orientation;1
4;164;167;3;1.99545669999998;7;38;137;Houborg et al. (2023);Experiment 1;Orientation;1
4;22;39;17;1.51213540000003;7;-38;138;Houborg et al. (2023);Experiment 1;Orientation;1
4;20;19;-1;3.17974580000009;7;2;139;Houborg et al. (2023);Experiment 1;Orientation;1
4;24;20;-4;1.96215000000007;7;-4;140;Houborg et al. (2023);Experiment 1;Orientation;1
4;120;121;1;1.72843239999997;8;84;141;Houborg et al. (2023);Experiment 1;Orientation;1
4;45;41;-4;1.72809779999989;8;75;142;Houborg et al. (2023);Experiment 1;Orientation;1
4;134;137;3;1.46221719999994;8;-89;143;Houborg et al. (2023);Experiment 1;Orientation;1
4;40;42;2;2.14576000000011;8;-86;144;Houborg et al. (2023);Experiment 1;Orientation;1
4;173;172;-1;1.31116229999998;8;47;145;Houborg et al. (2023);Experiment 1;Orientation;1
4;86;82;-4;2.67937940000002;8;87;146;Houborg et al. (2023);Experiment 1;Orientation;1
4;130;136;6;1.79521839999984;8;-44;147;Houborg et al. (2023);Experiment 1;Orientation;1
4;141;144;3;1.66238750000002;8;-11;148;Houborg et al. (2023);Experiment 1;Orientation;1
4;46;50;4;1.84485059999997;8;-85;149;Houborg et al. (2023);Experiment 1;Orientation;1
4;33;27;-6;1.44454040000005;8;13;150;Houborg et al. (2023);Experiment 1;Orientation;1
4;71;71;0;1.96108909999998;8;-38;151;Houborg et al. (2023);Experiment 1;Orientation;1
4;20;15;-5;1.94576289999986;8;51;152;Houborg et al. (2023);Experiment 1;Orientation;1
4;86;77;-9;1.9455038000001;8;-66;153;Houborg et al. (2023);Experiment 1;Orientation;1
4;17;21;4;1.47818300000017;8;69;154;Houborg et al. (2023);Experiment 1;Orientation;1
4;96;105;9;2.21223320000036;8;-79;155;Houborg et al. (2023);Experiment 1;Orientation;1
4;38;19;-19;1.67885859999978;8;58;156;Houborg et al. (2023);Experiment 1;Orientation;1
4;113;124;11;1.9458995;8;-75;157;Houborg et al. (2023);Experiment 1;Orientation;1
4;141;143;2;2.76241889999983;8;-28;158;Houborg et al. (2023);Experiment 1;Orientation;1
4;6;17;11;2.64583060000041;8;-45;159;Houborg et al. (2023);Experiment 1;Orientation;1
4;106;112;6;2.19541750000008;8;80;160;Houborg et al. (2023);Experiment 1;Orientation;1
4;68;58;-10;1.57850540000027;9;38;161;Houborg et al. (2023);Experiment 1;Orientation;1
4;168;172;4;1.26098060000004;9;80;162;Houborg et al. (2023);Experiment 1;Orientation;1
4;11;15;4;1.59534739999981;9;-23;163;Houborg et al. (2023);Experiment 1;Orientation;1
4;125;125;0;2.49599940000007;9;66;164;Houborg et al. (2023);Experiment 1;Orientation;1
4;76;58;-18;2.59594440000001;9;49;165;Houborg et al. (2023);Experiment 1;Orientation;1
4;90;83;-7;3.09644539999999;9;-14;166;Houborg et al. (2023);Experiment 1;Orientation;1
4;169;169;0;2.2291922999998;9;-79;167;Houborg et al. (2023);Experiment 1;Orientation;1
4;44;36;-8;1.27791969999998;9;-55;168;Houborg et al. (2023);Experiment 1;Orientation;1
4;93;90;-3;1.96233619999975;9;-49;169;Houborg et al. (2023);Experiment 1;Orientation;1
4;5;11;6;1.12824169999976;9;88;170;Houborg et al. (2023);Experiment 1;Orientation;1
4;146;145;-1;1.37843770000018;9;39;171;Houborg et al. (2023);Experiment 1;Orientation;1
4;130;135;5;1.36148570000023;9;16;172;Houborg et al. (2023);Experiment 1;Orientation;1
4;145;146;1;1.06075620000001;9;-15;173;Houborg et al. (2023);Experiment 1;Orientation;1
4;175;173;-2;1.69532429999981;9;-30;174;Houborg et al. (2023);Experiment 1;Orientation;1
4;111;117;6;1.9788523000002;9;64;175;Houborg et al. (2023);Experiment 1;Orientation;1
4;30;23;-7;1.7616895000001;9;81;176;Houborg et al. (2023);Experiment 1;Orientation;1
4;116;106;-10;2.89700620000031;9;-86;177;Houborg et al. (2023);Experiment 1;Orientation;1
4;155;160;5;1.3779485;9;-39;178;Houborg et al. (2023);Experiment 1;Orientation;1
4;168;157;-11;1.04430620000039;9;-13;179;Houborg et al. (2023);Experiment 1;Orientation;1
4;105;115;10;1.57797279999977;9;63;180;Houborg et al. (2023);Experiment 1;Orientation;1
4;11;9;-2;2.29538950000006;10;-86;181;Houborg et al. (2023);Experiment 1;Orientation;1
4;29;35;6;2.24505330000011;10;-18;182;Houborg et al. (2023);Experiment 1;Orientation;1
4;103;109;6;1.54578119999996;10;-74;183;Houborg et al. (2023);Experiment 1;Orientation;1
4;15;21;6;2.22774560000016;10;88;184;Houborg et al. (2023);Experiment 1;Orientation;1
4;115;117;2;2.06183279999959;10;80;185;Houborg et al. (2023);Experiment 1;Orientation;1
4;6;9;3;1.2102745000002;10;-71;186;Houborg et al. (2023);Experiment 1;Orientation;1
4;20;22;2;1.46180679999998;10;-14;187;Houborg et al. (2023);Experiment 1;Orientation;1
4;130;120;-10;0.977897700000085;10;70;188;Houborg et al. (2023);Experiment 1;Orientation;1
4;100;99;-1;1.44580749999977;10;30;189;Houborg et al. (2023);Experiment 1;Orientation;1
4;70;63;-7;1.36146360000021;10;30;190;Houborg et al. (2023);Experiment 1;Orientation;1
4;87;79;-8;0.995317299999897;10;-17;191;Houborg et al. (2023);Experiment 1;Orientation;1
4;33;23;-10;1.44516799999974;10;54;192;Houborg et al. (2023);Experiment 1;Orientation;1
4;77;72;-5;1.74500330000001;10;-44;193;Houborg et al. (2023);Experiment 1;Orientation;1
4;76;77;1;1.3780999999999;10;1;194;Houborg et al. (2023);Experiment 1;Orientation;1
4;22;29;7;1.52720980000004;10;54;195;Houborg et al. (2023);Experiment 1;Orientation;1
4;26;27;1;1.14526880000039;10;-4;196;Houborg et al. (2023);Experiment 1;Orientation;1
4;95;110;15;1.36089749999974;10;-69;197;Houborg et al. (2023);Experiment 1;Orientation;1
4;60;58;-2;2.11245809999991;10;35;198;Houborg et al. (2023);Experiment 1;Orientation;1
4;11;17;6;1.3282677000002;10;49;199;Houborg et al. (2023);Experiment 1;Orientation;1
4;129;142;13;2.02904350000017;10;62;200;Houborg et al. (2023);Experiment 1;Orientation;1
5;33;14;-19;3.01213250029832;1;NaN;1;Houborg et al. (2023);Experiment 1;Orientation;1
5;9;10;1;8.6335629997775;1;24;2;Houborg et al. (2023);Experiment 1;Orientation;1
5;131;137;6;3.47913230024278;1;58;3;Houborg et al. (2023);Experiment 1;Orientation;1
5;63;56;-7;4.91362220002338;1;68;4;Houborg et al. (2023);Experiment 1;Orientation;1
5;119;132;13;6.01482339994982;1;-56;5;Houborg et al. (2023);Experiment 1;Orientation;1
5;70;57;-13;3.61270940024406;1;49;6;Houborg et al. (2023);Experiment 1;Orientation;1
5;113;106;-7;2.06231089960784;1;-43;7;Houborg et al. (2023);Experiment 1;Orientation;1
5;4;12;8;2.29481879994273;1;-71;8;Houborg et al. (2023);Experiment 1;Orientation;1
5;164;156;-8;1.82776900008321;1;20;9;Houborg et al. (2023);Experiment 1;Orientation;1
5;145;156;11;3.12895120028406;1;19;10;Houborg et al. (2023);Experiment 1;Orientation;1
5;135;135;0;3.69612949993461;1;10;11;Houborg et al. (2023);Experiment 1;Orientation;1
5;147;146;-1;3.76296949991956;1;-12;12;Houborg et al. (2023);Experiment 1;Orientation;1
5;69;65;-4;2.34491450013593;1;78;13;Houborg et al. (2023);Experiment 1;Orientation;1
5;112;117;5;2.29489579983056;1;-43;14;Houborg et al. (2023);Experiment 1;Orientation;1
5;104;113;9;2.42837859969586;1;8;15;Houborg et al. (2023);Experiment 1;Orientation;1
5;96;103;7;2.89547730004415;1;8;16;Houborg et al. (2023);Experiment 1;Orientation;1
5;50;66;16;1.99457510001957;1;46;17;Houborg et al. (2023);Experiment 1;Orientation;1
5;45;54;9;2.24472540011629;1;5;18;Houborg et al. (2023);Experiment 1;Orientation;1
5;82;77;-5;2.37835470028222;1;-37;19;Houborg et al. (2023);Experiment 1;Orientation;1
5;41;39;-2;1.4275068002753;1;41;20;Houborg et al. (2023);Experiment 1;Orientation;1
5;145;143;-2;1.82782229967415;2;76;21;Houborg et al. (2023);Experiment 1;Orientation;1
5;178;167;-11;4.41329799965024;2;-33;22;Houborg et al. (2023);Experiment 1;Orientation;1
5;6;19;13;12.3698062999174;2;-8;23;Houborg et al. (2023);Experiment 1;Orientation;1
5;97;105;8;2.2450939998962;2;89;24;Houborg et al. (2023);Experiment 1;Orientation;1
5;16;16;0;2.17812830023468;2;81;25;Houborg et al. (2023);Experiment 1;Orientation;1
5;145;147;2;3.99626229982823;2;51;26;Houborg et al. (2023);Experiment 1;Orientation;1
5;179;174;-5;6.93198500014842;2;-34;27;Houborg et al. (2023);Experiment 1;Orientation;1
5;13;16;3;2.74525619996712;2;-14;28;Houborg et al. (2023);Experiment 1;Orientation;1
5;170;163;-7;2.37833720026538;2;23;29;Houborg et al. (2023);Experiment 1;Orientation;1
5;4;12;8;3.02895959978923;2;-14;30;Houborg et al. (2023);Experiment 1;Orientation;1
5;124;130;6;2.71187000023201;2;60;31;Houborg et al. (2023);Experiment 1;Orientation;1
