obs;theta;delta;trial;block;rt;error;resp;study;experiment;stimulus;expnum
2;65;67;38;11;0.522175761016115;-8.178511659393;56.821488340607;Sadil et al. (2022);Experiment 1;Orientation;1
2;68;-3;39;11;0.609566669150809;-14.317476118732;53.682523881268;Sadil et al. (2022);Experiment 1;Orientation;1
2;55;13;40;11;0.696786429129133;-15.013113755036;39.986886244964;Sadil et al. (2022);Experiment 1;Orientation;1
2;176;59;41;11;0.854007296889904;-1.26769712804423;174.732302871956;Sadil et al. (2022);Experiment 1;Orientation;1
2;114;62;42;11;0.746876395107392;-5.4242755893189;108.575724410681;Sadil et al. (2022);Experiment 1;Orientation;1
2;23;-89;43;11;0.735995054510568;6.41907615174799;29.419076151748;Sadil et al. (2022);Experiment 1;Orientation;1
2;25;-2;44;11;0.717286175724439;-4.5277204802581;20.4722795197419;Sadil et al. (2022);Experiment 1;Orientation;1
2;72;-47;45;11;0.928308841837861;9.6848742432081;81.6848742432081;Sadil et al. (2022);Experiment 1;Orientation;1
2;88;-16;46;11;0.767516501309728;2.4476141708605;90.4476141708605;Sadil et al. (2022);Experiment 1;Orientation;1
2;52;36;47;11;1.11074402965824;-4.273689006094;47.726310993906;Sadil et al. (2022);Experiment 1;Orientation;1
2;8;44;48;11;1.0775980336366;10.5525991288479;18.5525991288479;Sadil et al. (2022);Experiment 1;Orientation;1
2;32;-24;49;11;0.644205608408811;6.0616141946638;38.0616141946638;Sadil et al. (2022);Experiment 1;Orientation;1
2;119;-87;50;11;1.0013616390861;-19.0125784249865;99.9874215750135;Sadil et al. (2022);Experiment 1;Orientation;1
2;49;70;51;11;0.842454644982354;-9.26239539959499;39.737604600405;Sadil et al. (2022);Experiment 1;Orientation;1
2;78;-29;52;11;1.00754078201135;-3.407703640642;74.592296359358;Sadil et al. (2022);Experiment 1;Orientation;1
2;91;-13;53;11;0.654463631617546;-8.54492903875681;82.4550709612432;Sadil et al. (2022);Experiment 1;Orientation;1
2;20;71;54;11;0.859871008011396;-7.95296950879501;12.047030491205;Sadil et al. (2022);Experiment 1;Orientation;1
2;1;19;55;11;1.02693576268939;-1;0;Sadil et al. (2022);Experiment 1;Orientation;1
2;173;8;56;11;0.861938671005191;7.89517371021108;0.895173710211074;Sadil et al. (2022);Experiment 1;Orientation;1
2;82;-89;57;11;0.777066387676314;-21.128821388543;60.871178611457;Sadil et al. (2022);Experiment 1;Orientation;1
2;38;44;58;11;0.694346586802567;-3.445622056525;34.554377943475;Sadil et al. (2022);Experiment 1;Orientation;1
2;21;17;59;11;0.555670694029686;-7.87959684702301;13.120403152977;Sadil et al. (2022);Experiment 1;Orientation;1
2;168;33;60;11;0.964966242761875;-1.63905205237199;166.360947947628;Sadil et al. (2022);Experiment 1;Orientation;1
2;148;20;61;11;1.02005753838239;-22.1026224882919;125.897377511708;Sadil et al. (2022);Experiment 1;Orientation;1
2;93;55;62;11;0.95306163537316;-16.94059117029;76.05940882971;Sadil et al. (2022);Experiment 1;Orientation;1
2;86;7;63;11;0.904120203358616;-0.2363947990589;85.7636052009411;Sadil et al. (2022);Experiment 1;Orientation;1
2;113;-27;64;11;0.677186493241607;6.18591581611;119.18591581611;Sadil et al. (2022);Experiment 1;Orientation;1
2;89;24;65;11;0.716434660793311;-46.689770323151;42.310229676849;Sadil et al. (2022);Experiment 1;Orientation;1
2;72;17;66;11;0.957236503516469;-15.465379346355;56.534620653645;Sadil et al. (2022);Experiment 1;Orientation;1
2;107;-35;67;11;0.906160699974862;9.0609957397599;116.06099573976;Sadil et al. (2022);Experiment 1;Orientation;1
2;26;81;68;11;0.939326014307881;-17.050541915791;8.949458084209;Sadil et al. (2022);Experiment 1;Orientation;1
2;5;21;69;11;1.1183491054253;4.34002617280532;9.34002617280532;Sadil et al. (2022);Experiment 1;Orientation;1
2;158;27;70;11;1.24100921272111;6.783673287977;164.783673287977;Sadil et al. (2022);Experiment 1;Orientation;1
2;40;-62;71;11;1.13769579032669;-7.05078488340999;32.94921511659;Sadil et al. (2022);Experiment 1;Orientation;1
2;105;-65;72;11;1.01079380449664;-20.132554439873;84.867445560127;Sadil et al. (2022);Experiment 1;Orientation;1
2;179;-74;73;11;1.02174879615268;-15.367845605987;163.632154394013;Sadil et al. (2022);Experiment 1;Orientation;1
2;29;-30;74;11;0.976745582971489;3.81634341401301;32.816343414013;Sadil et al. (2022);Experiment 1;Orientation;1
2;112;-83;75;11;0.89186665897796;6.61045966596521;118.610459665965;Sadil et al. (2022);Experiment 1;Orientation;1
2;123;-11;76;11;0.898953158830409;-3.1540680503126;119.845931949687;Sadil et al. (2022);Experiment 1;Orientation;1
2;102;21;77;11;0.742031121193577;10.9794034439843;112.979403443984;Sadil et al. (2022);Experiment 1;Orientation;1
2;130;-28;78;11;0.743238515642588;-5.2221686336361;124.777831366364;Sadil et al. (2022);Experiment 1;Orientation;1
2;140;-10;79;11;1.12622589718376;7.4704617216689;147.470461721669;Sadil et al. (2022);Experiment 1;Orientation;1
2;65;75;80;11;0.90532669226377;-8.476278296103;56.523721703897;Sadil et al. (2022);Experiment 1;Orientation;1
2;80;-15;81;11;0.674575502751395;0.154177632147395;80.1541776321474;Sadil et al. (2022);Experiment 1;Orientation;1
2;87;-7;82;11;0.665756391870673;-10.313632312143;76.686367687857;Sadil et al. (2022);Experiment 1;Orientation;1
2;135;-48;83;11;0.844934029475553;10.9633896463296;145.96338964633;Sadil et al. (2022);Experiment 1;Orientation;1
2;135;0;84;11;0.698153803336027;7.2142620392068;142.214262039207;Sadil et al. (2022);Experiment 1;Orientation;1
2;42;-87;85;11;0.795419085105095;1.293821705553;43.293821705553;Sadil et al. (2022);Experiment 1;Orientation;1
2;96;-54;86;11;0.63266382304937;3.8277240111631;99.8277240111631;Sadil et al. (2022);Experiment 1;Orientation;1
2;140;-44;87;11;0.722036367325927;8.61680894364099;148.616808943641;Sadil et al. (2022);Experiment 1;Orientation;1
2;2;-42;88;11;0.667109881043871;1.50353164478446;3.50353164478446;Sadil et al. (2022);Experiment 1;Orientation;1
2;120;62;89;11;0.598300169727736;-3.434948822922;116.565051177078;Sadil et al. (2022);Experiment 1;Orientation;1
2;135;-15;90;11;0.661673889400845;-13.753070586523;121.246929413477;Sadil et al. (2022);Experiment 1;Orientation;1
2;78;57;91;11;0.680938169633009;-21.416581395313;56.583418604687;Sadil et al. (2022);Experiment 1;Orientation;1
2;156;-78;92;11;0.738129426044907;11.1756018977648;167.175601897765;Sadil et al. (2022);Experiment 1;Orientation;1
2;16;-40;93;11;0.789389659086737;21.385288057969;37.385288057969;Sadil et al. (2022);Experiment 1;Orientation;1
2;88;-72;94;11;0.782585085838946;2;90;Sadil et al. (2022);Experiment 1;Orientation;1
2;87;1;95;11;0.577907881237479;-20.442920714962;66.557079285038;Sadil et al. (2022);Experiment 1;Orientation;1
2;57;30;96;11;0.847180084994761;-13.287328941525;43.712671058475;Sadil et al. (2022);Experiment 1;Orientation;1
2;90;-33;97;11;0.598389215068892;-11.768288932021;78.231711067979;Sadil et al. (2022);Experiment 1;Orientation;1
2;63;27;98;11;0.685508459460834;-15.273689006094;47.726310993906;Sadil et al. (2022);Experiment 1;Orientation;1
2;141;-78;99;11;1.27470004548741;7.84069549165559;148.840695491656;Sadil et al. (2022);Experiment 1;Orientation;1
2;90;51;100;11;0.677473853120318;3.11506475990549;93.1150647599055;Sadil et al. (2022);Experiment 1;Orientation;1
2;87;3;101;11;0.704607930347265;-4.39400864259829;82.6059913574017;Sadil et al. (2022);Experiment 1;Orientation;1
2;79;8;1;12;1.17940583515883;-2.57043438516099;76.429565614839;Sadil et al. (2022);Experiment 1;Orientation;1
2;140;-61;2;12;0.790288866104675;-8.65222278030632;131.347777219694;Sadil et al. (2022);Experiment 1;Orientation;1
2;130;10;3;12;0.647602008983085;-6.8070634215986;123.192936578401;Sadil et al. (2022);Experiment 1;Orientation;1
2;123;7;4;12;0.544904055910592;-5.6222972286683;117.377702771332;Sadil et al. (2022);Experiment 1;Orientation;1
2;86;37;5;12;0.534316112167289;0.967297383822995;86.967297383823;Sadil et al. (2022);Experiment 1;Orientation;1
2;158;-72;6;12;0.817750449074083;7.01836742760909;165.018367427609;Sadil et al. (2022);Experiment 1;Orientation;1
2;5;-27;7;12;0.654840338687791;32.3395246655337;37.3395246655337;Sadil et al. (2022);Experiment 1;Orientation;1
2;139;46;8;12;0.728122842723678;-17.2258022737146;121.774197726285;Sadil et al. (2022);Experiment 1;Orientation;1
2;61;78;9;12;0.669333297915728;-8.47617956136099;52.523820438639;Sadil et al. (2022);Experiment 1;Orientation;1
2;27;34;10;12;0.61464587573937;-6.44395478041699;20.556045219583;Sadil et al. (2022);Experiment 1;Orientation;1
2;116;-89;11;12;0.797662423985457;-11.854204505897;104.145795494103;Sadil et al. (2022);Experiment 1;Orientation;1
2;168;-52;12;12;0.704905854927347;13.8476102659946;1.8476102659946;Sadil et al. (2022);Experiment 1;Orientation;1
2;8;-20;13;12;0.626124574733694;25.3022847533142;33.3022847533142;Sadil et al. (2022);Experiment 1;Orientation;1
2;66;-58;14;12;0.567424377110001;-1.39930957077701;64.600690429223;Sadil et al. (2022);Experiment 1;Orientation;1
2;32;34;15;12;0.596706409058243;-4.860094070679;27.139905929321;Sadil et al. (2022);Experiment 1;Orientation;1
2;150;62;16;12;0.751967071937543;-7.99873244250472;142.001267557495;Sadil et al. (2022);Experiment 1;Orientation;1
2;159;-9;17;12;0.633361998890905;4.16833124175849;163.168331241758;Sadil et al. (2022);Experiment 1;Orientation;1
2;74;85;18;12;0.772436331826611;-9.880273670069;64.119726329931;Sadil et al. (2022);Experiment 1;Orientation;1
2;160;-86;19;12;1.32558025113394;-10.1065270411584;149.893472958842;Sadil et al. (2022);Experiment 1;Orientation;1
2;31;-51;20;12;0.862503731605102;4.676408221862;35.676408221862;Sadil et al. (2022);Experiment 1;Orientation;1
2;136;75;21;12;1.00751421933455;7.81522102322322;143.815221023223;Sadil et al. (2022);Experiment 1;Orientation;1
2;142;-6;22;12;1.0785539881872;-2.30508572074899;139.694914279251;Sadil et al. (2022);Experiment 1;Orientation;1
2;19;-57;23;12;1.17950695444233;25.518534194162;44.518534194162;Sadil et al. (2022);Experiment 1;Orientation;1
2;1;18;24;12;1.0484590779306;-11.7625372231425;169.237462776858;Sadil et al. (2022);Experiment 1;Orientation;1
2;90;-89;25;12;0.973541158113221;-17.993087817974;72.006912182026;Sadil et al. (2022);Experiment 1;Orientation;1
2;46;44;26;12;0.834554964974814;5.274334557082;51.274334557082;Sadil et al. (2022);Experiment 1;Orientation;1
2;137;89;27;12;1.10173565970035;1.11084065349081;138.110840653491;Sadil et al. (2022);Experiment 1;Orientation;1
2;95;42;28;12;0.806596539183374;-12.1842673924269;82.8157326075731;Sadil et al. (2022);Experiment 1;Orientation;1
2;138;-43;29;12;0.839703898585867;9.72435568542241;147.724355685422;Sadil et al. (2022);Experiment 1;Orientation;1
2;101;37;30;12;0.770961801357771;-4.2901631922431;96.7098368077569;Sadil et al. (2022);Experiment 1;Orientation;1
2;146;-45;31;12;1.00232695094383;0.309932474020201;146.30993247402;Sadil et al. (2022);Experiment 1;Orientation;1
2;89;57;32;12;0.889150927021547;0.260740644592104;89.2607406445921;Sadil et al. (2022);Experiment 1;Orientation;1
2;34;55;33;12;0.940260235762253;-13.863696571752;20.136303428248;Sadil et al. (2022);Experiment 1;Orientation;1
2;50;-16;34;12;0.89530350727;-15.713123022791;34.286876977209;Sadil et al. (2022);Experiment 1;Orientation;1
2;104;-54;35;12;1.02835958259311;11.7407083562328;115.740708356233;Sadil et al. (2022);Experiment 1;Orientation;1
2;74;30;36;12;0.993352388028143;14.6980473274211;88.6980473274211;Sadil et al. (2022);Experiment 1;Orientation;1
2;168;86;37;12;1.06444226375606;5.65980825409008;173.65980825409;Sadil et al. (2022);Experiment 1;Orientation;1
2;22;-34;38;12;0.933448418149055;-4.49283695154;17.50716304846;Sadil et al. (2022);Experiment 1;Orientation;1
2;172;30;39;12;1.15041267232664;-3.72511201516511;168.274887984835;Sadil et al. (2022);Experiment 1;Orientation;1
2;173;-1;40;12;0.967337263606169;0.78817797099083;173.788177970991;Sadil et al. (2022);Experiment 1;Orientation;1
2;136;37;41;12;0.972429449680931;-11.8524908602534;124.147509139747;Sadil et al. (2022);Experiment 1;Orientation;1
2;58;78;42;12;0.995582143721549;-3.72739822280001;54.2726017772;Sadil et al. (2022);Experiment 1;Orientation;1
2;50;8;43;12;0.920580309990328;-3.76802259735999;46.23197740264;Sadil et al. (2022);Experiment 1;Orientation;1
2;168;62;44;12;1.25771140193683;3.04752666584585;171.047526665846;Sadil et al. (2022);Experiment 1;Orientation;1
2;33;-45;45;12;0.73261012418152;22.4914770123316;55.4914770123316;Sadil et al. (2022);Experiment 1;Orientation;1
2;49;-16;46;12;0.609865499278385;5.7645578798884;54.7645578798884;Sadil et al. (2022);Experiment 1;Orientation;1
2;126;-77;47;12;0.717236672553554;-1.007979801441;124.992020198559;Sadil et al. (2022);Experiment 1;Orientation;1
2;84;42;48;12;0.772073811647715;11.3321588816596;95.3321588816596;Sadil et al. (2022);Experiment 1;Orientation;1
2;121;-37;49;12;1.09122951692916;12.3476953223487;133.347695322349;Sadil et al. (2022);Experiment 1;Orientation;1
2;49;72;50;12;1.00425244323924;6.113952145792;55.113952145792;Sadil et al. (2022);Experiment 1;Orientation;1
2;169;60;51;12;1.0513462598974;10.5692127829914;179.569212782991;Sadil et al. (2022);Experiment 1;Orientation;1
2;102;67;52;12;1.00819066207259;0.932608396739994;102.93260839674;Sadil et al. (2022);Experiment 1;Orientation;1
2;23;79;53;12;0.781267214806576;14.1003083857348;37.1003083857348;Sadil et al. (2022);Experiment 1;Orientation;1
2;124;79;54;12;0.832351470107824;6.81508387488199;130.815083874882;Sadil et al. (2022);Experiment 1;Orientation;1
2;27;-83;55;12;0.74747767754161;6.88695946405201;33.886959464052;Sadil et al. (2022);Experiment 1;Orientation;1
2;83;-56;56;12;0.652632919791358;-9.6309537067214;73.3690462932786;Sadil et al. (2022);Experiment 1;Orientation;1
2;131;-48;57;12;0.893870631909522;-15.6920212387365;115.307978761263;Sadil et al. (2022);Experiment 1;Orientation;1
2;143;-12;58;12;1.07097728619192;-6.75463573323171;136.245364266768;Sadil et al. (2022);Experiment 1;Orientation;1
2;129;14;59;12;0.572001005759375;4.49256424122501;133.492564241225;Sadil et al. (2022);Experiment 1;Orientation;1
2;179;-50;60;12;1.14517408967731;-3.72798781884219;175.272012181158;Sadil et al. (2022);Experiment 1;Orientation;1
2;82;-83;61;12;1.00417426444983;-18.565051177078;63.434948822922;Sadil et al. (2022);Experiment 1;Orientation;1
2;51;31;62;12;0.719284111684829;11.5798514266553;62.5798514266553;Sadil et al. (2022);Experiment 1;Orientation;1
2;142;89;63;12;0.64245156612742;-7.55090397921899;134.449096020781;Sadil et al. (2022);Experiment 1;Orientation;1
2;135;7;64;12;0.971735801569594;-16.5570713756366;118.442928624363;Sadil et al. (2022);Experiment 1;Orientation;1
2;16;-61;65;12;1.31883514206129;-10.5397874078516;5.46021259214835;Sadil et al. (2022);Experiment 1;Orientation;1
2;6;10;66;12;0.635704344113037;11.4471884232822;17.4471884232822;Sadil et al. (2022);Experiment 1;Orientation;1
2;115;71;67;12;0.952913125856867;1.7749248886455;116.774924888646;Sadil et al. (2022);Experiment 1;Orientation;1
2;116;-1;68;12;0.706015148574807;-19.2901631922431;96.7098368077569;Sadil et al. (2022);Experiment 1;Orientation;1
2;134;-18;69;12;0.6612923527573;24.3944727573615;158.394472757361;Sadil et al. (2022);Experiment 1;Orientation;1
2;68;66;70;12;0.754475433899643;-1.051300916473;66.948699083527;Sadil et al. (2022);Experiment 1;Orientation;1
2;67;1;71;12;0.669709099438478;-5.30075576600601;61.699244233994;Sadil et al. (2022);Experiment 1;Orientation;1
2;16;51;72;12;0.698726108304982;-4.777541930555;11.222458069445;Sadil et al. (2022);Experiment 1;Orientation;1
2;18;-2;73;12;1.33789839111705;27.872457122902;45.872457122902;Sadil et al. (2022);Experiment 1;Orientation;1
2;91;-73;74;12;0.914711467437883;-5.647970691387;85.352029308613;Sadil et al. (2022);Experiment 1;Orientation;1
2;24;67;75;12;0.937835787713993;62.6086605802036;86.6086605802036;Sadil et al. (2022);Experiment 1;Orientation;1
2;48;-24;76;12;0.736844758353982;-8.61220322932499;39.387796770675;Sadil et al. (2022);Experiment 1;Orientation;1
2;58;-10;77;12;1.01616610608107;-86.0178935464546;151.982106453545;Sadil et al. (2022);Experiment 1;Orientation;1
2;60;-2;78;12;1.13267484052631;-4.17254689617501;55.827453103825;Sadil et al. (2022);Experiment 1;Orientation;1
2;136;-76;79;12;0.999652874095773;8.7617747750422;144.761774775042;Sadil et al. (2022);Experiment 1;Orientation;1
2;13;-57;80;12;0.698633138934383;5.68735150521101;18.687351505211;Sadil et al. (2022);Experiment 1;Orientation;1
2;43;-30;81;12;0.741811375406542;4.823960289242;47.823960289242;Sadil et al. (2022);Experiment 1;Orientation;1
2;83;-40;82;12;0.608978969903546;3.30861401354871;86.3086140135487;Sadil et al. (2022);Experiment 1;Orientation;1
2;24;59;83;12;0.882323111429287;3.42335070710999;27.42335070711;Sadil et al. (2022);Experiment 1;Orientation;1
2;149;55;84;12;0.765428916311066;4.0271565663563;153.027156566356;Sadil et al. (2022);Experiment 1;Orientation;1
2;178;-29;85;12;0.698628913050925;-2.39870535499554;175.601294645004;Sadil et al. (2022);Experiment 1;Orientation;1
2;110;68;86;12;0.809912949880527;-15.0136662287645;94.9863337712355;Sadil et al. (2022);Experiment 1;Orientation;1
2;134;-24;87;12;0.745063492347981;5.12759170251169;139.127591702512;Sadil et al. (2022);Experiment 1;Orientation;1
2;94;40;88;12;0.748188531022606;-7.5214533769223;86.4785466230777;Sadil et al. (2022);Experiment 1;Orientation;1
2;178;-84;89;12;1.0775744894454;4.15296278910046;2.15296278910046;Sadil et al. (2022);Experiment 1;Orientation;1
2;113;65;90;12;0.988549976620561;2.9422954898717;115.942295489872;Sadil et al. (2022);Experiment 1;Orientation;1
2;133;-20;91;12;0.779643571120687;7.62240062708969;140.62240062709;Sadil et al. (2022);Experiment 1;Orientation;1
2;36;-83;92;12;0.756747750248906;9.590657214647;45.590657214647;Sadil et al. (2022);Experiment 1;Orientation;1
2;176;40;93;12;0.689920278760837;16.0947570770121;12.0947570770121;Sadil et al. (2022);Experiment 1;Orientation;1
2;145;31;94;12;0.751209431924508;-3.51692630710281;141.483073692897;Sadil et al. (2022);Experiment 1;Orientation;1
2;168;-23;95;12;0.828318470808881;9.27368900609372;177.273689006094;Sadil et al. (2022);Experiment 1;Orientation;1
2;67;-79;96;12;0.955460124441743;-5.27203607943299;61.727963920567;Sadil et al. (2022);Experiment 1;Orientation;1
2;106;-39;97;12;0.942566057306976;4.18580300946481;110.185803009465;Sadil et al. (2022);Experiment 1;Orientation;1
2;9;-83;98;12;0.817630011479196;13.4794343971031;22.4794343971031;Sadil et al. (2022);Experiment 1;Orientation;1
2;60;-51;99;12;1.08672503010166;23.7031812810156;83.7031812810156;Sadil et al. (2022);Experiment 1;Orientation;1
2;159;81;100;12;0.693698517832672;-6.2161115573075;152.783888442693;Sadil et al. (2022);Experiment 1;Orientation;1
2;125;34;101;12;0.657045342795755;-24.0771952801308;100.922804719869;Sadil et al. (2022);Experiment 1;Orientation;1
2;92;33;1;13;1.04718437124393;0.763857370912504;92.7638573709125;Sadil et al. (2022);Experiment 1;Orientation;1
2;20;72;2;13;0.709717019944947;7.8475782597882;27.8475782597882;Sadil et al. (2022);Experiment 1;Orientation;1
2;4;16;3;13;0.852772434220242;22.372136823545;26.372136823545;Sadil et al. (2022);Experiment 1;Orientation;1
2;68;-64;4;13;0.771836256786628;0.663140708194305;68.6631407081943;Sadil et al. (2022);Experiment 1;Orientation;1
2;38;30;5;13;0.856954848579335;2.6457789369304;40.6457789369304;Sadil et al. (2022);Experiment 1;Orientation;1
2;158;60;6;13;1.00176822916546;-5.9169130526372;152.083086947363;Sadil et al. (2022);Experiment 1;Orientation;1
2;108;50;7;13;1.03685480991408;-2.592296359358;105.407703640642;Sadil et al. (2022);Experiment 1;Orientation;1
2;59;49;8;13;0.859845954579214;-0.776932347298995;58.223067652701;Sadil et al. (2022);Experiment 1;Orientation;1
2;110;-51;9;13;1.12501965789124;6.09542415738829;116.095424157388;Sadil et al. (2022);Experiment 1;Orientation;1
2;121;-11;10;13;1.12389436626836;-2.7712238186304;118.22877618137;Sadil et al. (2022);Experiment 1;Orientation;1
2;76;45;11;13;0.868886018644844;-12.8057883298;63.1942116702;Sadil et al. (2022);Experiment 1;Orientation;1
2;90;-14;12;13;0.753965913445427;1.8183029644518;91.8183029644518;Sadil et al. (2022);Experiment 1;Orientation;1
2;38;52;13;13;0.881237361976673;4.82525588538999;42.82525588539;Sadil et al. (2022);Experiment 1;Orientation;1
2;57;-19;14;13;0.602312039623939;-9.38045120460501;47.619548795395;Sadil et al. (2022);Experiment 1;Orientation;1
2;16;41;15;13;1.24154771064423;13.8759926916894;29.8759926916894;Sadil et al. (2022);Experiment 1;Orientation;1
2;53;-37;16;13;0.864397227942391;11.230672375661;64.230672375661;Sadil et al. (2022);Experiment 1;Orientation;1
2;122;-69;17;13;0.881463905156124;19.0502358228988;141.050235822899;Sadil et al. (2022);Experiment 1;Orientation;1
2;7;-65;18;13;1.12246692418194;24.6607510966366;31.6607510966366;Sadil et al. (2022);Experiment 1;Orientation;1
2;103;84;19;13;0.703540895505284;8.8014094863518;111.801409486352;Sadil et al. (2022);Experiment 1;Orientation;1
2;47;56;20;13;0.848763582813262;-2.98776039964;44.01223960036;Sadil et al. (2022);Experiment 1;Orientation;1
2;109;-62;21;13;0.829972903047747;5.3701200538738;114.370120053874;Sadil et al. (2022);Experiment 1;Orientation;1
2;61;48;22;13;0.584956951861386;-8.303948277983;52.696051722017;Sadil et al. (2022);Experiment 1;Orientation;1
2;143;-82;23;13;0.782320062760846;19.5820292077972;162.582029207797;Sadil et al. (2022);Experiment 1;Orientation;1
2;67;76;24;13;0.669494183224742;1.198590513648;68.198590513648;Sadil et al. (2022);Experiment 1;Orientation;1
2;91;-24;25;13;0.856717595572263;8.3855182600431;99.3855182600431;Sadil et al. (2022);Experiment 1;Orientation;1
2;23;68;26;13;0.72985122787577;-16.310684602366;6.689315397634;Sadil et al. (2022);Experiment 1;Orientation;1
2;159;44;27;13;0.942854624576285;14.6598082540901;173.65980825409;Sadil et al. (2022);Experiment 1;Orientation;1
2;75;84;28;13;0.867851583454467;-12.923589715138;62.076410284862;Sadil et al. (2022);Experiment 1;Orientation;1
2;116;-41;29;13;0.827019012536766;13.9575489308291;129.957548930829;Sadil et al. (2022);Experiment 1;Orientation;1
2;71;45;30;13;0.638057555890555;-3.587310531366;67.412689468634;Sadil et al. (2022);Experiment 1;Orientation;1
2;132;-61;31;13;0.6713852647772;10.4873881971436;142.487388197144;Sadil et al. (2022);Experiment 1;Orientation;1
2;43;89;32;13;0.756539474703459;-0.174744114610007;42.82525588539;Sadil et al. (2022);Experiment 1;Orientation;1
2;67;-24;33;13;0.721940983163222;-10.163224632137;56.836775367863;Sadil et al. (2022);Experiment 1;Orientation;1
2;101;-34;34;13;0.665142431793356;0.0937230115577989;101.093723011558;Sadil et al. (2022);Experiment 1;Orientation;1
2;74;27;35;13;0.636435119602538;-3.108985720907;70.891014279093;Sadil et al. (2022);Experiment 1;Orientation;1
2;33;41;36;13;0.793858225930308;6.660763196262;39.660763196262;Sadil et al. (2022);Experiment 1;Orientation;1
2;106;-73;37;13;0.762802531542548;2.843225376947;108.843225376947;Sadil et al. (2022);Experiment 1;Orientation;1
2;146;-40;38;13;0.722030028504378;-14.3664606634298;131.63353933657;Sadil et al. (2022);Experiment 1;Orientation;1
2;67;79;39;13;0.667322684315877;-12.095816787026;54.904183212974;Sadil et al. (2022);Experiment 1;Orientation;1
2;12;55;40;13;1.04849016833759;17.1886290698616;29.1886290698616;Sadil et al. (2022);Experiment 1;Orientation;1
2;67;-55;41;13;0.759539548052999;0.988716802081001;67.988716802081;Sadil et al. (2022);Experiment 1;Orientation;1
2;36;31;42;13;0.73470676463694;2.92754359279201;38.927543592792;Sadil et al. (2022);Experiment 1;Orientation;1
2;152;64;43;13;0.895953387331247;10.0955524937518;162.095552493752;Sadil et al. (2022);Experiment 1;Orientation;1
2;175;-23;44;13;0.603027722681873;12.8001878841817;7.8001878841817;Sadil et al. (2022);Experiment 1;Orientation;1
2;138;37;45;13;1.0237071899428;3.34019174590989;141.34019174591;Sadil et al. (2022);Experiment 1;Orientation;1
2;33;-75;46;13;0.864766992493969;-1.392497753751;31.607502246249;Sadil et al. (2022);Experiment 1;Orientation;1
2;129;84;47;13;0.931835942865291;0.660763196262394;129.660763196262;Sadil et al. (2022);Experiment 1;Orientation;1
2;160;-31;48;13;0.990917677128891;-1.38862282781881;158.611377172181;Sadil et al. (2022);Experiment 1;Orientation;1
2;125;35;49;13;0.789888011149742;-21.0716580608463;103.928341939154;Sadil et al. (2022);Experiment 1;Orientation;1
2;130;-5;50;13;0.715055212640436;-6.99334872358699;123.006651276413;Sadil et al. (2022);Experiment 1;Orientation;1
2;44;86;51;13;0.762222378514707;-4.36563092663999;39.63436907336;Sadil et al. (2022);Experiment 1;Orientation;1
2;173;51;52;13;0.835426401914447;-2.4031323742127;170.596867625787;Sadil et al. (2022);Experiment 1;Orientation;1
2;166;7;53;13;0.98259359797521;14;0;Sadil et al. (2022);Experiment 1;Orientation;1
2;59;-73;54;13;0.989553623254324;12.565051177078;71.565051177078;Sadil et al. (2022);Experiment 1;Orientation;1
2;137;-78;55;13;1.1204442366361;10.2395998369318;147.239599836932;Sadil et al. (2022);Experiment 1;Orientation;1
2;39;-82;56;13;0.771387407901784;-3.71879220282599;35.281207797174;Sadil et al. (2022);Experiment 1;Orientation;1
2;88;-49;57;13;0.602622038146365;-5.9071627029585;82.0928372970415;Sadil et al. (2022);Experiment 1;Orientation;1
2;68;20;58;13;0.849977316076547;-2.855237132936;65.144762867064;Sadil et al. (2022);Experiment 1;Orientation;1
2;5;63;59;13;0.703139436853235;-13.259437979879;171.740562020121;Sadil et al. (2022);Experiment 1;Orientation;1
2;15;-10;60;13;0.790410812944174;1.20377421489101;16.203774214891;Sadil et al. (2022);Experiment 1;Orientation;1
2;6;9;61;13;0.64759687755577;-9.691385986451;176.308614013549;Sadil et al. (2022);Experiment 1;Orientation;1
2;142;44;62;13;0.963016602578136;5.11262292598499;147.112622925985;Sadil et al. (2022);Experiment 1;Orientation;1
2;54;88;63;13;0.536028499340318;4.0311574626723;58.0311574626723;Sadil et al. (2022);Experiment 1;Orientation;1
2;80;-26;64;13;0.693303699848911;-9.4600124352861;70.5399875647139;Sadil et al. (2022);Experiment 1;Orientation;1
2;14;66;65;13;0.886588232311624;28.6467031338917;42.6467031338917;Sadil et al. (2022);Experiment 1;Orientation;1
2;51;-37;66;13;0.883403125764744;9.6193921387108;60.6193921387108;Sadil et al. (2022);Experiment 1;Orientation;1
2;120;-69;67;13;0.978384620932047;0.579226872489002;120.579226872489;Sadil et al. (2022);Experiment 1;Orientation;1
2;59;61;68;13;0.817497801788704;-16.202598161766;42.797401838234;Sadil et al. (2022);Experiment 1;Orientation;1
2;140;-81;69;13;1.11065317322937;12.3189384315147;152.318938431515;Sadil et al. (2022);Experiment 1;Orientation;1
2;113;27;70;13;0.947186152152426;-2.9779167633552;110.022083236645;Sadil et al. (2022);Experiment 1;Orientation;1
2;170;-57;71;13;0.738268578254065;-30.64577893693;139.35422106307;Sadil et al. (2022);Experiment 1;Orientation;1
2;164;6;72;13;0.83346348039413;-9.04259817781701;154.957401822183;Sadil et al. (2022);Experiment 1;Orientation;1
