obs;theta;resp;error;rt;block;delta;trial;study;experiment;stimulus;expnum
2;45;54;9;1.12395189993549;5;85;275;Houborg et al. (2023b);Experiment 1;Orientation;1
2;117;108;-9;1.02486929995939;5;-72;276;Houborg et al. (2023b);Experiment 1;Orientation;1
2;53;57;4;1.30812870000955;5;64;277;Houborg et al. (2023b);Experiment 1;Orientation;1
2;36;27;-9;1.22440629999619;5;17;278;Houborg et al. (2023b);Experiment 1;Orientation;1
2;100;105;5;2.39227259997278;5;-64;279;Houborg et al. (2023b);Experiment 1;Orientation;1
2;59;66;7;1.45847569999751;5;41;280;Houborg et al. (2023b);Experiment 1;Orientation;1
2;175;177;2;1.12493080005515;5;64;281;Houborg et al. (2023b);Experiment 1;Orientation;1
2;74;78;4;1.44166090001818;5;-79;282;Houborg et al. (2023b);Experiment 1;Orientation;1
2;77;84;7;2.02385679993313;5;-3;283;Houborg et al. (2023b);Experiment 1;Orientation;1
2;30;17;-13;0.908123100060038;5;47;284;Houborg et al. (2023b);Experiment 1;Orientation;1
2;113;99;-14;0.791477899998426;5;-83;285;Houborg et al. (2023b);Experiment 1;Orientation;1
2;75;75;0;1.67523549997713;5;38;286;Houborg et al. (2023b);Experiment 1;Orientation;1
2;69;72;3;0.607467200024985;5;6;287;Houborg et al. (2023b);Experiment 1;Orientation;1
2;158;158;0;0.9080188999651;5;-89;288;Houborg et al. (2023b);Experiment 1;Orientation;1
2;177;166;-11;2.15902059990913;5;-19;289;Houborg et al. (2023b);Experiment 1;Orientation;1
2;117;106;-11;1.67549579998013;5;60;290;Houborg et al. (2023b);Experiment 1;Orientation;1
2;59;74;15;2.09019659995101;5;58;291;Houborg et al. (2023b);Experiment 1;Orientation;1
2;33;43;10;1.32480940001551;5;26;292;Houborg et al. (2023b);Experiment 1;Orientation;1
2;73;74;1;1.74230030004401;5;-40;293;Houborg et al. (2023b);Experiment 1;Orientation;1
2;36;38;2;1.39177019998897;5;37;294;Houborg et al. (2023b);Experiment 1;Orientation;1
2;51;57;6;1.07510629994795;5;-15;295;Houborg et al. (2023b);Experiment 1;Orientation;1
2;137;132;-5;1.57335309998598;5;-86;296;Houborg et al. (2023b);Experiment 1;Orientation;1
2;94;93;-1;2.00882789993193;5;43;297;Houborg et al. (2023b);Experiment 1;Orientation;1
2;83;90;7;2.4423678999301;5;11;298;Houborg et al. (2023b);Experiment 1;Orientation;1
2;167;177;10;0.841737700044177;5;-84;299;Houborg et al. (2023b);Experiment 1;Orientation;1
2;28;27;-1;1.1436207999941;5;-41;300;Houborg et al. (2023b);Experiment 1;Orientation;1
2;59;79;20;1.27516079996713;6;-31;301;Houborg et al. (2023b);Experiment 1;Orientation;1
2;167;164;-3;1.2248857000377;6;72;302;Houborg et al. (2023b);Experiment 1;Orientation;1
2;171;166;-5;2.02577710000332;6;-4;303;Houborg et al. (2023b);Experiment 1;Orientation;1
2;107;104;-3;0.957296199980192;6;64;304;Houborg et al. (2023b);Experiment 1;Orientation;1
2;0;2;2;0.705265500000678;6;-73;305;Houborg et al. (2023b);Experiment 1;Orientation;1
2;36;27;-9;0.908272600034252;6;-36;306;Houborg et al. (2023b);Experiment 1;Orientation;1
2;61;50;-11;1.24180140008684;6;-25;307;Houborg et al. (2023b);Experiment 1;Orientation;1
2;98;100;2;3.02624839998316;6;-37;308;Houborg et al. (2023b);Experiment 1;Orientation;1
2;60;71;11;2.72631140006706;6;38;309;Houborg et al. (2023b);Experiment 1;Orientation;1
2;87;87;0;2.64299340010621;6;-27;310;Houborg et al. (2023b);Experiment 1;Orientation;1
2;28;38;10;1.40563829999883;6;59;311;Houborg et al. (2023b);Experiment 1;Orientation;1
2;162;157;-5;0.807923099957407;6;46;312;Houborg et al. (2023b);Experiment 1;Orientation;1
2;6;7;1;1.22505429992452;6;-24;313;Houborg et al. (2023b);Experiment 1;Orientation;1
2;71;74;3;2.90963449992705;6;-65;314;Houborg et al. (2023b);Experiment 1;Orientation;1
2;16;17;1;1.37467649998143;6;55;315;Houborg et al. (2023b);Experiment 1;Orientation;1
2;58;74;16;0.958091599983163;6;-42;316;Houborg et al. (2023b);Experiment 1;Orientation;1
2;157;146;-11;1.52515240001958;6;81;317;Houborg et al. (2023b);Experiment 1;Orientation;1
2;5;9;4;1.27458859991748;6;-28;318;Houborg et al. (2023b);Experiment 1;Orientation;1
2;65;74;9;1.12509310001042;6;-60;319;Houborg et al. (2023b);Experiment 1;Orientation;1
2;90;95;5;2.57591360004153;6;-25;320;Houborg et al. (2023b);Experiment 1;Orientation;1
2;148;140;-8;0.724773599999025;6;-58;321;Houborg et al. (2023b);Experiment 1;Orientation;1
2;76;77;1;1.30909220001195;6;72;322;Houborg et al. (2023b);Experiment 1;Orientation;1
2;105;102;-3;1.94207009999081;6;-29;323;Houborg et al. (2023b);Experiment 1;Orientation;1
2;67;81;14;0.954340200056322;6;38;324;Houborg et al. (2023b);Experiment 1;Orientation;1
2;143;129;-14;1.46015539998189;6;-76;325;Houborg et al. (2023b);Experiment 1;Orientation;1
2;21;17;-4;0.723825100110844;6;-58;326;Houborg et al. (2023b);Experiment 1;Orientation;1
2;40;41;1;1.62527999992017;6;-19;327;Houborg et al. (2023b);Experiment 1;Orientation;1
2;63;76;13;2.03943629993591;6;-23;328;Houborg et al. (2023b);Experiment 1;Orientation;1
2;1;2;1;1.57512329996098;6;62;329;Houborg et al. (2023b);Experiment 1;Orientation;1
2;87;81;-6;2.2089510000078;6;-86;330;Houborg et al. (2023b);Experiment 1;Orientation;1
2;100;102;2;2.84274390002247;6;-13;331;Houborg et al. (2023b);Experiment 1;Orientation;1
2;105;102;-3;1.00816430000123;6;-5;332;Houborg et al. (2023b);Experiment 1;Orientation;1
2;102;93;-9;1.15551159996539;6;3;333;Houborg et al. (2023b);Experiment 1;Orientation;1
2;161;161;0;1.69188870000653;6;-59;334;Houborg et al. (2023b);Experiment 1;Orientation;1
2;75;70;-5;0.77420169999823;6;86;335;Houborg et al. (2023b);Experiment 1;Orientation;1
2;85;79;-6;2.95985609991476;6;-10;336;Houborg et al. (2023b);Experiment 1;Orientation;1
2;152;137;-15;0.960634900024161;6;-67;337;Houborg et al. (2023b);Experiment 1;Orientation;1
2;11;8;-3;1.05817599990405;6;-39;338;Houborg et al. (2023b);Experiment 1;Orientation;1
2;55;61;6;0.957866899902001;6;-44;339;Houborg et al. (2023b);Experiment 1;Orientation;1
2;112;109;-3;2.82643559994176;6;-57;340;Houborg et al. (2023b);Experiment 1;Orientation;1
2;58;72;14;2.15892590000294;6;54;341;Houborg et al. (2023b);Experiment 1;Orientation;1
2;112;112;0;2.4093269999139;6;-54;342;Houborg et al. (2023b);Experiment 1;Orientation;1
2;165;163;-2;1.64179989998229;6;-53;343;Houborg et al. (2023b);Experiment 1;Orientation;1
2;75;76;1;1.17572659999132;6;90;344;Houborg et al. (2023b);Experiment 1;Orientation;1
2;52;53;1;0.693040500045754;6;23;345;Houborg et al. (2023b);Experiment 1;Orientation;1
2;151;153;2;2.39261860004626;6;81;346;Houborg et al. (2023b);Experiment 1;Orientation;1
2;40;40;0;2.61035279999487;6;-69;347;Houborg et al. (2023b);Experiment 1;Orientation;1
2;150;139;-11;1.35867540002801;6;70;348;Houborg et al. (2023b);Experiment 1;Orientation;1
2;57;63;6;1.15828849992249;6;-87;349;Houborg et al. (2023b);Experiment 1;Orientation;1
2;87;91;4;0.806362199946307;6;-30;350;Houborg et al. (2023b);Experiment 1;Orientation;1
2;1;1;0;1.82350019994192;6;86;351;Houborg et al. (2023b);Experiment 1;Orientation;1
2;134;116;-18;1.04135840001982;6;47;352;Houborg et al. (2023b);Experiment 1;Orientation;1
2;52;66;14;1.95887430000585;6;82;353;Houborg et al. (2023b);Experiment 1;Orientation;1
2;96;99;3;1.57330359995831;6;-44;354;Houborg et al. (2023b);Experiment 1;Orientation;1
2;170;168;-2;1.00810500001535;6;-74;355;Houborg et al. (2023b);Experiment 1;Orientation;1
2;30;37;7;2.35920740000438;6;-40;356;Houborg et al. (2023b);Experiment 1;Orientation;1
2;126;104;-22;0.74110959994141;6;84;357;Houborg et al. (2023b);Experiment 1;Orientation;1
2;64;76;12;0.691178600070998;6;62;358;Houborg et al. (2023b);Experiment 1;Orientation;1
2;92;98;6;2.65768469998147;6;-28;359;Houborg et al. (2023b);Experiment 1;Orientation;1
2;83;82;-1;1.95690200000536;6;9;360;Houborg et al. (2023b);Experiment 1;Orientation;1
2;74;79;5;1.87375290005002;1;9;1;Houborg et al. (2023b);Experiment 1;Orientation;1
2;141;143;2;0.907104999991134;1;-67;2;Houborg et al. (2023b);Experiment 1;Orientation;1
2;169;153;-16;2.64202099991962;1;-28;3;Houborg et al. (2023b);Experiment 1;Orientation;1
2;7;12;5;1.77508639998268;1;-18;4;Houborg et al. (2023b);Experiment 1;Orientation;1
2;154;146;-8;1.34163350006565;1;33;5;Houborg et al. (2023b);Experiment 1;Orientation;1
2;34;37;3;1.25765639997553;1;-60;6;Houborg et al. (2023b);Experiment 1;Orientation;1
2;87;93;6;1.95849660004023;1;-53;7;Houborg et al. (2023b);Experiment 1;Orientation;1
2;6;5;-1;2.52611710003112;1;81;8;Houborg et al. (2023b);Experiment 1;Orientation;1
2;65;64;-1;1.27403109997977;1;-59;9;Houborg et al. (2023b);Experiment 1;Orientation;1
2;69;74;5;0.592630200088024;1;-4;10;Houborg et al. (2023b);Experiment 1;Orientation;1
2;110;109;-1;1.89201049995609;1;-41;11;Houborg et al. (2023b);Experiment 1;Orientation;1
2;20;22;2;1.57311040000059;1;90;12;Houborg et al. (2023b);Experiment 1;Orientation;1
2;35;70;35;1.24104840005748;1;-15;13;Houborg et al. (2023b);Experiment 1;Orientation;1
2;8;10;2;1.70864249998704;1;27;14;Houborg et al. (2023b);Experiment 1;Orientation;1
2;81;78;-3;1.94196239998564;1;-73;15;Houborg et al. (2023b);Experiment 1;Orientation;1
2;18;15;-3;0.65500729996711;1;63;16;Houborg et al. (2023b);Experiment 1;Orientation;1
2;19;16;-3;2.22584289999213;1;-1;17;Houborg et al. (2023b);Experiment 1;Orientation;1
2;174;168;-6;1.44111579994205;1;25;18;Houborg et al. (2023b);Experiment 1;Orientation;1
2;125;123;-2;1.99118869996164;1;49;19;Houborg et al. (2023b);Experiment 1;Orientation;1
2;92;93;1;1.55877469992265;1;33;20;Houborg et al. (2023b);Experiment 1;Orientation;1
2;177;176;-1;2.82636619999539;1;-85;21;Houborg et al. (2023b);Experiment 1;Orientation;1
2;133;133;0;0.907414400018752;1;44;22;Houborg et al. (2023b);Experiment 1;Orientation;1
2;24;26;2;2.32535890000872;1;-71;23;Houborg et al. (2023b);Experiment 1;Orientation;1
2;115;106;-9;0.808477199985646;1;89;24;Houborg et al. (2023b);Experiment 1;Orientation;1
2;31;40;9;0.890739299939014;1;84;25;Houborg et al. (2023b);Experiment 1;Orientation;1
2;66;75;9;2.57565020001493;1;-35;26;Houborg et al. (2023b);Experiment 1;Orientation;1
2;150;135;-15;1.44179399998393;1;-84;27;Houborg et al. (2023b);Experiment 1;Orientation;1
2;22;29;7;1.73923039995134;1;-52;28;Houborg et al. (2023b);Experiment 1;Orientation;1
2;141;138;-3;1.4248077000957;1;61;29;Houborg et al. (2023b);Experiment 1;Orientation;1
2;91;89;-2;2.32522180001251;1;50;30;Houborg et al. (2023b);Experiment 1;Orientation;1
2;109;110;1;0.991095000063069;1;-18;31;Houborg et al. (2023b);Experiment 1;Orientation;1
2;102;96;-6;1.95870880002622;1;7;32;Houborg et al. (2023b);Experiment 1;Orientation;1
2;177;172;-5;1.39128360000905;1;-75;33;Houborg et al. (2023b);Experiment 1;Orientation;1
2;115;111;-4;1.04143350000959;1;62;34;Houborg et al. (2023b);Experiment 1;Orientation;1
2;34;47;13;2.29224850004539;1;81;35;Houborg et al. (2023b);Experiment 1;Orientation;1
2;62;65;3;1.34151109994855;1;-28;36;Houborg et al. (2023b);Experiment 1;Orientation;1
2;34;42;8;1.70841060008388;1;28;37;Houborg et al. (2023b);Experiment 1;Orientation;1
2;16;12;-4;0.822080099955201;1;18;38;Houborg et al. (2023b);Experiment 1;Orientation;1
2;15;21;6;1.405772899976;1;1;39;Houborg et al. (2023b);Experiment 1;Orientation;1
2;44;48;4;1.27514180005528;1;-29;40;Houborg et al. (2023b);Experiment 1;Orientation;1
2;115;111;-4;1.16038529993966;1;-71;41;Houborg et al. (2023b);Experiment 1;Orientation;1
2;108;104;-4;1.25828969990835;1;7;42;Houborg et al. (2023b);Experiment 1;Orientation;1
2;48;58;10;1.75785779999569;1;60;43;Houborg et al. (2023b);Experiment 1;Orientation;1
2;151;148;-3;1.37356279999949;1;77;44;Houborg et al. (2023b);Experiment 1;Orientation;1
2;41;46;5;1.22493550006766;1;-70;45;Houborg et al. (2023b);Experiment 1;Orientation;1
2;21;10;-11;0.674203900038265;1;20;46;Houborg et al. (2023b);Experiment 1;Orientation;1
2;120;111;-9;0.824550300021656;1;81;47;Houborg et al. (2023b);Experiment 1;Orientation;1
2;70;78;8;1.57481539994478;1;50;48;Houborg et al. (2023b);Experiment 1;Orientation;1
2;22;21;-1;1.00784600002225;1;48;49;Houborg et al. (2023b);Experiment 1;Orientation;1
2;62;71;9;1.85831719997805;1;-40;50;Houborg et al. (2023b);Experiment 1;Orientation;1
2;55;60;5;1.02486940007657;1;7;51;Houborg et al. (2023b);Experiment 1;Orientation;1
2;98;99;1;1.05715630005579;1;-43;52;Houborg et al. (2023b);Experiment 1;Orientation;1
2;87;90;3;3.07649120001588;1;11;53;Houborg et al. (2023b);Experiment 1;Orientation;1
2;67;83;16;1.25843760010321;1;20;54;Houborg et al. (2023b);Experiment 1;Orientation;1
2;85;91;6;2.35923559998628;1;-18;55;Houborg et al. (2023b);Experiment 1;Orientation;1
2;133;132;-1;1.39152609999292;1;-48;56;Houborg et al. (2023b);Experiment 1;Orientation;1
2;104;105;1;1.94167390000075;1;29;57;Houborg et al. (2023b);Experiment 1;Orientation;1
2;44;43;-1;0.805339899961837;1;60;58;Houborg et al. (2023b);Experiment 1;Orientation;1
2;15;18;3;1.5753679999616;1;29;59;Houborg et al. (2023b);Experiment 1;Orientation;1
2;169;163;-6;1.22438249993138;1;26;60;Houborg et al. (2023b);Experiment 1;Orientation;1
2;7;18;11;1.52303160005249;1;-18;61;Houborg et al. (2023b);Experiment 1;Orientation;1
2;4;12;8;0.657528400071897;1;3;62;Houborg et al. (2023b);Experiment 1;Orientation;1
2;50;45;-5;1.37269659992307;1;-46;63;Houborg et al. (2023b);Experiment 1;Orientation;1
2;71;67;-4;1.57461170002352;1;-21;64;Houborg et al. (2023b);Experiment 1;Orientation;1
2;87;85;-2;1.09052750002593;1;-16;65;Houborg et al. (2023b);Experiment 1;Orientation;1
2;75;73;-2;0.774227300076745;1;12;66;Houborg et al. (2023b);Experiment 1;Orientation;1
2;167;163;-4;2.32569930003956;1;88;67;Houborg et al. (2023b);Experiment 1;Orientation;1
2;55;54;-1;2.12560220004525;1;-68;68;Houborg et al. (2023b);Experiment 1;Orientation;1
2;21;21;0;1.57453560002614;1;34;69;Houborg et al. (2023b);Experiment 1;Orientation;1
2;140;133;-7;1.00807600002736;1;61;70;Houborg et al. (2023b);Experiment 1;Orientation;1
2;83;82;-1;1.32383180002216;1;57;71;Houborg et al. (2023b);Experiment 1;Orientation;1
2;179;0;1;1.05831649992615;1;84;72;Houborg et al. (2023b);Experiment 1;Orientation;1
2;87;93;6;2.97612220002338;1;-88;73;Houborg et al. (2023b);Experiment 1;Orientation;1
2;108;108;0;1.02404009993188;1;-21;74;Houborg et al. (2023b);Experiment 1;Orientation;1
2;120;113;-7;1.6750536999898;1;-12;75;Houborg et al. (2023b);Experiment 1;Orientation;1
2;72;73;1;2.4590646000579;1;48;76;Houborg et al. (2023b);Experiment 1;Orientation;1
2;83;78;-5;2.52617579989601;1;-11;77;Houborg et al. (2023b);Experiment 1;Orientation;1
2;90;90;0;0.773932500043884;1;-7;78;Houborg et al. (2023b);Experiment 1;Orientation;1
2;75;79;4;0.607194200041704;1;15;79;Houborg et al. (2023b);Experiment 1;Orientation;1
2;152;155;3;1.54102090001106;1;-77;80;Houborg et al. (2023b);Experiment 1;Orientation;1
2;136;133;-3;2.5258690000046;1;16;81;Houborg et al. (2023b);Experiment 1;Orientation;1
2;40;30;-10;0.574141399934888;1;-84;82;Houborg et al. (2023b);Experiment 1;Orientation;1
2;141;134;-7;1.75874739990104;1;79;83;Houborg et al. (2023b);Experiment 1;Orientation;1
2;64;75;11;1.42434559995309;1;77;84;Houborg et al. (2023b);Experiment 1;Orientation;1
2;16;12;-4;1.20725839992519;1;48;85;Houborg et al. (2023b);Experiment 1;Orientation;1
2;67;71;4;0.574237700086087;1;-51;86;Houborg et al. (2023b);Experiment 1;Orientation;1
2;85;73;-12;1.79141399997752;1;-18;87;Houborg et al. (2023b);Experiment 1;Orientation;1
2;120;111;-9;1.24168380000629;1;-35;88;Houborg et al. (2023b);Experiment 1;Orientation;1
2;67;69;2;2.32551429991145;1;53;89;Houborg et al. (2023b);Experiment 1;Orientation;1
2;99;100;1;2.04208109993488;1;-32;90;Houborg et al. (2023b);Experiment 1;Orientation;1
2;40;40;0;0.891162099898793;1;59;91;Houborg et al. (2023b);Experiment 1;Orientation;1
2;25;29;4;2.18953189998865;1;15;92;Houborg et al. (2023b);Experiment 1;Orientation;1
2;130;125;-5;0.774018600001;1;75;93;Houborg et al. (2023b);Experiment 1;Orientation;1
2;118;118;0;2.19217559997924;1;12;94;Houborg et al. (2023b);Experiment 1;Orientation;1
2;121;130;9;1.47544619999826;1;-3;95;Houborg et al. (2023b);Experiment 1;Orientation;1
2;100;107;7;0.791244499967434;1;21;96;Houborg et al. (2023b);Experiment 1;Orientation;1
2;68;76;8;1.92538769997191;1;32;97;Houborg et al. (2023b);Experiment 1;Orientation;1
2;75;76;1;2.62497420003638;1;-7;98;Houborg et al. (2023b);Experiment 1;Orientation;1
2;16;20;4;1.15802400000393;1;59;99;Houborg et al. (2023b);Experiment 1;Orientation;1
2;77;77;0;1.72520079999231;1;-61;100;Houborg et al. (2023b);Experiment 1;Orientation;1
2;121;104;-17;2.04202539997641;2;-44;101;Houborg et al. (2023b);Experiment 1;Orientation;1
2;98;102;4;1.55822130001616;2;23;102;Houborg et al. (2023b);Experiment 1;Orientation;1
2;26;31;5;9.46462729992345;2;72;103;Houborg et al. (2023b);Experiment 1;Orientation;1
2;117;109;-8;1.32149170001503;2;89;104;Houborg et al. (2023b);Experiment 1;Orientation;1
2;149;146;-3;0.807529999990948;2;-32;105;Houborg et al. (2023b);Experiment 1;Orientation;1
2;50;56;6;1.05784040002618;2;-81;106;Houborg et al. (2023b);Experiment 1;Orientation;1
2;16;20;4;1.10699539992493;2;34;107;Houborg et al. (2023b);Experiment 1;Orientation;1
2;35;44;9;1.24143579998054;2;-19;108;Houborg et al. (2023b);Experiment 1;Orientation;1
2;15;16;1;1.12507760000881;2;20;109;Houborg et al. (2023b);Experiment 1;Orientation;1
2;48;61;13;1.87569110002369;2;-33;110;Houborg et al. (2023b);Experiment 1;Orientation;1
2;90;91;1;1.60879750002641;2;-42;111;Houborg et al. (2023b);Experiment 1;Orientation;1
2;87;89;2;2.50925819994882;2;3;112;Houborg et al. (2023b);Experiment 1;Orientation;1
2;106;106;0;0.824388300068676;2;-19;113;Houborg et al. (2023b);Experiment 1;Orientation;1
2;45;56;11;0.841668299981393;2;61;114;Houborg et al. (2023b);Experiment 1;Orientation;1
2;36;43;7;2.02559860004112;2;9;115;Houborg et al. (2023b);Experiment 1;Orientation;1
2;56;50;-6;2.15901820000727;2;-20;116;Houborg et al. (2023b);Experiment 1;Orientation;1
2;173;166;-7;1.80552200006787;2;63;117;Houborg et al. (2023b);Experiment 1;Orientation;1
2;109;117;8;1.17507340002339;2;64;118;Houborg et al. (2023b);Experiment 1;Orientation;1
2;85;96;11;0.840244099963456;2;24;119;Houborg et al. (2023b);Experiment 1;Orientation;1
2;63;72;9;0.841191900079139;2;22;120;Houborg et al. (2023b);Experiment 1;Orientation;1
2;77;81;4;1.52562410000246;2;-14;121;Houborg et al. (2023b);Experiment 1;Orientation;1
2;153;147;-6;2.10887749993708;2;-76;122;Houborg et al. (2023b);Experiment 1;Orientation;1
2;4;3;-1;1.10636640002485;2;-31;123;Houborg et al. (2023b);Experiment 1;Orientation;1
2;54;67;13;0.77343820000533;2;-50;124;Houborg et al. (2023b);Experiment 1;Orientation;1
2;79;81;2;1.39176030003;2;-25;125;Houborg et al. (2023b);Experiment 1;Orientation;1
2;53;69;16;1.80910660000518;2;26;126;Houborg et al. (2023b);Experiment 1;Orientation;1
2;12;13;1;0.757669500075281;2;41;127;Houborg et al. (2023b);Experiment 1;Orientation;1
2;114;108;-6;0.607481900020503;2;78;128;Houborg et al. (2023b);Experiment 1;Orientation;1
2;132;128;-4;0.757274899980985;2;-18;129;Houborg et al. (2023b);Experiment 1;Orientation;1
2;100;99;-1;2.29242149996571;2;32;130;Houborg et al. (2023b);Experiment 1;Orientation;1
2;136;125;-11;2.24228139990009;2;-36;131;Houborg et al. (2023b);Experiment 1;Orientation;1
2;131;130;-1;1.74119089997839;2;5;132;Houborg et al. (2023b);Experiment 1;Orientation;1
2;165;162;-3;1.4242967000464;2;-34;133;Houborg et al. (2023b);Experiment 1;Orientation;1
2;171;161;-10;1.77514079993125;2;-6;134;Houborg et al. (2023b);Experiment 1;Orientation;1
2;14;19;5;1.04190820001531;2;-23;135;Houborg et al. (2023b);Experiment 1;Orientation;1
2;50;55;5;0.974515700014308;2;-36;136;Houborg et al. (2023b);Experiment 1;Orientation;1
2;80;78;-2;1.20793270005379;2;-30;137;Houborg et al. (2023b);Experiment 1;Orientation;1
2;39;51;12;1.52539620001335;2;41;138;Houborg et al. (2023b);Experiment 1;Orientation;1
2;132;124;-8;2.17546659999061;2;87;139;Houborg et al. (2023b);Experiment 1;Orientation;1
2;169;169;0;1.49193419993389;2;-37;140;Houborg et al. (2023b);Experiment 1;Orientation;1
2;89;91;2;2.4918962001102;2;80;141;Houborg et al. (2023b);Experiment 1;Orientation;1
2;165;161;-4;1.74159229989164;2;-76;142;Houborg et al. (2023b);Experiment 1;Orientation;1
2;37;38;1;1.39116080000531;2;-52;143;Houborg et al. (2023b);Experiment 1;Orientation;1
2;33;34;1;0.955309999990277;2;4;144;Houborg et al. (2023b);Experiment 1;Orientation;1
2;121;110;-11;1.19139160006307;2;-88;145;Houborg et al. (2023b);Experiment 1;Orientation;1
2;148;133;-15;1.37453149992507;2;-27;146;Houborg et al. (2023b);Experiment 1;Orientation;1
2;120;104;-16;1.87334590009414;2;28;147;Houborg et al. (2023b);Experiment 1;Orientation;1
2;25;28;3;2.20946289994754;2;-85;148;Houborg et al. (2023b);Experiment 1;Orientation;1
2;47;84;37;0.757640399970114;2;-22;149;Houborg et al. (2023b);Experiment 1;Orientation;1
2;91;95;4;0.757642999989912;2;-44;150;Houborg et al. (2023b);Experiment 1;Orientation;1
2;80;82;2;1.84154769999441;2;11;151;Houborg et al. (2023b);Experiment 1;Orientation;1
2;115;102;-13;1.07423670007847;2;-35;152;Houborg et al. (2023b);Experiment 1;Orientation;1
2;12;10;-2;0.957480599987321;2;-77;153;Houborg et al. (2023b);Experiment 1;Orientation;1
2;150;162;12;0.858212599996477;2;42;154;Houborg et al. (2023b);Experiment 1;Orientation;1
2;48;54;6;0.705051900004037;2;-78;155;Houborg et al. (2023b);Experiment 1;Orientation;1
2;88;91;3;2.32571819995064;2;-40;156;Houborg et al. (2023b);Experiment 1;Orientation;1
2;65;72;7;0.640953099937178;2;23;157;Houborg et al. (2023b);Experiment 1;Orientation;1
2;76;75;-1;1.2748877000995;2;-11;158;Houborg et al. (2023b);Experiment 1;Orientation;1
2;167;161;-6;1.92573010001797;2;89;159;Houborg et al. (2023b);Experiment 1;Orientation;1
2;137;135;-2;1.15763020003214;2;30;160;Houborg et al. (2023b);Experiment 1;Orientation;1
2;21;21;0;2.02424890000839;2;-64;161;Houborg et al. (2023b);Experiment 1;Orientation;1
2;160;158;-2;1.10789620003197;2;41;162;Houborg et al. (2023b);Experiment 1;Orientation;1
2;50;58;8;0.640639800112695;2;-70;163;Houborg et al. (2023b);Experiment 1;Orientation;1
2;75;75;0;1.67444380000234;2;-25;164;Houborg et al. (2023b);Experiment 1;Orientation;1
2;109;109;0;0.640723399934359;2;-34;165;Houborg et al. (2023b);Experiment 1;Orientation;1
2;72;71;-1;0.959146099979989;2;37;166;Houborg et al. (2023b);Experiment 1;Orientation;1
2;91;88;-3;2.94256270001642;2;-19;167;Houborg et al. (2023b);Experiment 1;Orientation;1
2;50;51;1;0.557092900038697;2;41;168;Houborg et al. (2023b);Experiment 1;Orientation;1
2;62;66;4;1.04113949998282;2;-12;169;Houborg et al. (2023b);Experiment 1;Orientation;1
2;2;2;0;2.19232440006454;2;60;170;Houborg et al. (2023b);Experiment 1;Orientation;1
2;31;29;-2;0.874773900024593;2;-29;171;Houborg et al. (2023b);Experiment 1;Orientation;1
2;168;161;-7;1.15832779998891;2;43;172;Houborg et al. (2023b);Experiment 1;Orientation;1
2;68;84;16;1.09312969993334;2;-80;173;Houborg et al. (2023b);Experiment 1;Orientation;1
2;22;19;-3;0.907126900041476;2;46;174;Houborg et al. (2023b);Experiment 1;Orientation;1
2;26;14;-12;0.989329800009727;2;-4;175;Houborg et al. (2023b);Experiment 1;Orientation;1
2;85;92;7;3.0248983000638;2;-59;176;Houborg et al. (2023b);Experiment 1;Orientation;1
2;67;73;6;1.0411939000478;2;18;177;Houborg et al. (2023b);Experiment 1;Orientation;1
2;50;52;2;3.00753519998398;2;17;178;Houborg et al. (2023b);Experiment 1;Orientation;1
2;145;132;-13;2.12558610003907;2;85;179;Houborg et al. (2023b);Experiment 1;Orientation;1
2;171;159;-12;1.80837490002159;2;-26;180;Houborg et al. (2023b);Experiment 1;Orientation;1
2;87;88;1;0.691162000061013;2;84;181;Houborg et al. (2023b);Experiment 1;Orientation;1
2;3;4;1;2.07569999992847;2;84;182;Houborg et al. (2023b);Experiment 1;Orientation;1
2;40;40;0;0.857159000006504;2;-37;183;Houborg et al. (2023b);Experiment 1;Orientation;1
2;13;11;-2;1.42509630008135;2;27;184;Houborg et al. (2023b);Experiment 1;Orientation;1
2;84;85;1;2.489812899963;2;-71;185;Houborg et al. (2023b);Experiment 1;Orientation;1
2;171;175;4;0.707542299991474;2;-87;186;Houborg et al. (2023b);Experiment 1;Orientation;1
2;119;124;5;1.14148669992574;2;52;187;Houborg et al. (2023b);Experiment 1;Orientation;1
2;53;59;6;1.19109039998148;2;66;188;Houborg et al. (2023b);Experiment 1;Orientation;1
2;34;41;7;2.22543089999817;2;19;189;Houborg et al. (2023b);Experiment 1;Orientation;1
2;105;113;8;1.15727359999437;2;-71;190;Houborg et al. (2023b);Experiment 1;Orientation;1
2;13;18;5;1.00775750004686;2;-88;191;Houborg et al. (2023b);Experiment 1;Orientation;1
2;40;35;-5;1.04144990001805;2;-27;192;Houborg et al. (2023b);Experiment 1;Orientation;1
2;145;141;-4;1.47228330001235;2;75;193;Houborg et al. (2023b);Experiment 1;Orientation;1
2;127;126;-1;0.97451759991236;2;18;194;Houborg et al. (2023b);Experiment 1;Orientation;1
2;157;156;-1;2.37597649998497;2;-30;195;Houborg et al. (2023b);Experiment 1;Orientation;1
2;3;13;10;2.29261580004822;2;-26;196;Houborg et al. (2023b);Experiment 1;Orientation;1
2;34;25;-9;0.840512600028887;2;-31;197;Houborg et al. (2023b);Experiment 1;Orientation;1
2;123;119;-4;0.72368700010702;2;-89;198;Houborg et al. (2023b);Experiment 1;Orientation;1
2;21;25;4;1.49163769988809;2;-78;199;Houborg et al. (2023b);Experiment 1;Orientation;1
