obs;theta;resp;delta;error;cond;block;rt;study;experiment;stimulus
2;82;71;-53;-11;1;9;1.44533843599493;Kondo et al. (2022);Experiment 2;Orientation
2;108;110;-26;2;1;9;1.49641995102866;Kondo et al. (2022);Experiment 2;Orientation
2;60;64;48;4;1;9;1.30432581796777;Kondo et al. (2022);Experiment 2;Orientation
2;3;13;57;10;1;9;1.1932782609947;Kondo et al. (2022);Experiment 2;Orientation
2;35;44;-32;9;1;9;1.2936787159997;Kondo et al. (2022);Experiment 2;Orientation
2;105;109;-70;4;1;9;0.622203055012506;Kondo et al. (2022);Experiment 2;Orientation
2;150;147;-45;-3;1;9;1.58589193300577;Kondo et al. (2022);Experiment 2;Orientation
2;104;114;46;10;1;9;1.10220870299963;Kondo et al. (2022);Experiment 2;Orientation
2;45;38;59;-7;1;9;1.13430013001198;Kondo et al. (2022);Experiment 2;Orientation
2;172;161;53;-11;1;9;1.58957235800335;Kondo et al. (2022);Experiment 2;Orientation
2;17;22;-25;5;1;9;1.98589160596021;Kondo et al. (2022);Experiment 2;Orientation
2;114;121;83;7;1;9;1.10331572196446;Kondo et al. (2022);Experiment 2;Orientation
2;21;32;-87;11;1;9;1.64701581205009;Kondo et al. (2022);Experiment 2;Orientation
2;71;67;-50;-4;1;9;1.40233303100104;Kondo et al. (2022);Experiment 2;Orientation
2;3;19;68;16;1;9;1.17469150194665;Kondo et al. (2022);Experiment 2;Orientation
2;138;138;45;0;1;9;1.27612029295415;Kondo et al. (2022);Experiment 2;Orientation
2;53;43;85;-10;1;9;1.61352109594736;Kondo et al. (2022);Experiment 2;Orientation
2;172;162;61;-10;1;9;1.72057955397759;Kondo et al. (2022);Experiment 2;Orientation
2;35;55;-43;20;1;9;1.35182964900741;Kondo et al. (2022);Experiment 2;Orientation
2;139;129;76;-10;1;9;1.19811531400774;Kondo et al. (2022);Experiment 2;Orientation
2;141;129;-2;-12;1;9;1.06807566597126;Kondo et al. (2022);Experiment 2;Orientation
2;10;10;-49;0;1;9;1.08526905498002;Kondo et al. (2022);Experiment 2;Orientation
2;173;175;17;2;1;9;0.893697424035054;Kondo et al. (2022);Experiment 2;Orientation
2;121;127;52;6;1;9;1.75905590300681;Kondo et al. (2022);Experiment 2;Orientation
2;33;32;88;-1;1;9;1.10925784596475;Kondo et al. (2022);Experiment 2;Orientation
2;71;61;-38;-10;1;9;0.907666079991031;Kondo et al. (2022);Experiment 2;Orientation
2;13;24;58;11;1;9;1.59646996395895;Kondo et al. (2022);Experiment 2;Orientation
2;36;40;-23;4;1;9;1.64163677900797;Kondo et al. (2022);Experiment 2;Orientation
2;98;112;-62;14;1;9;1.46765803801827;Kondo et al. (2022);Experiment 2;Orientation
2;118;120;-20;2;1;9;0.93359850300476;Kondo et al. (2022);Experiment 2;Orientation
2;116;106;2;-10;1;9;0.964490753016435;Kondo et al. (2022);Experiment 2;Orientation
2;39;52;77;13;1;9;0.601996074954513;Kondo et al. (2022);Experiment 2;Orientation
2;166;150;53;-16;1;9;2.33416003000457;Kondo et al. (2022);Experiment 2;Orientation
2;117;118;49;1;1;9;1.20572883298155;Kondo et al. (2022);Experiment 2;Orientation
2;33;39;84;6;1;9;1.32100461603841;Kondo et al. (2022);Experiment 2;Orientation
2;159;148;54;-11;1;9;1.32944344199495;Kondo et al. (2022);Experiment 2;Orientation
2;132;135;27;3;1;9;1.16927123698406;Kondo et al. (2022);Experiment 2;Orientation
2;41;38;-89;-3;1;9;1.1979963350459;Kondo et al. (2022);Experiment 2;Orientation
2;26;38;15;12;1;10;1.36999846698018;Kondo et al. (2022);Experiment 2;Orientation
2;123;126;83;3;1;10;1.37638122198405;Kondo et al. (2022);Experiment 2;Orientation
2;2;10;-59;8;1;10;1.96502026898088;Kondo et al. (2022);Experiment 2;Orientation
2;26;37;-24;11;1;10;1.51526810199721;Kondo et al. (2022);Experiment 2;Orientation
2;52;46;-26;-6;1;10;1.01859275897732;Kondo et al. (2022);Experiment 2;Orientation
2;38;43;14;5;1;10;1.3104735739762;Kondo et al. (2022);Experiment 2;Orientation
2;159;146;59;-13;1;10;0.894442709977739;Kondo et al. (2022);Experiment 2;Orientation
2;142;139;17;-3;1;10;1.26227189198835;Kondo et al. (2022);Experiment 2;Orientation
2;86;78;56;-8;1;10;1.42522911599372;Kondo et al. (2022);Experiment 2;Orientation
2;19;23;67;4;1;10;1.17291205102811;Kondo et al. (2022);Experiment 2;Orientation
2;132;122;67;-10;1;10;1.73021850304212;Kondo et al. (2022);Experiment 2;Orientation
2;23;28;-71;5;1;10;1.64919286599616;Kondo et al. (2022);Experiment 2;Orientation
2;81;71;-58;-10;1;10;0.827003581973258;Kondo et al. (2022);Experiment 2;Orientation
2;148;136;-67;-12;1;10;1.07858923700405;Kondo et al. (2022);Experiment 2;Orientation
2;19;28;-51;9;1;10;2.06411322095664;Kondo et al. (2022);Experiment 2;Orientation
2;101;79;-82;-22;1;10;0.745339730056003;Kondo et al. (2022);Experiment 2;Orientation
2;79;72;22;-7;1;10;1.62442055600695;Kondo et al. (2022);Experiment 2;Orientation
2;141;146;-62;5;1;10;1.38055423699552;Kondo et al. (2022);Experiment 2;Orientation
2;134;142;7;8;1;10;1.33579970098799;Kondo et al. (2022);Experiment 2;Orientation
2;160;159;-26;-1;1;10;2.66314676200273;Kondo et al. (2022);Experiment 2;Orientation
2;2;1;-22;-1;1;10;1.61006177100353;Kondo et al. (2022);Experiment 2;Orientation
2;5;3;-3;-2;1;10;1.50987566396361;Kondo et al. (2022);Experiment 2;Orientation
2;97;93;88;-4;1;10;1.06951144099003;Kondo et al. (2022);Experiment 2;Orientation
2;55;48;42;-7;1;10;1.89557117101504;Kondo et al. (2022);Experiment 2;Orientation
2;134;125;-79;-9;1;10;2.56707988498965;Kondo et al. (2022);Experiment 2;Orientation
2;94;99;40;5;1;10;1.43643078795867;Kondo et al. (2022);Experiment 2;Orientation
2;75;71;19;-4;1;10;1.60109743400244;Kondo et al. (2022);Experiment 2;Orientation
2;169;161;86;-8;1;10;2.05219673796091;Kondo et al. (2022);Experiment 2;Orientation
2;45;37;-56;-8;1;10;2.151758891996;Kondo et al. (2022);Experiment 2;Orientation
2;17;23;28;6;1;10;1.31751839397475;Kondo et al. (2022);Experiment 2;Orientation
2;30;40;-13;10;1;10;1.22214218601584;Kondo et al. (2022);Experiment 2;Orientation
2;140;142;70;2;1;10;2.72882537799887;Kondo et al. (2022);Experiment 2;Orientation
2;112;117;28;5;1;10;1.02349822799442;Kondo et al. (2022);Experiment 2;Orientation
2;177;166;-65;-11;1;10;1.9145585129736;Kondo et al. (2022);Experiment 2;Orientation
2;12;15;-15;3;1;10;1.34693341201637;Kondo et al. (2022);Experiment 2;Orientation
2;70;61;-58;-9;1;10;10.0581838769722;Kondo et al. (2022);Experiment 2;Orientation
2;56;50;14;-6;1;10;1.12421873997664;Kondo et al. (2022);Experiment 2;Orientation
2;126;119;-70;-7;1;10;1.51460620498983;Kondo et al. (2022);Experiment 2;Orientation
2;137;135;-11;-2;1;10;1.4667204929865;Kondo et al. (2022);Experiment 2;Orientation
2;157;142;-20;-15;1;10;1.4677953980281;Kondo et al. (2022);Experiment 2;Orientation
2;53;53;-76;0;1;10;1.5895847970387;Kondo et al. (2022);Experiment 2;Orientation
2;146;141;87;-5;1;10;1.88217763701687;Kondo et al. (2022);Experiment 2;Orientation
2;171;157;-25;-14;1;10;1.0679248800152;Kondo et al. (2022);Experiment 2;Orientation
2;125;120;46;-5;1;10;3.25295868102694;Kondo et al. (2022);Experiment 2;Orientation
2;134;131;-9;-3;1;10;1.21551315899706;Kondo et al. (2022);Experiment 2;Orientation
2;156;148;-22;-8;1;10;1.2032315619872;Kondo et al. (2022);Experiment 2;Orientation
2;163;145;-7;-18;1;10;0.679873933026101;Kondo et al. (2022);Experiment 2;Orientation
2;39;43;-56;4;1;10;1.50464532000478;Kondo et al. (2022);Experiment 2;Orientation
2;171;144;48;-27;1;10;1.35292558500078;Kondo et al. (2022);Experiment 2;Orientation
2;4;177;-13;-7;1;10;1.47076231299434;Kondo et al. (2022);Experiment 2;Orientation
3;3;2;NaN;-1;1;1;1.37535197898978;Kondo et al. (2022);Experiment 2;Orientation
3;151;163;32;12;1;1;1.7088383359951;Kondo et al. (2022);Experiment 2;Orientation
3;70;66;81;-4;1;1;1.56398792995606;Kondo et al. (2022);Experiment 2;Orientation
3;20;19;50;-1;1;1;1.41752044297755;Kondo et al. (2022);Experiment 2;Orientation
3;2;19;18;17;1;1;1.25366091501201;Kondo et al. (2022);Experiment 2;Orientation
3;101;130;81;29;1;1;3.74390767997829;Kondo et al. (2022);Experiment 2;Orientation
3;98;111;3;13;1;1;1.6936509150546;Kondo et al. (2022);Experiment 2;Orientation
3;63;61;35;-2;1;1;1.92683121497976;Kondo et al. (2022);Experiment 2;Orientation
3;150;142;-87;-8;1;1;1.15866504301084;Kondo et al. (2022);Experiment 2;Orientation
3;105;127;45;22;1;1;1.20469732099446;Kondo et al. (2022);Experiment 2;Orientation
3;43;31;62;-12;1;1;1.9604253229918;Kondo et al. (2022);Experiment 2;Orientation
3;45;39;-2;-6;1;1;1.4064822680084;Kondo et al. (2022);Experiment 2;Orientation
3;15;7;30;-8;1;1;3.20312857697718;Kondo et al. (2022);Experiment 2;Orientation
3;49;40;-34;-9;1;1;1.84631518501556;Kondo et al. (2022);Experiment 2;Orientation
3;177;168;52;-9;1;1;1.04913811403094;Kondo et al. (2022);Experiment 2;Orientation
3;91;101;86;10;1;1;1.60410290397704;Kondo et al. (2022);Experiment 2;Orientation
3;20;21;71;1;1;1;2.08747213298921;Kondo et al. (2022);Experiment 2;Orientation
3;154;168;46;14;1;1;2.00874838500749;Kondo et al. (2022);Experiment 2;Orientation
3;44;33;-70;-11;1;1;1.96508762502344;Kondo et al. (2022);Experiment 2;Orientation
3;13;1;31;-12;1;1;1.1623718990013;Kondo et al. (2022);Experiment 2;Orientation
3;102;110;-89;8;1;1;1.00088969001081;Kondo et al. (2022);Experiment 2;Orientation
3;103;96;-1;-7;1;1;2.30978728196351;Kondo et al. (2022);Experiment 2;Orientation
3;80;73;23;-7;1;1;0.957608252996579;Kondo et al. (2022);Experiment 2;Orientation
3;22;18;58;-4;1;1;1.79425962397363;Kondo et al. (2022);Experiment 2;Orientation
3;115;108;87;-7;1;1;1.47981327900197;Kondo et al. (2022);Experiment 2;Orientation
3;76;73;39;-3;1;1;2.54514504701365;Kondo et al. (2022);Experiment 2;Orientation
3;82;76;-6;-6;1;1;0.98327257001074;Kondo et al. (2022);Experiment 2;Orientation
3;56;52;26;-4;1;1;1.7315493900096;Kondo et al. (2022);Experiment 2;Orientation
3;152;131;84;-21;1;1;1.49927659903187;Kondo et al. (2022);Experiment 2;Orientation
3;113;124;39;11;1;1;2.44382041104836;Kondo et al. (2022);Experiment 2;Orientation
3;168;166;-55;-2;1;1;1.75846093497239;Kondo et al. (2022);Experiment 2;Orientation
3;2;173;-14;-9;1;1;2.31667259999085;Kondo et al. (2022);Experiment 2;Orientation
3;146;141;36;-5;1;1;0.900734330003615;Kondo et al. (2022);Experiment 2;Orientation
3;126;128;20;2;1;1;1.25222582998686;Kondo et al. (2022);Experiment 2;Orientation
3;167;166;-41;-1;1;1;1.74327773205005;Kondo et al. (2022);Experiment 2;Orientation
3;129;148;38;19;1;1;1.03692076000152;Kondo et al. (2022);Experiment 2;Orientation
3;64;61;65;-3;1;1;1.37645884201629;Kondo et al. (2022);Experiment 2;Orientation
3;115;123;-51;8;1;1;1.35780428600265;Kondo et al. (2022);Experiment 2;Orientation
3;75;67;40;-8;1;1;1.28325819200836;Kondo et al. (2022);Experiment 2;Orientation
3;121;127;-46;6;1;1;1.88399648899212;Kondo et al. (2022);Experiment 2;Orientation
3;166;155;-45;-11;1;1;1.16641111299396;Kondo et al. (2022);Experiment 2;Orientation
3;72;64;-86;-8;1;1;1.22725920198718;Kondo et al. (2022);Experiment 2;Orientation
3;46;40;26;-6;1;1;1.87854450498708;Kondo et al. (2022);Experiment 2;Orientation
3;50;42;-4;-8;1;1;2.11156913405284;Kondo et al. (2022);Experiment 2;Orientation
3;112;131;-62;19;1;1;0.928174499014858;Kondo et al. (2022);Experiment 2;Orientation
3;59;53;53;-6;1;1;1.08011290297145;Kondo et al. (2022);Experiment 2;Orientation
3;136;137;-77;1;1;1;1.10498864896363;Kondo et al. (2022);Experiment 2;Orientation
3;156;162;-20;6;1;1;0.73829075001413;Kondo et al. (2022);Experiment 2;Orientation
3;49;31;-73;-18;1;1;1.88750899903243;Kondo et al. (2022);Experiment 2;Orientation
3;34;21;15;-13;1;1;2.1375427620369;Kondo et al. (2022);Experiment 2;Orientation
3;31;29;3;-2;1;2;1.32718124100938;Kondo et al. (2022);Experiment 2;Orientation
3;5;4;26;-1;1;2;1.56761102098972;Kondo et al. (2022);Experiment 2;Orientation
3;101;139;84;38;1;2;1.00460153201129;Kondo et al. (2022);Experiment 2;Orientation
3;28;25;73;-3;1;2;2.40192544402089;Kondo et al. (2022);Experiment 2;Orientation
3;175;173;33;-2;1;2;1.61316468298901;Kondo et al. (2022);Experiment 2;Orientation
3;5;13;-10;8;1;2;2.5529886209988;Kondo et al. (2022);Experiment 2;Orientation
3;23;20;-18;-3;1;2;1.32714677898912;Kondo et al. (2022);Experiment 2;Orientation
3;63;54;-40;-9;1;2;0.934636641992256;Kondo et al. (2022);Experiment 2;Orientation
3;81;66;-18;-15;1;2;1.01272925600642;Kondo et al. (2022);Experiment 2;Orientation
3;26;19;55;-7;1;2;1.36964761599666;Kondo et al. (2022);Experiment 2;Orientation
3;34;37;-8;3;1;2;1.06321135401959;Kondo et al. (2022);Experiment 2;Orientation
3;136;127;78;-9;1;2;2.56884092697874;Kondo et al. (2022);Experiment 2;Orientation
3;88;91;48;3;1;2;2.99046512797941;Kondo et al. (2022);Experiment 2;Orientation
3;27;45;61;18;1;2;1.75549990800209;Kondo et al. (2022);Experiment 2;Orientation
3;106;111;-79;5;1;2;1.0010888989782;Kondo et al. (2022);Experiment 2;Orientation
3;84;77;22;-7;1;2;1.71797068498563;Kondo et al. (2022);Experiment 2;Orientation
3;169;152;-85;-17;1;2;1.95787270198343;Kondo et al. (2022);Experiment 2;Orientation
3;96;104;73;8;1;2;1.09941116499249;Kondo et al. (2022);Experiment 2;Orientation
3;141;139;-45;-2;1;2;0.923530106956605;Kondo et al. (2022);Experiment 2;Orientation
3;78;110;63;32;1;2;1.16350376501214;Kondo et al. (2022);Experiment 2;Orientation
3;108;123;-30;15;1;2;1.12016069202218;Kondo et al. (2022);Experiment 2;Orientation
3;105;125;3;20;1;2;1.35223586397478;Kondo et al. (2022);Experiment 2;Orientation
3;113;118;-8;5;1;2;1.50345295498846;Kondo et al. (2022);Experiment 2;Orientation
3;151;142;-38;-9;1;2;1.64734764001332;Kondo et al. (2022);Experiment 2;Orientation
3;168;154;-17;-14;1;2;1.17021157796262;Kondo et al. (2022);Experiment 2;Orientation
3;59;31;-71;-28;1;2;1.01554129802389;Kondo et al. (2022);Experiment 2;Orientation
3;166;161;73;-5;1;2;0.85976246901555;Kondo et al. (2022);Experiment 2;Orientation
3;14;19;-28;5;1;2;0.916833301016595;Kondo et al. (2022);Experiment 2;Orientation
3;118;136;76;18;1;2;1.50077513197903;Kondo et al. (2022);Experiment 2;Orientation
3;102;112;16;10;1;2;0.941458026005421;Kondo et al. (2022);Experiment 2;Orientation
3;152;139;-50;-13;1;2;2.02802463201806;Kondo et al. (2022);Experiment 2;Orientation
3;126;119;26;-7;1;2;2.90252188796876;Kondo et al. (2022);Experiment 2;Orientation
3;178;139;-52;-39;1;2;1.04666126001393;Kondo et al. (2022);Experiment 2;Orientation
3;142;156;36;14;1;2;1.31373038201127;Kondo et al. (2022);Experiment 2;Orientation
3;158;147;-16;-11;1;2;1.00051780900685;Kondo et al. (2022);Experiment 2;Orientation
3;25;25;-47;0;1;2;1.63748005597154;Kondo et al. (2022);Experiment 2;Orientation
3;86;37;-61;-49;1;2;1.19248395500472;Kondo et al. (2022);Experiment 2;Orientation
3;173;169;-87;-4;1;2;0.964543480949942;Kondo et al. (2022);Experiment 2;Orientation
3;37;33;-44;-4;1;2;1.30745392100653;Kondo et al. (2022);Experiment 2;Orientation
3;24;13;13;-11;1;2;0.763152528961655;Kondo et al. (2022);Experiment 2;Orientation
3;87;90;-63;3;1;2;1.81664899300085;Kondo et al. (2022);Experiment 2;Orientation
3;59;57;28;-2;1;2;1.1161488610087;Kondo et al. (2022);Experiment 2;Orientation
3;1;174;58;-7;1;2;1.33273406495573;Kondo et al. (2022);Experiment 2;Orientation
3;90;94;-89;4;1;2;1.58743314997992;Kondo et al. (2022);Experiment 2;Orientation
3;20;28;70;8;1;2;1.28001155698439;Kondo et al. (2022);Experiment 2;Orientation
3;109;118;-89;9;1;2;1.4095877269865;Kondo et al. (2022);Experiment 2;Orientation
3;39;33;70;-6;1;2;1.01428243896225;Kondo et al. (2022);Experiment 2;Orientation
3;171;155;48;-16;1;2;1.38419832102954;Kondo et al. (2022);Experiment 2;Orientation
3;23;36;-32;13;1;2;2.81444520497462;Kondo et al. (2022);Experiment 2;Orientation
3;140;148;63;8;1;2;2.12967815500451;Kondo et al. (2022);Experiment 2;Orientation
3;44;35;-84;-9;1;3;1.35796183499042;Kondo et al. (2022);Experiment 2;Orientation
3;34;31;10;-3;1;3;2.03604613203788;Kondo et al. (2022);Experiment 2;Orientation
3;104;124;-70;20;1;3;0.758928331022616;Kondo et al. (2022);Experiment 2;Orientation
3;112;118;-8;6;1;3;1.16564728802769;Kondo et al. (2022);Experiment 2;Orientation
3;127;120;-15;-7;1;3;0.970547791977879;Kondo et al. (2022);Experiment 2;Orientation
3;72;67;55;-5;1;3;1.72089334396878;Kondo et al. (2022);Experiment 2;Orientation
3;6;162;66;-24;1;3;1.06426888500573;Kondo et al. (2022);Experiment 2;Orientation
3;90;88;-84;-2;1;3;0.889791449997574;Kondo et al. (2022);Experiment 2;Orientation
3;38;46;52;8;1;3;0.954066328995395;Kondo et al. (2022);Experiment 2;Orientation
3;98;100;-60;2;1;3;1.01741352200042;Kondo et al. (2022);Experiment 2;Orientation
3;156;123;-58;-33;1;3;1.21271039900603;Kondo et al. (2022);Experiment 2;Orientation
3;70;55;86;-15;1;3;1.42495160002727;Kondo et al. (2022);Experiment 2;Orientation
3;142;146;-72;4;1;3;1.40442301001167;Kondo et al. (2022);Experiment 2;Orientation
3;98;100;44;2;1;3;0.624125845031813;Kondo et al. (2022);Experiment 2;Orientation
3;25;24;73;-1;1;3;1.21187921403907;Kondo et al. (2022);Experiment 2;Orientation
3;58;70;-33;12;1;3;0.926806383999065;Kondo et al. (2022);Experiment 2;Orientation
3;88;85;-30;-3;1;3;1.00733778998256;Kondo et al. (2022);Experiment 2;Orientation
3;115;119;-27;4;1;3;1.65091623499757;Kondo et al. (2022);Experiment 2;Orientation
3;28;37;87;9;1;3;0.885519225033931;Kondo et al. (2022);Experiment 2;Orientation
3;14;25;14;11;1;3;1.17358883901034;Kondo et al. (2022);Experiment 2;Orientation
3;160;156;34;-4;1;3;0.955331020988524;Kondo et al. (2022);Experiment 2;Orientation
3;99;107;61;8;1;3;1.32910283398814;Kondo et al. (2022);Experiment 2;Orientation
3;148;131;-49;-17;1;3;1.15279097203165;Kondo et al. (2022);Experiment 2;Orientation
3;119;114;29;-5;1;3;1.37458788999356;Kondo et al. (2022);Experiment 2;Orientation
3;81;79;38;-2;1;3;0.987874913960695;Kondo et al. (2022);Experiment 2;Orientation
3;160;150;-79;-10;1;3;1.26540003699483;Kondo et al. (2022);Experiment 2;Orientation
3;43;26;-63;-17;1;3;1.20242813002551;Kondo et al. (2022);Experiment 2;Orientation
3;93;94;-50;1;1;3;2.03118690301199;Kondo et al. (2022);Experiment 2;Orientation
3;124;112;-31;-12;1;3;0.858116676041391;Kondo et al. (2022);Experiment 2;Orientation
3;45;53;79;8;1;3;0.868121467006858;Kondo et al. (2022);Experiment 2;Orientation
3;85;85;-40;0;1;3;1.38974273501663;Kondo et al. (2022);Experiment 2;Orientation
3;53;56;32;3;1;3;1.13025152200134;Kondo et al. (2022);Experiment 2;Orientation
3;154;156;79;2;1;3;1.16168863198254;Kondo et al. (2022);Experiment 2;Orientation
3;111;111;43;0;1;3;1.75218434398994;Kondo et al. (2022);Experiment 2;Orientation
3;90;84;21;-6;1;3;1.66191651299596;Kondo et al. (2022);Experiment 2;Orientation
3;137;119;-47;-18;1;3;0.952046182996128;Kondo et al. (2022);Experiment 2;Orientation
3;46;47;-89;1;1;3;1.06234450999182;Kondo et al. (2022);Experiment 2;Orientation
3;3;9;43;6;1;3;0.656681637978181;Kondo et al. (2022);Experiment 2;Orientation
3;176;179;7;3;1;3;1.30691220401786;Kondo et al. (2022);Experiment 2;Orientation
3;169;165;7;-4;1;3;1.1858883969835;Kondo et al. (2022);Experiment 2;Orientation
3;170;161;-1;-9;1;3;0.910773803014308;Kondo et al. (2022);Experiment 2;Orientation
3;19;25;-29;6;1;3;0.774928644008469;Kondo et al. (2022);Experiment 2;Orientation
3;120;141;79;21;1;3;1.04462464601966;Kondo et al. (2022);Experiment 2;Orientation
3;58;51;62;-7;1;3;1.23933476500679;Kondo et al. (2022);Experiment 2;Orientation
3;125;128;-67;3;1;3;1.44200976897264;Kondo et al. (2022);Experiment 2;Orientation
3;160;129;-35;-31;1;3;0.90841306198854;Kondo et al. (2022);Experiment 2;Orientation
3;64;80;-84;16;1;3;0.636716730019543;Kondo et al. (2022);Experiment 2;Orientation
3;83;80;-19;-3;1;3;1.22345328901429;Kondo et al. (2022);Experiment 2;Orientation
3;21;22;62;1;1;3;1.0914536860073;Kondo et al. (2022);Experiment 2;Orientation
3;119;119;82;0;1;3;2.04342617298244;Kondo et al. (2022);Experiment 2;Orientation
3;179;175;-60;-4;1;4;0.942047376011033;Kondo et al. (2022);Experiment 2;Orientation
3;177;164;2;-13;1;4;1.1578568299883;Kondo et al. (2022);Experiment 2;Orientation
3;138;150;39;12;1;4;1.17849882598966;Kondo et al. (2022);Experiment 2;Orientation
3;99;92;39;-7;1;4;0.713043152005412;Kondo et al. (2022);Experiment 2;Orientation
3;101;111;-2;10;1;4;0.944523201033007;Kondo et al. (2022);Experiment 2;Orientation
3;98;100;3;2;1;4;0.85538591700606;Kondo et al. (2022);Experiment 2;Orientation
3;176;169;-78;-7;1;4;1.08066649996908;Kondo et al. (2022);Experiment 2;Orientation
3;71;60;-75;-11;1;4;0.866325954033528;Kondo et al. (2022);Experiment 2;Orientation
3;96;96;-25;0;1;4;1.00395184900844;Kondo et al. (2022);Experiment 2;Orientation
3;156;147;-60;-9;1;4;1.00059660302941;Kondo et al. (2022);Experiment 2;Orientation
3;99;101;57;2;1;4;1.61185134301195;Kondo et al. (2022);Experiment 2;Orientation
3;26;31;73;5;1;4;1.27179397898726;Kondo et al. (2022);Experiment 2;Orientation
3;94;100;-68;6;1;4;0.593341981992126;Kondo et al. (2022);Experiment 2;Orientation
3;29;32;65;3;1;4;0.783106028044131;Kondo et al. (2022);Experiment 2;Orientation
3;34;29;-5;-5;1;4;0.874895533022936;Kondo et al. (2022);Experiment 2;Orientation
3;64;56;-30;-8;1;4;0.884649710031226;Kondo et al. (2022);Experiment 2;Orientation
3;35;39;29;4;1;4;0.998841778957285;Kondo et al. (2022);Experiment 2;Orientation
3;47;46;-12;-1;1;4;0.874630252015777;Kondo et al. (2022);Experiment 2;Orientation
3;5;2;42;-3;1;4;1.15579828299815;Kondo et al. (2022);Experiment 2;Orientation
3;58;41;-53;-17;1;4;1.3696202620049;Kondo et al. (2022);Experiment 2;Orientation
3;32;30;26;-2;1;4;0.814853774034418;Kondo et al. (2022);Experiment 2;Orientation
3;43;44;-11;1;1;4;1.44360828801291;Kondo et al. (2022);Experiment 2;Orientation
3;155;155;68;0;1;4;2.96580032201018;Kondo et al. (2022);Experiment 2;Orientation
3;99;111;56;12;1;4;0.891299880982842;Kondo et al. (2022);Experiment 2;Orientation
3;164;150;-65;-14;1;4;0.747593521955423;Kondo et al. (2022);Experiment 2;Orientation
3;90;89;74;-1;1;4;1.14609771798132;Kondo et al. (2022);Experiment 2;Orientation
3;150;145;-60;-5;1;4;1.84069889795501;Kondo et al. (2022);Experiment 2;Orientation
3;6;151;-36;-35;1;4;0.915773497021291;Kondo et al. (2022);Experiment 2;Orientation
3;109;119;77;10;1;4;1.03410141897621;Kondo et al. (2022);Experiment 2;Orientation
3;59;111;50;52;1;4;1.173888868012;Kondo et al. (2022);Experiment 2;Orientation
3;154;147;85;-7;1;4;1.03529905999312;Kondo et al. (2022);Experiment 2;Orientation
3;9;16;-35;7;1;4;1.21518736396683;Kondo et al. (2022);Experiment 2;Orientation
3;48;17;-39;-31;1;4;1.23374047398102;Kondo et al. (2022);Experiment 2;Orientation
3;80;66;-32;-14;1;4;0.933243845007382;Kondo et al. (2022);Experiment 2;Orientation
3;38;39;42;1;1;4;0.900216676993296;Kondo et al. (2022);Experiment 2;Orientation
3;124;114;-86;-10;1;4;1.71682707394939;Kondo et al. (2022);Experiment 2;Orientation
3;106;110;18;4;1;4;1.46822623797925;Kondo et al. (2022);Experiment 2;Orientation
3;169;160;-63;-9;1;4;1.62191726797028;Kondo et al. (2022);Experiment 2;Orientation
3;62;71;-73;9;1;4;1.53627162403427;Kondo et al. (2022);Experiment 2;Orientation
3;162;159;80;-3;1;4;0.78463394701248;Kondo et al. (2022);Experiment 2;Orientation
3;45;28;-63;-17;1;4;0.964433287968859;Kondo et al. (2022);Experiment 2;Orientation
3;23;26;22;3;1;4;1.0021059300052;Kondo et al. (2022);Experiment 2;Orientation
3;84;74;-61;-10;1;4;1.57452477497282;Kondo et al. (2022);Experiment 2;Orientation
3;133;134;-49;1;1;4;1.10106584400637;Kondo et al. (2022);Experiment 2;Orientation
3;99;116;34;17;1;4;0.996525974012911;Kondo et al. (2022);Experiment 2;Orientation
3;102;114;-3;12;1;4;1.50475742196431;Kondo et al. (2022);Experiment 2;Orientation
3;147;129;-45;-18;1;4;1.19365764799295;Kondo et al. (2022);Experiment 2;Orientation
3;173;159;-26;-14;1;4;1.5100085719605;Kondo et al. (2022);Experiment 2;Orientation
3;106;117;67;11;1;4;0.861986694042571;Kondo et al. (2022);Experiment 2;Orientation
3;112;146;-6;34;1;4;1.1280328980065;Kondo et al. (2022);Experiment 2;Orientation
3;109;104;3;-5;1;5;1.25656101899222;Kondo et al. (2022);Experiment 2;Orientation
3;122;123;-13;1;1;5;1.40226691798307;Kondo et al. (2022);Experiment 2;Orientation
3;153;146;-31;-7;1;5;1.0306872719666;Kondo et al. (2022);Experiment 2;Orientation
3;80;90;73;10;1;5;1.34613776399055;Kondo et al. (2022);Experiment 2;Orientation
3;110;101;-30;-9;1;5;1.32001369999489;Kondo et al. (2022);Experiment 2;Orientation
3;2;29;-72;27;1;5;1.4316134689725;Kondo et al. (2022);Experiment 2;Orientation
3;107;119;75;12;1;5;1.52218320901738;Kondo et al. (2022);Experiment 2;Orientation
3;130;131;-23;1;1;5;0.969321974029299;Kondo et al. (2022);Experiment 2;Orientation
3;160;150;-30;-10;1;5;0.664086558041163;Kondo et al. (2022);Experiment 2;Orientation
3;90;76;70;-14;1;5;2.1614596460131;Kondo et al. (2022);Experiment 2;Orientation
3;29;17;61;-12;1;5;1.04727580398321;Kondo et al. (2022);Experiment 2;Orientation
3;62;65;-33;3;1;5;0.738185358000919;Kondo et al. (2022);Experiment 2;Orientation
3;54;53;8;-1;1;5;1.2731373590068;Kondo et al. (2022);Experiment 2;Orientation
3;40;34;14;-6;1;5;0.922282040002756;Kondo et al. (2022);Experiment 2;Orientation
3;134;138;86;4;1;5;0.794082253996748;Kondo et al. (2022);Experiment 2;Orientation
