obs;theta;resp;delta;error;cond;block;rt;study;experiment;stimulus
8;77;66;-31;-11;1;3;2.05238830301096;Kondo et al. (2022);Experiment 1;Orientation
8;19;15;58;-4;1;3;1.38938224699814;Kondo et al. (2022);Experiment 1;Orientation
8;59;59;-40;0;1;3;1.10003092800616;Kondo et al. (2022);Experiment 1;Orientation
8;156;157;83;1;1;3;1.42730228899745;Kondo et al. (2022);Experiment 1;Orientation
8;66;64;90;-2;1;3;2.68968410100206;Kondo et al. (2022);Experiment 1;Orientation
8;45;28;21;-17;1;3;2.18810820300132;Kondo et al. (2022);Experiment 1;Orientation
8;160;149;65;-11;1;3;2.18648552701052;Kondo et al. (2022);Experiment 1;Orientation
8;140;148;20;8;1;3;1.72138946600899;Kondo et al. (2022);Experiment 1;Orientation
8;159;150;-19;-9;1;3;2.23831453200546;Kondo et al. (2022);Experiment 1;Orientation
8;177;173;-18;-4;1;3;1.3213506739994;Kondo et al. (2022);Experiment 1;Orientation
8;91;84;86;-7;1;3;1.50142771900573;Kondo et al. (2022);Experiment 1;Orientation
8;66;54;25;-12;1;3;1.83698495000135;Kondo et al. (2022);Experiment 1;Orientation
8;126;139;-60;13;1;3;1.76952335199167;Kondo et al. (2022);Experiment 1;Orientation
8;123;128;3;5;1;3;2.71615074200963;Kondo et al. (2022);Experiment 1;Orientation
8;44;31;79;-13;1;3;1.41754584600858;Kondo et al. (2022);Experiment 1;Orientation
8;4;10;40;6;1;3;1.32955173301161;Kondo et al. (2022);Experiment 1;Orientation
8;132;133;52;1;1;3;0.779628075993969;Kondo et al. (2022);Experiment 1;Orientation
8;39;29;-87;-10;1;3;1.55616511500557;Kondo et al. (2022);Experiment 1;Orientation
8;12;12;27;0;1;3;1.44946898698981;Kondo et al. (2022);Experiment 1;Orientation
8;90;83;-78;-7;1;3;1.12359348700556;Kondo et al. (2022);Experiment 1;Orientation
8;127;125;-37;-2;1;3;0.831881657009944;Kondo et al. (2022);Experiment 1;Orientation
8;35;30;-88;-5;1;3;1.43018906000361;Kondo et al. (2022);Experiment 1;Orientation
8;69;65;-34;-4;1;3;1.83630932599772;Kondo et al. (2022);Experiment 1;Orientation
8;24;20;45;-4;1;3;1.27363011600391;Kondo et al. (2022);Experiment 1;Orientation
8;120;117;84;-3;1;3;2.33619448800164;Kondo et al. (2022);Experiment 1;Orientation
8;173;174;-53;1;1;3;1.601863924996;Kondo et al. (2022);Experiment 1;Orientation
8;158;151;15;-7;1;3;1.24473591899732;Kondo et al. (2022);Experiment 1;Orientation
8;111;115;47;4;1;3;1.52135994400305;Kondo et al. (2022);Experiment 1;Orientation
8;60;38;51;-22;1;3;2.26859589800006;Kondo et al. (2022);Experiment 1;Orientation
8;109;118;-49;9;1;3;1.33862432000751;Kondo et al. (2022);Experiment 1;Orientation
8;126;127;-17;1;1;3;0.906992711999919;Kondo et al. (2022);Experiment 1;Orientation
8;166;169;-40;3;1;4;1.12072411899862;Kondo et al. (2022);Experiment 1;Orientation
8;140;146;26;6;1;4;2.15800622799725;Kondo et al. (2022);Experiment 1;Orientation
8;77;67;63;-10;1;4;0.969555992007372;Kondo et al. (2022);Experiment 1;Orientation
8;169;165;88;-4;1;4;1.83499749100883;Kondo et al. (2022);Experiment 1;Orientation
8;1;176;-12;-5;1;4;4.15350819099694;Kondo et al. (2022);Experiment 1;Orientation
8;145;150;36;5;1;4;0.919096886005718;Kondo et al. (2022);Experiment 1;Orientation
8;7;7;-42;0;1;4;1.65094761199725;Kondo et al. (2022);Experiment 1;Orientation
8;112;121;75;9;1;4;1.90954740600137;Kondo et al. (2022);Experiment 1;Orientation
8;130;134;-18;4;1;4;2.77150269600679;Kondo et al. (2022);Experiment 1;Orientation
8;178;1;-48;3;1;4;1.50155135699606;Kondo et al. (2022);Experiment 1;Orientation
8;78;75;-80;-3;1;4;1.07666171599703;Kondo et al. (2022);Experiment 1;Orientation
8;141;149;-63;8;1;4;1.20102556199708;Kondo et al. (2022);Experiment 1;Orientation
8;153;161;-12;8;1;4;1.61274689200218;Kondo et al. (2022);Experiment 1;Orientation
8;60;51;-87;-9;1;4;2.28634482999041;Kondo et al. (2022);Experiment 1;Orientation
8;79;58;-19;-21;1;4;1.40024552099931;Kondo et al. (2022);Experiment 1;Orientation
8;25;20;54;-5;1;4;1.309168983993;Kondo et al. (2022);Experiment 1;Orientation
8;7;6;18;-1;1;4;2.05165702100203;Kondo et al. (2022);Experiment 1;Orientation
8;166;163;21;-3;1;4;1.78858588100411;Kondo et al. (2022);Experiment 1;Orientation
8;4;10;-18;6;1;4;1.76990816999751;Kondo et al. (2022);Experiment 1;Orientation
8;172;168;12;-4;1;4;5.03661497599387;Kondo et al. (2022);Experiment 1;Orientation
8;151;161;21;10;1;4;2.63273169098829;Kondo et al. (2022);Experiment 1;Orientation
8;10;15;-39;5;1;4;1.75891074800165;Kondo et al. (2022);Experiment 1;Orientation
8;21;14;-11;-7;1;4;2.33055136700568;Kondo et al. (2022);Experiment 1;Orientation
8;103;106;-82;3;1;4;1.31667382299202;Kondo et al. (2022);Experiment 1;Orientation
8;68;66;35;-2;1;4;1.89673288598715;Kondo et al. (2022);Experiment 1;Orientation
8;139;149;-71;10;1;4;1.48253281800135;Kondo et al. (2022);Experiment 1;Orientation
8;57;43;82;-14;1;4;1.07045816900791;Kondo et al. (2022);Experiment 1;Orientation
8;34;37;23;3;1;4;0.684233710999251;Kondo et al. (2022);Experiment 1;Orientation
8;153;154;61;1;1;4;2.11331688000064;Kondo et al. (2022);Experiment 1;Orientation
8;82;68;71;-14;1;4;1.53415243599738;Kondo et al. (2022);Experiment 1;Orientation
8;121;137;-39;16;1;4;0.712817437990452;Kondo et al. (2022);Experiment 1;Orientation
8;40;37;81;-3;1;4;1.01406391699857;Kondo et al. (2022);Experiment 1;Orientation
8;49;30;-9;-19;1;4;1.752960222002;Kondo et al. (2022);Experiment 1;Orientation
8;46;33;3;-13;1;4;1.6778721659939;Kondo et al. (2022);Experiment 1;Orientation
8;48;40;-2;-8;1;4;1.40205037299893;Kondo et al. (2022);Experiment 1;Orientation
8;71;59;-23;-12;1;4;1.97359538100136;Kondo et al. (2022);Experiment 1;Orientation
8;161;155;-90;-6;1;4;1.59206368299783;Kondo et al. (2022);Experiment 1;Orientation
8;84;65;77;-19;1;4;1.71798260000651;Kondo et al. (2022);Experiment 1;Orientation
8;114;125;-30;11;1;4;0.883216080997954;Kondo et al. (2022);Experiment 1;Orientation
8;90;95;24;5;1;4;1.51118633701117;Kondo et al. (2022);Experiment 1;Orientation
8;19;11;71;-8;1;4;1.98782640400168;Kondo et al. (2022);Experiment 1;Orientation
8;74;75;-55;1;1;4;1.68208780400164;Kondo et al. (2022);Experiment 1;Orientation
8;133;124;-59;-9;1;4;4.03803823998896;Kondo et al. (2022);Experiment 1;Orientation
8;121;128;12;7;1;4;2.0031718579994;Kondo et al. (2022);Experiment 1;Orientation
8;138;151;-17;13;1;4;1.27056116099993;Kondo et al. (2022);Experiment 1;Orientation
8;94;97;44;3;1;4;1.65281836299982;Kondo et al. (2022);Experiment 1;Orientation
8;67;57;27;-10;1;4;1.04626957100118;Kondo et al. (2022);Experiment 1;Orientation
8;34;29;33;-5;1;4;1.28227157700167;Kondo et al. (2022);Experiment 1;Orientation
8;179;3;35;4;1;4;1.11072606999369;Kondo et al. (2022);Experiment 1;Orientation
8;99;92;80;-7;1;4;1.56414333899738;Kondo et al. (2022);Experiment 1;Orientation
8;58;56;41;-2;1;5;1.61997939500725;Kondo et al. (2022);Experiment 1;Orientation
8;27;26;31;-1;1;5;1.46813241799828;Kondo et al. (2022);Experiment 1;Orientation
8;126;116;81;-10;1;5;2.48978614900261;Kondo et al. (2022);Experiment 1;Orientation
8;1;0;-55;-1;1;5;1.55673049099278;Kondo et al. (2022);Experiment 1;Orientation
8;153;149;28;-4;1;5;1.2658824090031;Kondo et al. (2022);Experiment 1;Orientation
8;121;130;32;9;1;5;1.97717935100081;Kondo et al. (2022);Experiment 1;Orientation
8;54;43;67;-11;1;5;2.24243963799381;Kondo et al. (2022);Experiment 1;Orientation
8;123;128;-69;5;1;5;0.845865131996106;Kondo et al. (2022);Experiment 1;Orientation
8;112;119;11;7;1;5;1.60919830799685;Kondo et al. (2022);Experiment 1;Orientation
8;40;36;72;-4;1;5;1.64408719001221;Kondo et al. (2022);Experiment 1;Orientation
8;164;153;56;-11;1;5;1.94364859900088;Kondo et al. (2022);Experiment 1;Orientation
8;130;127;34;-3;1;5;1.07105801199214;Kondo et al. (2022);Experiment 1;Orientation
8;122;130;8;8;1;5;1.66189911800029;Kondo et al. (2022);Experiment 1;Orientation
8;138;139;-16;1;1;5;1.23058935299923;Kondo et al. (2022);Experiment 1;Orientation
8;137;142;1;5;1;5;1.38711992299068;Kondo et al. (2022);Experiment 1;Orientation
8;36;37;-79;1;1;5;0.570129800995346;Kondo et al. (2022);Experiment 1;Orientation
8;9;5;27;-4;1;5;1.98848071000248;Kondo et al. (2022);Experiment 1;Orientation
8;93;95;-84;2;1;5;1.81030692000058;Kondo et al. (2022);Experiment 1;Orientation
8;63;42;30;-21;1;5;1.66767029301263;Kondo et al. (2022);Experiment 1;Orientation
8;172;0;71;8;1;5;1.72229270800017;Kondo et al. (2022);Experiment 1;Orientation
8;143;149;29;6;1;5;1.1813841760013;Kondo et al. (2022);Experiment 1;Orientation
8;99;102;44;3;1;5;1.04588922399853;Kondo et al. (2022);Experiment 1;Orientation
8;33;28;66;-5;1;5;0.809666278000805;Kondo et al. (2022);Experiment 1;Orientation
8;152;159;61;7;1;5;1.69944628499798;Kondo et al. (2022);Experiment 1;Orientation
8;56;46;-84;-10;1;5;1.17150082699663;Kondo et al. (2022);Experiment 1;Orientation
8;42;31;14;-11;1;5;0.814207251009066;Kondo et al. (2022);Experiment 1;Orientation
8;179;178;43;-1;1;5;1.84789182699751;Kondo et al. (2022);Experiment 1;Orientation
8;16;17;-17;1;1;5;0.977514872996835;Kondo et al. (2022);Experiment 1;Orientation
8;49;48;-33;-1;1;5;1.74573944200529;Kondo et al. (2022);Experiment 1;Orientation
8;159;166;70;7;1;5;1.42545968601189;Kondo et al. (2022);Experiment 1;Orientation
8;70;68;89;-2;1;5;1.93763603799744;Kondo et al. (2022);Experiment 1;Orientation
8;116;120;-46;4;1;5;1.60190285000135;Kondo et al. (2022);Experiment 1;Orientation
8;7;14;-71;7;1;5;1.83759449099307;Kondo et al. (2022);Experiment 1;Orientation
8;90;85;-83;-5;1;5;1.36883556700195;Kondo et al. (2022);Experiment 1;Orientation
8;48;33;42;-15;1;5;0.714779098998406;Kondo et al. (2022);Experiment 1;Orientation
8;113;114;-65;1;1;5;0.896989052998833;Kondo et al. (2022);Experiment 1;Orientation
8;149;149;-36;0;1;5;2.1138078780059;Kondo et al. (2022);Experiment 1;Orientation
8;12;7;-43;-5;1;5;1.4395478410006;Kondo et al. (2022);Experiment 1;Orientation
8;86;82;-74;-4;1;5;2.01970322900161;Kondo et al. (2022);Experiment 1;Orientation
8;4;3;82;-1;1;5;1.66714320499159;Kondo et al. (2022);Experiment 1;Orientation
8;42;39;-38;-3;1;5;1.73702885600505;Kondo et al. (2022);Experiment 1;Orientation
8;119;138;-77;19;1;5;2.18465801500133;Kondo et al. (2022);Experiment 1;Orientation
8;177;0;-58;3;1;5;1.24142393399961;Kondo et al. (2022);Experiment 1;Orientation
8;63;64;-66;1;1;5;0.901568689994747;Kondo et al. (2022);Experiment 1;Orientation
8;99;103;-36;4;1;5;3.17378924399964;Kondo et al. (2022);Experiment 1;Orientation
8;53;40;46;-13;1;5;2.08700756200415;Kondo et al. (2022);Experiment 1;Orientation
8;107;108;-54;1;1;5;0.75346971199906;Kondo et al. (2022);Experiment 1;Orientation
8;12;14;-85;2;1;5;1.43958197400207;Kondo et al. (2022);Experiment 1;Orientation
8;166;169;26;3;1;5;2.81926550500793;Kondo et al. (2022);Experiment 1;Orientation
8;114;109;52;-5;1;5;1.19574608599942;Kondo et al. (2022);Experiment 1;Orientation
8;11;9;-77;-2;1;6;1.27349384000991;Kondo et al. (2022);Experiment 1;Orientation
8;53;63;-42;10;1;6;1.26331125800789;Kondo et al. (2022);Experiment 1;Orientation
8;55;43;-2;-12;1;6;1.79904821599484;Kondo et al. (2022);Experiment 1;Orientation
8;8;10;47;2;1;6;1.2911996269977;Kondo et al. (2022);Experiment 1;Orientation
8;73;64;-65;-9;1;6;1.2045278789883;Kondo et al. (2022);Experiment 1;Orientation
8;98;110;-25;12;1;6;1.28929712400713;Kondo et al. (2022);Experiment 1;Orientation
8;7;4;-89;-3;1;6;1.05088971900113;Kondo et al. (2022);Experiment 1;Orientation
8;21;11;-14;-10;1;6;1.72401150398946;Kondo et al. (2022);Experiment 1;Orientation
8;173;175;28;2;1;6;2.05718326299393;Kondo et al. (2022);Experiment 1;Orientation
8;95;92;78;-3;1;6;1.16842727499898;Kondo et al. (2022);Experiment 1;Orientation
8;26;25;69;-1;1;6;1.73117891998845;Kondo et al. (2022);Experiment 1;Orientation
8;86;67;-60;-19;1;6;2.10096903900558;Kondo et al. (2022);Experiment 1;Orientation
8;67;61;19;-6;1;6;1.60414828399371;Kondo et al. (2022);Experiment 1;Orientation
8;102;103;-35;1;1;6;1.28836360099376;Kondo et al. (2022);Experiment 1;Orientation
8;25;16;77;-9;1;6;1.6354631990107;Kondo et al. (2022);Experiment 1;Orientation
8;29;31;-4;2;1;6;1.43228593601089;Kondo et al. (2022);Experiment 1;Orientation
8;138;143;71;5;1;6;1.51034026000707;Kondo et al. (2022);Experiment 1;Orientation
8;43;36;-85;-7;1;6;1.54013826599112;Kondo et al. (2022);Experiment 1;Orientation
8;53;48;-10;-5;1;6;1.79681352899934;Kondo et al. (2022);Experiment 1;Orientation
8;58;53;-5;-5;1;6;1.10472304398718;Kondo et al. (2022);Experiment 1;Orientation
8;152;169;86;17;1;6;1.69676174898632;Kondo et al. (2022);Experiment 1;Orientation
8;12;15;-40;3;1;6;0.843176213995321;Kondo et al. (2022);Experiment 1;Orientation
8;71;68;-59;-3;1;6;2.27110488699691;Kondo et al. (2022);Experiment 1;Orientation
8;138;146;-67;8;1;6;0.940775463008322;Kondo et al. (2022);Experiment 1;Orientation
8;59;53;79;-6;1;6;1.22019366899622;Kondo et al. (2022);Experiment 1;Orientation
8;136;135;-77;-1;1;6;1.04477209800098;Kondo et al. (2022);Experiment 1;Orientation
8;30;21;-74;-9;1;6;1.36039575000177;Kondo et al. (2022);Experiment 1;Orientation
8;16;15;14;-1;1;6;1.30025677999947;Kondo et al. (2022);Experiment 1;Orientation
8;119;110;77;-9;1;6;1.85171776601055;Kondo et al. (2022);Experiment 1;Orientation
8;148;155;-29;7;1;6;1.33449379500234;Kondo et al. (2022);Experiment 1;Orientation
8;20;10;-52;-10;1;6;2.1444014430017;Kondo et al. (2022);Experiment 1;Orientation
8;144;137;56;-7;1;6;1.03228889999446;Kondo et al. (2022);Experiment 1;Orientation
8;171;161;-27;-10;1;6;1.33458260301268;Kondo et al. (2022);Experiment 1;Orientation
8;122;119;49;-3;1;6;1.54455762900761;Kondo et al. (2022);Experiment 1;Orientation
8;105;113;17;8;1;6;1.1360562859918;Kondo et al. (2022);Experiment 1;Orientation
8;48;27;57;-21;1;6;2.02630322499317;Kondo et al. (2022);Experiment 1;Orientation
8;111;114;-63;3;1;6;0.594361290990491;Kondo et al. (2022);Experiment 1;Orientation
8;125;129;-14;4;1;6;1.53644924001128;Kondo et al. (2022);Experiment 1;Orientation
8;121;117;4;-4;1;6;1.72248352298629;Kondo et al. (2022);Experiment 1;Orientation
8;90;66;31;-24;1;6;1.42267506600183;Kondo et al. (2022);Experiment 1;Orientation
8;177;2;-87;5;1;6;0.926961823002785;Kondo et al. (2022);Experiment 1;Orientation
8;23;14;-26;-9;1;6;1.47418408800149;Kondo et al. (2022);Experiment 1;Orientation
8;32;26;-9;-6;1;6;1.17609402901144;Kondo et al. (2022);Experiment 1;Orientation
8;55;56;-23;1;1;6;2.05761234200327;Kondo et al. (2022);Experiment 1;Orientation
8;133;132;-78;-1;1;6;0.954120739988866;Kondo et al. (2022);Experiment 1;Orientation
8;13;11;-60;-2;1;6;2.5206891560083;Kondo et al. (2022);Experiment 1;Orientation
8;98;91;-85;-7;1;6;2.66765396400297;Kondo et al. (2022);Experiment 1;Orientation
8;154;152;-56;-2;1;6;1.29863185799331;Kondo et al. (2022);Experiment 1;Orientation
8;82;76;72;-6;1;6;1.51372715800244;Kondo et al. (2022);Experiment 1;Orientation
8;120;120;-38;0;1;6;1.26391128299292;Kondo et al. (2022);Experiment 1;Orientation
8;164;160;-44;-4;1;7;1.10182438400807;Kondo et al. (2022);Experiment 1;Orientation
8;32;30;-48;-2;1;7;1.50896615600504;Kondo et al. (2022);Experiment 1;Orientation
8;71;68;-39;-3;1;7;1.49976148200221;Kondo et al. (2022);Experiment 1;Orientation
8;90;97;-19;7;1;7;1.47569198999554;Kondo et al. (2022);Experiment 1;Orientation
8;9;12;81;3;1;7;1.00110484099423;Kondo et al. (2022);Experiment 1;Orientation
8;133;137;56;4;1;7;2.0458175100066;Kondo et al. (2022);Experiment 1;Orientation
8;112;108;21;-4;1;7;1.16190109899617;Kondo et al. (2022);Experiment 1;Orientation
8;4;3;-72;-1;1;7;1.52617042699421;Kondo et al. (2022);Experiment 1;Orientation
8;28;25;-24;-3;1;7;1.21687616899726;Kondo et al. (2022);Experiment 1;Orientation
8;81;71;-53;-10;1;7;2.26537818400539;Kondo et al. (2022);Experiment 1;Orientation
8;37;31;44;-6;1;7;2.36085523500515;Kondo et al. (2022);Experiment 1;Orientation
8;109;106;-72;-3;1;7;2.56504224899982;Kondo et al. (2022);Experiment 1;Orientation
8;102;106;7;4;1;7;0.609296577007626;Kondo et al. (2022);Experiment 1;Orientation
8;74;69;28;-5;1;7;0.89116393099539;Kondo et al. (2022);Experiment 1;Orientation
8;178;2;76;4;1;7;1.1975268630049;Kondo et al. (2022);Experiment 1;Orientation
8;32;30;-34;-2;1;7;0.753224900996429;Kondo et al. (2022);Experiment 1;Orientation
8;109;107;-77;-2;1;7;0.975135489992681;Kondo et al. (2022);Experiment 1;Orientation
8;30;30;79;0;1;7;1.44073882400698;Kondo et al. (2022);Experiment 1;Orientation
8;6;16;24;10;1;7;1.26869332398928;Kondo et al. (2022);Experiment 1;Orientation
8;31;22;-25;-9;1;7;1.77041828099755;Kondo et al. (2022);Experiment 1;Orientation
8;86;82;-55;-4;1;7;2.19719183299458;Kondo et al. (2022);Experiment 1;Orientation
8;23;16;63;-7;1;7;2.85707980299776;Kondo et al. (2022);Experiment 1;Orientation
8;57;53;-34;-4;1;7;2.20116644899826;Kondo et al. (2022);Experiment 1;Orientation
8;111;112;-54;1;1;7;1.47733174799941;Kondo et al. (2022);Experiment 1;Orientation
8;28;25;83;-3;1;7;2.16118588000245;Kondo et al. (2022);Experiment 1;Orientation
8;130;144;78;14;1;7;1.89263378600299;Kondo et al. (2022);Experiment 1;Orientation
8;178;176;-48;-2;1;7;2.93433910400199;Kondo et al. (2022);Experiment 1;Orientation
8;94;88;84;-6;1;7;3.57746450099512;Kondo et al. (2022);Experiment 1;Orientation
8;133;146;-39;13;1;7;1.72897618199931;Kondo et al. (2022);Experiment 1;Orientation
8;158;153;-25;-5;1;7;2.41094273400086;Kondo et al. (2022);Experiment 1;Orientation
8;103;103;55;0;1;7;0.924984980010777;Kondo et al. (2022);Experiment 1;Orientation
8;121;116;-18;-5;1;7;0.841467976992135;Kondo et al. (2022);Experiment 1;Orientation
8;83;66;38;-17;1;7;1.82110484800069;Kondo et al. (2022);Experiment 1;Orientation
8;33;32;50;-1;1;7;1.52408570000262;Kondo et al. (2022);Experiment 1;Orientation
8;119;117;-86;-2;1;7;1.22535555899958;Kondo et al. (2022);Experiment 1;Orientation
8;22;17;-83;-5;1;7;1.45786801799841;Kondo et al. (2022);Experiment 1;Orientation
8;12;10;10;-2;1;7;1.21607402000518;Kondo et al. (2022);Experiment 1;Orientation
8;20;18;-8;-2;1;7;1.04112297199026;Kondo et al. (2022);Experiment 1;Orientation
8;162;161;38;-1;1;7;1.26061159900564;Kondo et al. (2022);Experiment 1;Orientation
8;97;102;65;5;1;7;0.86938213299436;Kondo et al. (2022);Experiment 1;Orientation
8;29;19;68;-10;1;7;1.3071516899945;Kondo et al. (2022);Experiment 1;Orientation
8;17;11;12;-6;1;7;1.48829037499672;Kondo et al. (2022);Experiment 1;Orientation
8;58;50;-41;-8;1;7;1.62685967001016;Kondo et al. (2022);Experiment 1;Orientation
8;44;35;14;-9;1;7;0.761515257996507;Kondo et al. (2022);Experiment 1;Orientation
8;127;135;-83;8;1;7;1.58107681300316;Kondo et al. (2022);Experiment 1;Orientation
8;59;61;68;2;1;7;1.14943809699616;Kondo et al. (2022);Experiment 1;Orientation
8;78;75;-19;-3;1;7;1.07540007500211;Kondo et al. (2022);Experiment 1;Orientation
8;10;10;68;0;1;7;1.2564473169914;Kondo et al. (2022);Experiment 1;Orientation
8;158;156;32;-2;1;7;1.08127003200934;Kondo et al. (2022);Experiment 1;Orientation
8;160;156;-2;-4;1;7;1.20469140500063;Kondo et al. (2022);Experiment 1;Orientation
8;48;45;-68;-3;1;8;2.08050409698626;Kondo et al. (2022);Experiment 1;Orientation
8;25;36;23;11;1;8;1.52474305400392;Kondo et al. (2022);Experiment 1;Orientation
8;85;73;-60;-12;1;8;1.76053041199339;Kondo et al. (2022);Experiment 1;Orientation
8;128;133;-43;5;1;8;1.27665113798867;Kondo et al. (2022);Experiment 1;Orientation
8;77;70;51;-7;1;8;1.85707830400497;Kondo et al. (2022);Experiment 1;Orientation
8;3;6;74;3;1;8;1.66479851100303;Kondo et al. (2022);Experiment 1;Orientation
8;75;66;-72;-9;1;8;1.75241756299511;Kondo et al. (2022);Experiment 1;Orientation
8;122;112;-47;-10;1;8;2.52623056199809;Kondo et al. (2022);Experiment 1;Orientation
8;4;10;-62;6;1;8;2.23251387300843;Kondo et al. (2022);Experiment 1;Orientation
8;146;164;38;18;1;8;2.19084433300304;Kondo et al. (2022);Experiment 1;Orientation
8;6;10;-40;4;1;8;1.13249535800423;Kondo et al. (2022);Experiment 1;Orientation
8;4;5;2;1;1;8;1.08652849799546;Kondo et al. (2022);Experiment 1;Orientation
8;158;157;26;-1;1;8;0.658152286996483;Kondo et al. (2022);Experiment 1;Orientation
8;80;74;78;-6;1;8;1.78624743099499;Kondo et al. (2022);Experiment 1;Orientation
8;26;23;54;-3;1;8;1.41852177599503;Kondo et al. (2022);Experiment 1;Orientation
8;105;104;-79;-1;1;8;1.50701816999936;Kondo et al. (2022);Experiment 1;Orientation
8;179;179;-74;0;1;8;1.60032120699179;Kondo et al. (2022);Experiment 1;Orientation
8;86;79;-87;-7;1;8;2.43634720599221;Kondo et al. (2022);Experiment 1;Orientation
8;114;109;-28;-5;1;8;1.83428048300266;Kondo et al. (2022);Experiment 1;Orientation
8;169;171;-55;2;1;8;0.824307554008556;Kondo et al. (2022);Experiment 1;Orientation
8;169;165;0;-4;1;8;1.39208720199531;Kondo et al. (2022);Experiment 1;Orientation
8;159;147;10;-12;1;8;1.92666934299632;Kondo et al. (2022);Experiment 1;Orientation
8;130;126;29;-4;1;8;3.09848417300964;Kondo et al. (2022);Experiment 1;Orientation
8;142;154;-12;12;1;8;1.35361028600892;Kondo et al. (2022);Experiment 1;Orientation
8;4;178;-42;-6;1;8;1.02406944100221;Kondo et al. (2022);Experiment 1;Orientation
8;78;79;-74;1;1;8;0.808788463007659;Kondo et al. (2022);Experiment 1;Orientation
8;118;105;-40;-13;1;8;2.22650337999221;Kondo et al. (2022);Experiment 1;Orientation
8;74;76;44;2;1;8;2.11453931500728;Kondo et al. (2022);Experiment 1;Orientation
8;28;23;46;-5;1;8;2.08831710999948;Kondo et al. (2022);Experiment 1;Orientation
8;23;25;5;2;1;8;1.09853733700584;Kondo et al. (2022);Experiment 1;Orientation
8;111;110;-88;-1;1;8;1.57760112200049;Kondo et al. (2022);Experiment 1;Orientation
8;54;43;57;-11;1;8;1.06676479100133;Kondo et al. (2022);Experiment 1;Orientation
8;169;169;65;0;1;8;2.05081103299744;Kondo et al. (2022);Experiment 1;Orientation
8;40;46;-51;6;1;8;1.71643713799131;Kondo et al. (2022);Experiment 1;Orientation
8;73;64;-33;-9;1;8;0.746473577994038;Kondo et al. (2022);Experiment 1;Orientation
8;57;46;16;-11;1;8;1.49047106799844;Kondo et al. (2022);Experiment 1;Orientation
8;124;127;-67;3;1;8;1.82823229399219;Kondo et al. (2022);Experiment 1;Orientation
8;41;23;83;-18;1;8;1.5623760449962;Kondo et al. (2022);Experiment 1;Orientation
8;122;126;-81;4;1;8;2.14184219899471;Kondo et al. (2022);Experiment 1;Orientation
8;147;164;-25;17;1;8;4.66987804000382;Kondo et al. (2022);Experiment 1;Orientation
8;85;75;62;-10;1;8;1.34085785300704;Kondo et al. (2022);Experiment 1;Orientation
8;78;66;7;-12;1;8;1.412789968992;Kondo et al. (2022);Experiment 1;Orientation
8;109;129;-31;20;1;8;5.59064983800636;Kondo et al. (2022);Experiment 1;Orientation
8;176;175;-67;-1;1;8;0.660095785002341;Kondo et al. (2022);Experiment 1;Orientation
8;81;75;-85;-6;1;8;1.30837914900621;Kondo et al. (2022);Experiment 1;Orientation
8;141;145;-60;4;1;8;1.40216081900871;Kondo et al. (2022);Experiment 1;Orientation
8;37;31;-76;-6;1;8;1.50202835300297;Kondo et al. (2022);Experiment 1;Orientation
8;133;125;84;-8;1;8;0.438002344002598;Kondo et al. (2022);Experiment 1;Orientation
8;54;48;79;-6;1;8;1.64230643901101;Kondo et al. (2022);Experiment 1;Orientation
8;172;178;62;6;1;8;1.57406904999516;Kondo et al. (2022);Experiment 1;Orientation
8;121;132;51;11;1;9;2.88778604699473;Kondo et al. (2022);Experiment 1;Orientation
8;92;86;29;-6;1;9;0.873109265012317;Kondo et al. (2022);Experiment 1;Orientation
8;94;92;-2;-2;1;9;2.73525048400916;Kondo et al. (2022);Experiment 1;Orientation
8;143;140;-49;-3;1;9;1.0409970789915;Kondo et al. (2022);Experiment 1;Orientation
8;134;138;9;4;1;9;1.80495325398806;Kondo et al. (2022);Experiment 1;Orientation
8;175;166;-41;-9;1;9;1.2654526559927;Kondo et al. (2022);Experiment 1;Orientation
8;136;127;39;-9;1;9;0.577266287000384;Kondo et al. (2022);Experiment 1;Orientation
8;6;9;-50;3;1;9;1.88973580900347;Kondo et al. (2022);Experiment 1;Orientation
8;107;107;79;0;1;9;1.47590402100468;Kondo et al. (2022);Experiment 1;Orientation
8;86;82;21;-4;1;9;0.816992658001254;Kondo et al. (2022);Experiment 1;Orientation
8;85;72;1;-13;1;9;1.7612806570105;Kondo et al. (2022);Experiment 1;Orientation
8;57;53;28;-4;1;9;0.605798591001076;Kondo et al. (2022);Experiment 1;Orientation
8;140;149;-83;9;1;9;1.12914999898931;Kondo et al. (2022);Experiment 1;Orientation
8;59;43;81;-16;1;9;0.78778025500651;Kondo et al. (2022);Experiment 1;Orientation
8;141;158;-82;17;1;9;0.64958874801232;Kondo et al. (2022);Experiment 1;Orientation
8;109;110;32;1;1;9;2.15498687799845;Kondo et al. (2022);Experiment 1;Orientation
8;15;15;-86;0;1;9;2.05684827201185;Kondo et al. (2022);Experiment 1;Orientation
8;122;136;73;14;1;9;1.49747981299879;Kondo et al. (2022);Experiment 1;Orientation
8;74;55;48;-19;1;9;1.2332233920024;Kondo et al. (2022);Experiment 1;Orientation
8;2;2;72;0;1;9;0.847404147993075;Kondo et al. (2022);Experiment 1;Orientation
8;45;48;-43;3;1;9;0.77759647500352;Kondo et al. (2022);Experiment 1;Orientation
8;27;22;18;-5;1;9;0.977466890006326;Kondo et al. (2022);Experiment 1;Orientation
