obs;theta;resp;delta;error;cond;block;rt;study;experiment;stimulus
6;150;141;82;-9;1;9;1.11919563403353;Kondo et al. (2022);Experiment 3;Orientation
6;179;156;-29;-23;1;9;1.86681970697828;Kondo et al. (2022);Experiment 3;Orientation
6;45;43;-46;-2;1;9;0.643308319849893;Kondo et al. (2022);Experiment 3;Orientation
6;22;35;23;13;1;9;1.53440247802064;Kondo et al. (2022);Experiment 3;Orientation
6;59;63;-37;4;1;9;0.58612101408653;Kondo et al. (2022);Experiment 3;Orientation
6;115;122;-56;7;1;9;0.665714500006288;Kondo et al. (2022);Experiment 3;Orientation
6;33;42;82;9;1;9;1.36146278306842;Kondo et al. (2022);Experiment 3;Orientation
6;179;20;34;21;1;9;0.763938364107162;Kondo et al. (2022);Experiment 3;Orientation
6;58;43;-59;-15;1;9;1.2170834839344;Kondo et al. (2022);Experiment 3;Orientation
6;96;103;-38;7;1;9;1.74455929687247;Kondo et al. (2022);Experiment 3;Orientation
6;5;28;-89;23;1;9;0.792353688040748;Kondo et al. (2022);Experiment 3;Orientation
6;66;58;-61;-8;1;9;1.44606849388219;Kondo et al. (2022);Experiment 3;Orientation
6;161;146;85;-15;1;9;1.21050821291283;Kondo et al. (2022);Experiment 3;Orientation
6;102;125;59;23;1;9;1.55600023409352;Kondo et al. (2022);Experiment 3;Orientation
6;89;86;13;-3;1;9;0.592448644107208;Kondo et al. (2022);Experiment 3;Orientation
6;127;131;-38;4;1;9;1.5032639990095;Kondo et al. (2022);Experiment 3;Orientation
6;178;3;-51;5;1;9;2.09445372805931;Kondo et al. (2022);Experiment 3;Orientation
6;83;80;-85;-3;1;9;1.76107274508104;Kondo et al. (2022);Experiment 3;Orientation
6;95;93;-12;-2;1;9;1.54826641781256;Kondo et al. (2022);Experiment 3;Orientation
6;157;157;-62;0;1;9;0.955390856135637;Kondo et al. (2022);Experiment 3;Orientation
6;174;1;-17;7;1;9;1.8722696909681;Kondo et al. (2022);Experiment 3;Orientation
6;136;145;38;9;1;9;1.58286169380881;Kondo et al. (2022);Experiment 3;Orientation
6;21;49;-65;28;1;9;1.94327340903692;Kondo et al. (2022);Experiment 3;Orientation
6;119;135;82;16;1;9;0.678748267004266;Kondo et al. (2022);Experiment 3;Orientation
6;93;89;26;-4;1;9;1.6986387190409;Kondo et al. (2022);Experiment 3;Orientation
6;79;72;14;-7;1;9;1.73035923484713;Kondo et al. (2022);Experiment 3;Orientation
6;87;77;-8;-10;1;9;1.78059609606862;Kondo et al. (2022);Experiment 3;Orientation
6;133;109;-46;-24;1;9;1.41265577101149;Kondo et al. (2022);Experiment 3;Orientation
6;119;112;14;-7;1;9;1.29506721999496;Kondo et al. (2022);Experiment 3;Orientation
6;95;92;24;-3;1;9;0.873303333995864;Kondo et al. (2022);Experiment 3;Orientation
6;173;166;-78;-7;1;10;1.00663908896968;Kondo et al. (2022);Experiment 3;Orientation
6;90;88;83;-2;1;10;1.49064333201386;Kondo et al. (2022);Experiment 3;Orientation
6;127;137;-37;10;1;10;0.820919265039265;Kondo et al. (2022);Experiment 3;Orientation
6;97;110;30;13;1;10;1.48408239404671;Kondo et al. (2022);Experiment 3;Orientation
6;70;57;27;-13;1;10;1.57626270083711;Kondo et al. (2022);Experiment 3;Orientation
6;51;60;19;9;1;10;1.28046375000849;Kondo et al. (2022);Experiment 3;Orientation
6;176;140;55;-36;1;10;1.6046592509374;Kondo et al. (2022);Experiment 3;Orientation
6;71;64;-75;-7;1;10;1.48836079309694;Kondo et al. (2022);Experiment 3;Orientation
6;74;66;-3;-8;1;10;1.13826569588855;Kondo et al. (2022);Experiment 3;Orientation
6;123;115;-49;-8;1;10;1.58642348484136;Kondo et al. (2022);Experiment 3;Orientation
6;55;61;68;6;1;10;0.683085589902475;Kondo et al. (2022);Experiment 3;Orientation
6;168;150;67;-18;1;10;0.903655960923061;Kondo et al. (2022);Experiment 3;Orientation
6;158;155;10;-3;1;10;0.82941404893063;Kondo et al. (2022);Experiment 3;Orientation
6;108;126;50;18;1;10;1.29233696009032;Kondo et al. (2022);Experiment 3;Orientation
6;166;160;-58;-6;1;10;0.957992279203609;Kondo et al. (2022);Experiment 3;Orientation
6;137;138;29;1;1;10;1.09009373513982;Kondo et al. (2022);Experiment 3;Orientation
6;97;124;40;27;1;10;1.77987192617729;Kondo et al. (2022);Experiment 3;Orientation
6;46;45;51;-1;1;10;1.60398180386983;Kondo et al. (2022);Experiment 3;Orientation
6;71;50;-25;-21;1;10;1.42395164095797;Kondo et al. (2022);Experiment 3;Orientation
6;158;140;-87;-18;1;10;1.67202060203999;Kondo et al. (2022);Experiment 3;Orientation
6;96;100;62;4;1;10;1.3258278190624;Kondo et al. (2022);Experiment 3;Orientation
6;21;27;75;6;1;10;0.850106935016811;Kondo et al. (2022);Experiment 3;Orientation
6;79;60;-58;-19;1;10;1.19618969690055;Kondo et al. (2022);Experiment 3;Orientation
6;161;141;-82;-20;1;10;1.35304861189798;Kondo et al. (2022);Experiment 3;Orientation
6;160;162;1;2;1;10;1.28763174009509;Kondo et al. (2022);Experiment 3;Orientation
6;134;137;26;3;1;10;0.785885385004804;Kondo et al. (2022);Experiment 3;Orientation
6;82;71;52;-11;1;10;0.641611997038126;Kondo et al. (2022);Experiment 3;Orientation
6;152;138;-70;-14;1;10;1.15782025293447;Kondo et al. (2022);Experiment 3;Orientation
6;55;51;-83;-4;1;10;1.2179200919345;Kondo et al. (2022);Experiment 3;Orientation
6;15;36;40;21;1;10;1.31454949406907;Kondo et al. (2022);Experiment 3;Orientation
6;113;143;82;30;1;10;0.919872274855152;Kondo et al. (2022);Experiment 3;Orientation
6;137;143;-24;6;1;10;0.643330679042265;Kondo et al. (2022);Experiment 3;Orientation
6;111;120;26;9;1;10;0.808182936161757;Kondo et al. (2022);Experiment 3;Orientation
6;123;133;-12;10;1;10;1.32967232097872;Kondo et al. (2022);Experiment 3;Orientation
6;51;34;72;-17;1;10;1.02806764096022;Kondo et al. (2022);Experiment 3;Orientation
6;26;43;25;17;1;10;0.77824123413302;Kondo et al. (2022);Experiment 3;Orientation
6;64;59;-38;-5;1;10;1.36974850203842;Kondo et al. (2022);Experiment 3;Orientation
6;121;117;-57;-4;1;10;1.60345043404959;Kondo et al. (2022);Experiment 3;Orientation
6;40;45;81;5;1;10;1.65527406404726;Kondo et al. (2022);Experiment 3;Orientation
6;100;104;-60;4;1;10;1.6664044179488;Kondo et al. (2022);Experiment 3;Orientation
6;158;139;-58;-19;1;10;1.65549876191653;Kondo et al. (2022);Experiment 3;Orientation
6;64;67;-86;3;1;10;1.63313954183832;Kondo et al. (2022);Experiment 3;Orientation
6;7;30;57;23;1;10;1.52012061001733;Kondo et al. (2022);Experiment 3;Orientation
6;98;96;89;-2;1;10;1.25956917996518;Kondo et al. (2022);Experiment 3;Orientation
6;52;45;46;-7;1;10;1.62702626502141;Kondo et al. (2022);Experiment 3;Orientation
6;102;111;-50;9;1;10;1.34528339910321;Kondo et al. (2022);Experiment 3;Orientation
6;19;52;83;33;1;10;1.2422631920781;Kondo et al. (2022);Experiment 3;Orientation
6;50;48;-31;-2;1;10;1.10160718415864;Kondo et al. (2022);Experiment 3;Orientation
6;121;118;-71;-3;1;10;1.41332292999141;Kondo et al. (2022);Experiment 3;Orientation
6;129;128;-8;-1;1;10;1.76814134698361;Kondo et al. (2022);Experiment 3;Orientation
7;99;98;NaN;-1;1;1;1.61725387186743;Kondo et al. (2022);Experiment 3;Orientation
7;135;143;-36;8;1;1;0.537030478939414;Kondo et al. (2022);Experiment 3;Orientation
7;155;134;-20;-21;1;1;1.30474151181988;Kondo et al. (2022);Experiment 3;Orientation
7;136;128;19;-8;1;1;1.91019076202065;Kondo et al. (2022);Experiment 3;Orientation
7;36;51;-80;15;1;1;2.39528805715963;Kondo et al. (2022);Experiment 3;Orientation
7;142;136;74;-6;1;1;1.31430805986747;Kondo et al. (2022);Experiment 3;Orientation
7;177;177;-35;0;1;1;1.09612905001268;Kondo et al. (2022);Experiment 3;Orientation
7;15;26;-18;11;1;1;0.84684816817753;Kondo et al. (2022);Experiment 3;Orientation
7;127;132;68;5;1;1;1.4422009489499;Kondo et al. (2022);Experiment 3;Orientation
7;74;53;53;-21;1;1;1.18983621802181;Kondo et al. (2022);Experiment 3;Orientation
7;126;124;-52;-2;1;1;1.21981698507443;Kondo et al. (2022);Experiment 3;Orientation
7;50;34;76;-16;1;1;0.98003783589229;Kondo et al. (2022);Experiment 3;Orientation
7;41;164;9;-57;1;1;0.731782080139965;Kondo et al. (2022);Experiment 3;Orientation
7;101;100;-60;-1;1;1;0.669798949966207;Kondo et al. (2022);Experiment 3;Orientation
7;150;148;-49;-2;1;1;2.1317012810614;Kondo et al. (2022);Experiment 3;Orientation
7;143;144;7;1;1;1;0.813476918032393;Kondo et al. (2022);Experiment 3;Orientation
7;6;35;-43;29;1;1;0.744113419903442;Kondo et al. (2022);Experiment 3;Orientation
7;82;69;-76;-13;1;1;1.07162019400857;Kondo et al. (2022);Experiment 3;Orientation
7;96;117;-14;21;1;1;0.9415945392102;Kondo et al. (2022);Experiment 3;Orientation
7;28;25;68;-3;1;1;1.39039014978334;Kondo et al. (2022);Experiment 3;Orientation
7;120;127;88;7;1;1;1.63557982095517;Kondo et al. (2022);Experiment 3;Orientation
7;61;63;59;2;1;1;2.23424020898528;Kondo et al. (2022);Experiment 3;Orientation
7;82;71;-21;-11;1;1;1.77559696882963;Kondo et al. (2022);Experiment 3;Orientation
7;146;114;-64;-32;1;1;1.16955726617016;Kondo et al. (2022);Experiment 3;Orientation
7;11;18;-45;7;1;1;0.787452613934875;Kondo et al. (2022);Experiment 3;Orientation
7;176;173;15;-3;1;1;1.13825803413056;Kondo et al. (2022);Experiment 3;Orientation
7;103;103;73;0;1;1;1.39315060386434;Kondo et al. (2022);Experiment 3;Orientation
7;124;124;-21;0;1;1;0.902776178903878;Kondo et al. (2022);Experiment 3;Orientation
7;23;34;-79;11;1;1;0.807394638191909;Kondo et al. (2022);Experiment 3;Orientation
7;100;111;-77;11;1;1;1.41008969885297;Kondo et al. (2022);Experiment 3;Orientation
7;158;157;-58;-1;1;1;1.01066328096204;Kondo et al. (2022);Experiment 3;Orientation
7;2;7;-24;5;1;1;1.02890526806004;Kondo et al. (2022);Experiment 3;Orientation
7;161;137;21;-24;1;1;1.41939953016117;Kondo et al. (2022);Experiment 3;Orientation
7;106;117;55;11;1;1;1.81935750786215;Kondo et al. (2022);Experiment 3;Orientation
7;130;138;-24;8;1;1;1.43509411392733;Kondo et al. (2022);Experiment 3;Orientation
7;42;33;88;-9;1;1;0.945787113159895;Kondo et al. (2022);Experiment 3;Orientation
7;173;174;49;1;1;1;1.10522316396236;Kondo et al. (2022);Experiment 3;Orientation
7;132;141;41;9;1;1;0.801243123831227;Kondo et al. (2022);Experiment 3;Orientation
7;1;9;-49;8;1;1;1.29316958482377;Kondo et al. (2022);Experiment 3;Orientation
7;72;73;-71;1;1;1;2.53580454690382;Kondo et al. (2022);Experiment 3;Orientation
7;119;115;-47;-4;1;1;0.953760772012174;Kondo et al. (2022);Experiment 3;Orientation
7;14;23;-75;9;1;1;1.75961364293471;Kondo et al. (2022);Experiment 3;Orientation
7;35;29;-21;-6;1;1;1.02754608588293;Kondo et al. (2022);Experiment 3;Orientation
7;168;150;47;-18;1;1;1.37676648003981;Kondo et al. (2022);Experiment 3;Orientation
7;135;128;33;-7;1;1;0.608676510164514;Kondo et al. (2022);Experiment 3;Orientation
7;124;140;11;16;1;1;1.10667798412032;Kondo et al. (2022);Experiment 3;Orientation
7;151;135;-27;-16;1;1;1.11306671099737;Kondo et al. (2022);Experiment 3;Orientation
7;161;134;-10;-27;1;1;0.791603276971728;Kondo et al. (2022);Experiment 3;Orientation
7;53;50;-72;-3;1;1;1.5814166830387;Kondo et al. (2022);Experiment 3;Orientation
7;167;156;66;-11;1;1;0.596650441875681;Kondo et al. (2022);Experiment 3;Orientation
7;0;157;-13;-23;1;2;0.873852562857792;Kondo et al. (2022);Experiment 3;Orientation
7;24;19;-24;-5;1;2;1.21444285684265;Kondo et al. (2022);Experiment 3;Orientation
7;8;15;16;7;1;2;1.70502720517106;Kondo et al. (2022);Experiment 3;Orientation
7;132;147;56;15;1;2;1.63255123700947;Kondo et al. (2022);Experiment 3;Orientation
7;95;103;37;8;1;2;0.591384550090879;Kondo et al. (2022);Experiment 3;Orientation
7;131;128;-36;-3;1;2;0.700798371108249;Kondo et al. (2022);Experiment 3;Orientation
7;54;40;77;-14;1;2;0.772958603920415;Kondo et al. (2022);Experiment 3;Orientation
7;57;43;-3;-14;1;2;2.31876373686828;Kondo et al. (2022);Experiment 3;Orientation
7;69;60;-12;-9;1;2;1.34683961397968;Kondo et al. (2022);Experiment 3;Orientation
7;72;52;-3;-20;1;2;1.90432550990954;Kondo et al. (2022);Experiment 3;Orientation
7;95;102;-23;7;1;2;0.552132285898551;Kondo et al. (2022);Experiment 3;Orientation
7;56;51;39;-5;1;2;1.75925087998621;Kondo et al. (2022);Experiment 3;Orientation
7;48;50;8;2;1;2;1.09163327212445;Kondo et al. (2022);Experiment 3;Orientation
7;171;158;57;-13;1;2;1.51738089695573;Kondo et al. (2022);Experiment 3;Orientation
7;52;48;-61;-4;1;2;1.48121500900015;Kondo et al. (2022);Experiment 3;Orientation
7;42;39;10;-3;1;2;1.58034886303358;Kondo et al. (2022);Experiment 3;Orientation
7;160;141;62;-19;1;2;0.780236299848184;Kondo et al. (2022);Experiment 3;Orientation
7;133;144;27;11;1;2;1.1567305168137;Kondo et al. (2022);Experiment 3;Orientation
7;2;174;-49;-8;1;2;1.03301304788329;Kondo et al. (2022);Experiment 3;Orientation
7;130;135;52;5;1;2;1.21452667121775;Kondo et al. (2022);Experiment 3;Orientation
7;96;91;34;-5;1;2;0.960338328033686;Kondo et al. (2022);Experiment 3;Orientation
7;57;65;39;8;1;2;1.20449179410934;Kondo et al. (2022);Experiment 3;Orientation
7;147;140;-90;-7;1;2;0.983976721996441;Kondo et al. (2022);Experiment 3;Orientation
7;156;144;-9;-12;1;2;0.969067950034514;Kondo et al. (2022);Experiment 3;Orientation
7;0;170;-24;-10;1;2;0.970963965868577;Kondo et al. (2022);Experiment 3;Orientation
7;34;21;-34;-13;1;2;0.788549755001441;Kondo et al. (2022);Experiment 3;Orientation
7;68;61;-34;-7;1;2;1.04284644802101;Kondo et al. (2022);Experiment 3;Orientation
7;9;14;59;5;1;2;1.55007398803718;Kondo et al. (2022);Experiment 3;Orientation
7;124;128;65;4;1;2;1.38929006108083;Kondo et al. (2022);Experiment 3;Orientation
7;147;122;-23;-25;1;2;0.546774680027738;Kondo et al. (2022);Experiment 3;Orientation
7;113;118;34;5;1;2;0.962309891125187;Kondo et al. (2022);Experiment 3;Orientation
7;127;120;-14;-7;1;2;0.965813447954133;Kondo et al. (2022);Experiment 3;Orientation
7;104;128;23;24;1;2;1.01795703405514;Kondo et al. (2022);Experiment 3;Orientation
7;105;121;-1;16;1;2;1.89230658207089;Kondo et al. (2022);Experiment 3;Orientation
7;31;36;74;5;1;2;1.21466554701328;Kondo et al. (2022);Experiment 3;Orientation
7;101;104;-70;3;1;2;1.54461340606213;Kondo et al. (2022);Experiment 3;Orientation
7;76;59;25;-17;1;2;0.951598885003477;Kondo et al. (2022);Experiment 3;Orientation
7;21;22;55;1;1;2;1.80656942981295;Kondo et al. (2022);Experiment 3;Orientation
7;169;166;32;-3;1;2;0.562318685930222;Kondo et al. (2022);Experiment 3;Orientation
7;139;144;30;5;1;2;0.990270116133615;Kondo et al. (2022);Experiment 3;Orientation
7;95;75;44;-20;1;2;1.02057298994623;Kondo et al. (2022);Experiment 3;Orientation
7;173;166;-78;-7;1;2;1.46748427092098;Kondo et al. (2022);Experiment 3;Orientation
7;110;105;63;-5;1;2;0.86589618306607;Kondo et al. (2022);Experiment 3;Orientation
7;109;113;1;4;1;2;1.27486901194789;Kondo et al. (2022);Experiment 3;Orientation
7;60;59;49;-1;1;2;0.831716716988012;Kondo et al. (2022);Experiment 3;Orientation
7;156;95;84;-61;1;2;2.5176339589525;Kondo et al. (2022);Experiment 3;Orientation
7;164;130;-8;-34;1;2;1.75479024695233;Kondo et al. (2022);Experiment 3;Orientation
7;91;73;73;-18;1;2;0.935674851061776;Kondo et al. (2022);Experiment 3;Orientation
7;25;36;66;11;1;2;0.914103323826566;Kondo et al. (2022);Experiment 3;Orientation
7;129;118;76;-11;1;2;0.848825954133645;Kondo et al. (2022);Experiment 3;Orientation
7;144;137;-15;-7;1;3;0.988304964033887;Kondo et al. (2022);Experiment 3;Orientation
7;132;129;12;-3;1;3;1.05840054899454;Kondo et al. (2022);Experiment 3;Orientation
7;143;125;-11;-18;1;3;1.25910121994093;Kondo et al. (2022);Experiment 3;Orientation
7;123;113;20;-10;1;3;1.39488805108704;Kondo et al. (2022);Experiment 3;Orientation
7;162;141;-39;-21;1;3;1.54412036691792;Kondo et al. (2022);Experiment 3;Orientation
7;117;128;45;11;1;3;1.13595541007817;Kondo et al. (2022);Experiment 3;Orientation
7;21;35;-84;14;1;3;1.71386637492105;Kondo et al. (2022);Experiment 3;Orientation
7;36;53;-15;17;1;3;1.28065246203914;Kondo et al. (2022);Experiment 3;Orientation
7;59;45;-23;-14;1;3;2.25152383698151;Kondo et al. (2022);Experiment 3;Orientation
7;107;104;-48;-3;1;3;1.3336840190459;Kondo et al. (2022);Experiment 3;Orientation
7;15;35;-88;20;1;3;1.20764380600303;Kondo et al. (2022);Experiment 3;Orientation
7;2;18;13;16;1;3;1.47378024994396;Kondo et al. (2022);Experiment 3;Orientation
7;120;115;62;-5;1;3;2.79125150502659;Kondo et al. (2022);Experiment 3;Orientation
7;127;118;-7;-9;1;3;1.22213106998242;Kondo et al. (2022);Experiment 3;Orientation
7;84;61;43;-23;1;3;0.861539646051824;Kondo et al. (2022);Experiment 3;Orientation
7;142;138;-58;-4;1;3;1.7579017309472;Kondo et al. (2022);Experiment 3;Orientation
7;96;80;46;-16;1;3;0.977592382114381;Kondo et al. (2022);Experiment 3;Orientation
7;150;151;-54;1;1;3;0.984790670918301;Kondo et al. (2022);Experiment 3;Orientation
7;42;42;-72;0;1;3;0.79396428191103;Kondo et al. (2022);Experiment 3;Orientation
7;24;41;18;17;1;3;1.31895194621757;Kondo et al. (2022);Experiment 3;Orientation
7;31;35;-7;4;1;3;1.28325646114536;Kondo et al. (2022);Experiment 3;Orientation
7;134;123;77;-11;1;3;0.526692290091887;Kondo et al. (2022);Experiment 3;Orientation
7;174;155;-40;-19;1;3;2.05863061500713;Kondo et al. (2022);Experiment 3;Orientation
7;25;19;-31;-6;1;3;0.561579674948007;Kondo et al. (2022);Experiment 3;Orientation
7;50;38;-25;-12;1;3;1.50963481981307;Kondo et al. (2022);Experiment 3;Orientation
7;132;129;-82;-3;1;3;1.31582806888036;Kondo et al. (2022);Experiment 3;Orientation
7;142;133;-10;-9;1;3;1.05753641296178;Kondo et al. (2022);Experiment 3;Orientation
7;86;92;56;6;1;3;1.49733316991478;Kondo et al. (2022);Experiment 3;Orientation
7;34;37;52;3;1;3;2.11329553904943;Kondo et al. (2022);Experiment 3;Orientation
7;153;158;61;5;1;3;1.87969431909733;Kondo et al. (2022);Experiment 3;Orientation
7;155;146;-2;-9;1;3;1.035358407069;Kondo et al. (2022);Experiment 3;Orientation
7;60;48;-85;-12;1;3;1.36155279912055;Kondo et al. (2022);Experiment 3;Orientation
7;167;142;73;-25;1;3;1.42060122499242;Kondo et al. (2022);Experiment 3;Orientation
7;76;73;-89;-3;1;3;1.42958521889523;Kondo et al. (2022);Experiment 3;Orientation
7;147;152;-71;5;1;3;0.883442003047094;Kondo et al. (2022);Experiment 3;Orientation
7;76;91;71;15;1;3;1.67088258988224;Kondo et al. (2022);Experiment 3;Orientation
7;15;14;61;-1;1;3;1.41266908799298;Kondo et al. (2022);Experiment 3;Orientation
7;139;128;56;-11;1;3;0.887708303052932;Kondo et al. (2022);Experiment 3;Orientation
7;172;174;-33;2;1;3;0.569256638176739;Kondo et al. (2022);Experiment 3;Orientation
7;102;101;70;-1;1;3;1.59484586818144;Kondo et al. (2022);Experiment 3;Orientation
7;103;114;-1;11;1;3;1.59434342104942;Kondo et al. (2022);Experiment 3;Orientation
7;139;133;-36;-6;1;3;1.82233168114908;Kondo et al. (2022);Experiment 3;Orientation
7;75;61;64;-14;1;3;0.854879575083032;Kondo et al. (2022);Experiment 3;Orientation
7;167;160;88;-7;1;3;1.82539509399794;Kondo et al. (2022);Experiment 3;Orientation
7;115;108;52;-7;1;3;0.88094119890593;Kondo et al. (2022);Experiment 3;Orientation
7;1;172;-66;-9;1;3;1.30935254693031;Kondo et al. (2022);Experiment 3;Orientation
7;17;30;-16;13;1;3;1.68314432702027;Kondo et al. (2022);Experiment 3;Orientation
7;100;104;-83;4;1;3;2.15900933998637;Kondo et al. (2022);Experiment 3;Orientation
7;30;34;70;4;1;3;1.80291455890983;Kondo et al. (2022);Experiment 3;Orientation
7;76;74;-46;-2;1;3;1.45547072310001;Kondo et al. (2022);Experiment 3;Orientation
7;173;174;83;1;1;4;1.16095076710917;Kondo et al. (2022);Experiment 3;Orientation
7;142;145;31;3;1;4;1.86923520709388;Kondo et al. (2022);Experiment 3;Orientation
7;14;38;-52;24;1;4;0.818047147011384;Kondo et al. (2022);Experiment 3;Orientation
7;131;118;63;-13;1;4;1.73054278409109;Kondo et al. (2022);Experiment 3;Orientation
7;62;62;69;0;1;4;0.853505922947079;Kondo et al. (2022);Experiment 3;Orientation
7;143;128;-81;-15;1;4;0.847530600149184;Kondo et al. (2022);Experiment 3;Orientation
7;42;37;-79;-5;1;4;1.29655285994522;Kondo et al. (2022);Experiment 3;Orientation
7;140;142;82;2;1;4;1.23381760180928;Kondo et al. (2022);Experiment 3;Orientation
7;125;131;15;6;1;4;2.07043512887321;Kondo et al. (2022);Experiment 3;Orientation
7;75;49;50;-26;1;4;2.21341139194556;Kondo et al. (2022);Experiment 3;Orientation
7;140;143;-65;3;1;4;1.49451808817685;Kondo et al. (2022);Experiment 3;Orientation
7;67;77;73;10;1;4;1.36880967812613;Kondo et al. (2022);Experiment 3;Orientation
7;120;138;-53;18;1;4;0.930937922792509;Kondo et al. (2022);Experiment 3;Orientation
7;158;155;-38;-3;1;4;1.30118340207264;Kondo et al. (2022);Experiment 3;Orientation
7;136;139;22;3;1;4;1.05259714298882;Kondo et al. (2022);Experiment 3;Orientation
7;154;163;-18;9;1;4;1.46228331211023;Kondo et al. (2022);Experiment 3;Orientation
7;16;28;-42;12;1;4;1.19161768793128;Kondo et al. (2022);Experiment 3;Orientation
7;109;112;87;3;1;4;1.89241114305332;Kondo et al. (2022);Experiment 3;Orientation
7;177;178;-68;1;1;4;2.47885706694797;Kondo et al. (2022);Experiment 3;Orientation
7;105;112;72;7;1;4;0.682933108182624;Kondo et al. (2022);Experiment 3;Orientation
7;144;143;-39;-1;1;4;2.34487994108349;Kondo et al. (2022);Experiment 3;Orientation
7;80;76;64;-4;1;4;0.94486361509189;Kondo et al. (2022);Experiment 3;Orientation
7;15;42;65;27;1;4;0.976476436946541;Kondo et al. (2022);Experiment 3;Orientation
7;24;33;-9;9;1;4;1.76098755188286;Kondo et al. (2022);Experiment 3;Orientation
7;110;111;-86;1;1;4;0.580945225199685;Kondo et al. (2022);Experiment 3;Orientation
7;98;121;12;23;1;4;0.980439967941493;Kondo et al. (2022);Experiment 3;Orientation
7;55;52;43;-3;1;4;0.996809490956366;Kondo et al. (2022);Experiment 3;Orientation
7;22;19;33;-3;1;4;1.05877498583868;Kondo et al. (2022);Experiment 3;Orientation
7;10;25;12;15;1;4;1.1943850601092;Kondo et al. (2022);Experiment 3;Orientation
7;61;49;-51;-12;1;4;1.76811581011862;Kondo et al. (2022);Experiment 3;Orientation
7;82;65;-21;-17;1;4;1.12242403696291;Kondo et al. (2022);Experiment 3;Orientation
7;166;171;-84;5;1;4;1.55867203208618;Kondo et al. (2022);Experiment 3;Orientation
7;53;38;-67;-15;1;4;1.22680262802169;Kondo et al. (2022);Experiment 3;Orientation
7;166;168;67;2;1;4;1.00226206006482;Kondo et al. (2022);Experiment 3;Orientation
7;52;52;-66;0;1;4;0.798589739948511;Kondo et al. (2022);Experiment 3;Orientation
7;162;154;70;-8;1;4;1.34685360197909;Kondo et al. (2022);Experiment 3;Orientation
7;13;19;-31;6;1;4;0.907332331873477;Kondo et al. (2022);Experiment 3;Orientation
7;31;37;-18;6;1;4;1.62389486003667;Kondo et al. (2022);Experiment 3;Orientation
7;42;38;-11;-4;1;4;1.11949516599998;Kondo et al. (2022);Experiment 3;Orientation
7;125;143;-83;18;1;4;2.20489795599133;Kondo et al. (2022);Experiment 3;Orientation
7;146;150;-21;4;1;4;0.688955542864278;Kondo et al. (2022);Experiment 3;Orientation
7;21;27;-55;6;1;4;0.746019053971395;Kondo et al. (2022);Experiment 3;Orientation
7;43;23;-22;-20;1;4;1.04980669706129;Kondo et al. (2022);Experiment 3;Orientation
7;145;147;78;2;1;4;1.50926020788029;Kondo et al. (2022);Experiment 3;Orientation
7;157;150;-12;-7;1;4;1.78630983200856;Kondo et al. (2022);Experiment 3;Orientation
7;43;56;-66;13;1;4;2.29070690693334;Kondo et al. (2022);Experiment 3;Orientation
7;74;59;-31;-15;1;4;2.1481808850076;Kondo et al. (2022);Experiment 3;Orientation
7;45;64;29;19;1;4;1.01787973497994;Kondo et al. (2022);Experiment 3;Orientation
7;112;114;-67;2;1;4;1.53805711516179;Kondo et al. (2022);Experiment 3;Orientation
7;102;111;10;9;1;4;0.809507444966584;Kondo et al. (2022);Experiment 3;Orientation
7;139;128;-37;-11;1;5;1.17026795912534;Kondo et al. (2022);Experiment 3;Orientation
7;47;36;-88;-11;1;5;0.869050364010036;Kondo et al. (2022);Experiment 3;Orientation
7;177;8;50;11;1;5;1.13047164189629;Kondo et al. (2022);Experiment 3;Orientation
7;97;93;80;-4;1;5;0.811112992931157;Kondo et al. (2022);Experiment 3;Orientation
7;56;88;41;32;1;5;1.82203200994991;Kondo et al. (2022);Experiment 3;Orientation
7;2;167;54;-15;1;5;0.797825793968514;Kondo et al. (2022);Experiment 3;Orientation
7;94;121;88;27;1;5;0.892325731925666;Kondo et al. (2022);Experiment 3;Orientation
7;28;21;66;-7;1;5;1.55818643607199;Kondo et al. (2022);Experiment 3;Orientation
7;36;42;-8;6;1;5;2.1622099429369;Kondo et al. (2022);Experiment 3;Orientation
7;2;158;34;-24;1;5;0.942189237102866;Kondo et al. (2022);Experiment 3;Orientation
7;122;127;60;5;1;5;2.08534002187662;Kondo et al. (2022);Experiment 3;Orientation
7;152;144;-30;-8;1;5;1.57788998703472;Kondo et al. (2022);Experiment 3;Orientation
7;25;44;-53;19;1;5;1.02603028900921;Kondo et al. (2022);Experiment 3;Orientation
7;17;31;8;14;1;5;1.02629205002449;Kondo et al. (2022);Experiment 3;Orientation
7;88;136;-71;48;1;5;1.10530890501104;Kondo et al. (2022);Experiment 3;Orientation
7;147;138;-59;-9;1;5;0.842515374999493;Kondo et al. (2022);Experiment 3;Orientation
7;174;149;-27;-25;1;5;0.925764434970915;Kondo et al. (2022);Experiment 3;Orientation
7;167;144;7;-23;1;5;0.834308326011524;Kondo et al. (2022);Experiment 3;Orientation
7;97;112;70;15;1;5;1.08729687891901;Kondo et al. (2022);Experiment 3;Orientation
7;136;112;-39;-24;1;5;1.01023349980824;Kondo et al. (2022);Experiment 3;Orientation
7;20;10;-64;-10;1;5;0.715544235892594;Kondo et al. (2022);Experiment 3;Orientation
7;130;120;70;-10;1;5;1.17858142196201;Kondo et al. (2022);Experiment 3;Orientation
7;25;22;-75;-3;1;5;1.87387046799995;Kondo et al. (2022);Experiment 3;Orientation
