obs;theta;resp;error;rt;block;delta;trial;study;experiment;stimulus
6;53;17;-36;1.29498249999597;8;-51;158;Houborg et al. (2023);Experiment 2;Orientation
6;69;71;2;0.961387800009106;8;-16;159;Houborg et al. (2023);Experiment 2;Orientation
6;62;52;-10;1.22835009999108;8;7;160;Houborg et al. (2023);Experiment 2;Orientation
6;15;21;6;1.81226810000953;9;47;161;Houborg et al. (2023);Experiment 2;Orientation
6;17;23;6;1.061618000007;9;-2;162;Houborg et al. (2023);Experiment 2;Orientation
6;61;153;-88;1.29496849999123;9;-44;163;Houborg et al. (2023);Experiment 2;Orientation
6;119;74;-45;1.24488499999279;9;-58;164;Houborg et al. (2023);Experiment 2;Orientation
6;155;129;-26;1.22839390000445;9;-36;165;Houborg et al. (2023);Experiment 2;Orientation
6;28;10;-18;0.961361300011049;9;-53;166;Houborg et al. (2023);Experiment 2;Orientation
6;157;146;-11;0.978086200004327;9;51;167;Houborg et al. (2023);Experiment 2;Orientation
6;171;153;-18;1.71209519999684;9;-14;168;Houborg et al. (2023);Experiment 2;Orientation
6;90;87;-3;1.21170729999722;9;81;169;Houborg et al. (2023);Experiment 2;Orientation
6;9;171;-18;0.92819769999187;9;81;170;Houborg et al. (2023);Experiment 2;Orientation
6;159;149;-10;1.92878369998652;9;30;171;Houborg et al. (2023);Experiment 2;Orientation
6;155;137;-18;1.66207900000154;9;4;172;Houborg et al. (2023);Experiment 2;Orientation
6;52;80;28;1.47856279999542;9;-77;173;Houborg et al. (2023);Experiment 2;Orientation
6;176;175;-1;1.21168310000212;9;56;174;Houborg et al. (2023);Experiment 2;Orientation
6;131;136;5;1.14498250000179;9;45;175;Houborg et al. (2023);Experiment 2;Orientation
6;169;155;-14;0.861543999999412;9;-38;176;Houborg et al. (2023);Experiment 2;Orientation
6;153;163;10;1.1282624000014;9;16;177;Houborg et al. (2023);Experiment 2;Orientation
6;140;139;-1;1.47864050000499;9;13;178;Houborg et al. (2023);Experiment 2;Orientation
6;151;149;-2;0.711116400008905;9;-11;179;Houborg et al. (2023);Experiment 2;Orientation
6;162;177;15;1.01161770000181;9;-11;180;Houborg et al. (2023);Experiment 2;Orientation
6;173;172;-1;1.57880050000676;10;-11;181;Houborg et al. (2023);Experiment 2;Orientation
6;39;40;1;1.6787231000053;10;-46;182;Houborg et al. (2023);Experiment 2;Orientation
6;151;149;-2;0.844866899991757;10;68;183;Houborg et al. (2023);Experiment 2;Orientation
6;18;1;-17;0.928025800007163;10;-47;184;Houborg et al. (2023);Experiment 2;Orientation
6;58;23;-35;1.01153619999241;10;-40;185;Houborg et al. (2023);Experiment 2;Orientation
6;156;146;-10;0.92828219999501;10;82;186;Houborg et al. (2023);Experiment 2;Orientation
6;68;54;-14;1.16183519999322;10;88;187;Houborg et al. (2023);Experiment 2;Orientation
6;82;75;-7;1.52858850000484;10;-14;188;Houborg et al. (2023);Experiment 2;Orientation
6;130;115;-15;0.778182599999127;10;-48;189;Houborg et al. (2023);Experiment 2;Orientation
6;150;117;-33;1.47844819999591;10;-20;190;Houborg et al. (2023);Experiment 2;Orientation
6;52;127;75;1.57874940001057;10;-82;191;Houborg et al. (2023);Experiment 2;Orientation
6;178;166;-12;1.19487520000257;10;54;192;Houborg et al. (2023);Experiment 2;Orientation
6;142;138;-4;0.727801600005478;10;36;193;Houborg et al. (2023);Experiment 2;Orientation
6;176;175;-1;1.01152719999664;10;-34;194;Houborg et al. (2023);Experiment 2;Orientation
6;116;130;14;0.878176400001394;10;60;195;Houborg et al. (2023);Experiment 2;Orientation
6;8;177;-11;0.811354300007224;10;-72;196;Houborg et al. (2023);Experiment 2;Orientation
6;26;40;14;1.46184309999808;10;-18;197;Houborg et al. (2023);Experiment 2;Orientation
6;62;78;16;0.827942899995833;10;-36;198;Houborg et al. (2023);Experiment 2;Orientation
6;135;131;-4;0.911340299993753;10;-73;199;Houborg et al. (2023);Experiment 2;Orientation
6;168;151;-17;1.12823319999734;10;-33;200;Houborg et al. (2023);Experiment 2;Orientation
7;87;86;-1;2.21164209999552;1;NaN;1;Houborg et al. (2023);Experiment 2;Orientation
7;119;135;16;1.54519810000784;1;-32;2;Houborg et al. (2023);Experiment 2;Orientation
7;13;20;7;2.01224399999774;1;-74;3;Houborg et al. (2023);Experiment 2;Orientation
7;124;134;10;1.47851879999507;1;69;4;Houborg et al. (2023);Experiment 2;Orientation
7;19;26;7;1.41139689998818;1;-75;5;Houborg et al. (2023);Experiment 2;Orientation
7;132;153;21;1.76217550000001;1;67;6;Houborg et al. (2023);Experiment 2;Orientation
7;157;16;39;1.67872050000005;1;-25;7;Houborg et al. (2023);Experiment 2;Orientation
7;70;53;-17;0.944736200006446;1;87;8;Houborg et al. (2023);Experiment 2;Orientation
7;28;28;0;3.2465419999935;1;42;9;Houborg et al. (2023);Experiment 2;Orientation
7;126;168;42;4.380971400009;1;82;10;Houborg et al. (2023);Experiment 2;Orientation
7;150;164;14;1.8122022000025;1;-24;11;Houborg et al. (2023);Experiment 2;Orientation
7;1;5;4;1.47849979999592;1;-31;12;Houborg et al. (2023);Experiment 2;Orientation
7;50;18;-32;1.49529669999902;1;-49;13;Houborg et al. (2023);Experiment 2;Orientation
7;19;16;-3;2.02896310000506;1;31;14;Houborg et al. (2023);Experiment 2;Orientation
7;107;120;13;1.17848229999072;1;-88;15;Houborg et al. (2023);Experiment 2;Orientation
7;153;165;12;1.19484979999834;1;-46;16;Houborg et al. (2023);Experiment 2;Orientation
7;95;155;60;2.14576650000527;1;58;17;Houborg et al. (2023);Experiment 2;Orientation
7;148;160;12;1.96227400000498;1;-53;18;Houborg et al. (2023);Experiment 2;Orientation
7;56;63;7;2.46253879999858;1;-88;19;Houborg et al. (2023);Experiment 2;Orientation
7;6;20;14;1.34514020000643;1;50;20;Houborg et al. (2023);Experiment 2;Orientation
7;120;120;0;1.77887989999726;2;66;21;Houborg et al. (2023);Experiment 2;Orientation
7;90;92;2;1.12808719999157;2;30;22;Houborg et al. (2023);Experiment 2;Orientation
7;160;153;-7;1.52860900000087;2;-70;23;Houborg et al. (2023);Experiment 2;Orientation
7;142;157;15;1.37855069999932;2;18;24;Houborg et al. (2023);Experiment 2;Orientation
7;13;17;4;1.07813059999899;2;-51;25;Houborg et al. (2023);Experiment 2;Orientation
7;61;12;-49;1.92900660001033;2;-48;26;Houborg et al. (2023);Experiment 2;Orientation
7;99;103;4;1.46174109999265;2;-38;27;Houborg et al. (2023);Experiment 2;Orientation
7;79;72;-7;1.32834559999174;2;20;28;Houborg et al. (2023);Experiment 2;Orientation
7;139;137;-2;1.27838239999255;2;-60;29;Houborg et al. (2023);Experiment 2;Orientation
7;86;119;33;1.36197549999633;2;53;30;Houborg et al. (2023);Experiment 2;Orientation
7;106;107;1;1.51182539999718;2;-20;31;Houborg et al. (2023);Experiment 2;Orientation
7;133;142;9;3.36358110001311;2;-27;32;Houborg et al. (2023);Experiment 2;Orientation
7;119;133;14;1.56196049999562;2;14;33;Houborg et al. (2023);Experiment 2;Orientation
7;112;144;32;2.34589399999822;2;7;34;Houborg et al. (2023);Experiment 2;Orientation
7;96;46;-50;1.77877000000444;2;16;35;Houborg et al. (2023);Experiment 2;Orientation
7;134;148;14;1.07808060001116;2;-38;36;Houborg et al. (2023);Experiment 2;Orientation
7;138;136;-2;1.12827670000843;2;-4;37;Houborg et al. (2023);Experiment 2;Orientation
7;160;166;6;1.41183919999457;2;-22;38;Houborg et al. (2023);Experiment 2;Orientation
7;63;60;-3;3.51355670001067;2;-83;39;Houborg et al. (2023);Experiment 2;Orientation
7;94;133;39;1.3617804999958;2;-31;40;Houborg et al. (2023);Experiment 2;Orientation
7;105;134;29;4.4310289999994;3;-11;41;Houborg et al. (2023);Experiment 2;Orientation
7;134;136;2;1.19481410000299;3;-29;42;Houborg et al. (2023);Experiment 2;Orientation
7;49;43;-6;2.54613239999162;3;85;43;Houborg et al. (2023);Experiment 2;Orientation
7;92;152;60;1.34515300000203;3;-43;44;Houborg et al. (2023);Experiment 2;Orientation
7;138;124;-14;3.31337400000484;3;-46;45;Houborg et al. (2023);Experiment 2;Orientation
7;81;113;32;1.66203049999604;3;57;46;Houborg et al. (2023);Experiment 2;Orientation
7;107;134;27;1.97910700000648;3;-26;47;Houborg et al. (2023);Experiment 2;Orientation
7;129;135;6;1.39505960000679;3;-22;48;Houborg et al. (2023);Experiment 2;Orientation
7;62;38;-24;1.11162250000052;3;67;49;Houborg et al. (2023);Experiment 2;Orientation
7;78;74;-4;1.17842460000247;3;-16;50;Houborg et al. (2023);Experiment 2;Orientation
7;66;55;-11;1.31168050000269;3;12;51;Houborg et al. (2023);Experiment 2;Orientation
7;138;130;-8;1.29516590001003;3;-72;52;Houborg et al. (2023);Experiment 2;Orientation
7;14;17;3;1.17677999999432;3;-56;53;Houborg et al. (2023);Experiment 2;Orientation
7;86;81;-5;1.56205589999445;3;-72;54;Houborg et al. (2023);Experiment 2;Orientation
7;2;4;2;2.27922850000323;3;84;55;Houborg et al. (2023);Experiment 2;Orientation
7;97;98;1;1.36182589999225;3;85;56;Houborg et al. (2023);Experiment 2;Orientation
7;103;111;8;1.67889619999914;3;-6;57;Houborg et al. (2023);Experiment 2;Orientation
7;115;125;10;1.67870079999557;3;-12;58;Houborg et al. (2023);Experiment 2;Orientation
7;175;14;19;1.64524629998778;3;-60;59;Houborg et al. (2023);Experiment 2;Orientation
7;6;9;3;1.79519620000792;3;-11;60;Houborg et al. (2023);Experiment 2;Orientation
7;98;114;16;1.44500140000309;4;88;61;Houborg et al. (2023);Experiment 2;Orientation
7;118;120;2;1.47864190000109;4;-20;62;Houborg et al. (2023);Experiment 2;Orientation
7;175;174;-1;1.64539959999092;4;-57;63;Houborg et al. (2023);Experiment 2;Orientation
7;178;2;4;1.64539330000116;4;-3;64;Houborg et al. (2023);Experiment 2;Orientation
7;151;178;27;1.32857759999752;4;27;65;Houborg et al. (2023);Experiment 2;Orientation
7;45;32;-13;1.29501139999775;4;-74;66;Houborg et al. (2023);Experiment 2;Orientation
7;109;112;3;2.24550900000031;4;-64;67;Houborg et al. (2023);Experiment 2;Orientation
7;45;31;-14;2.91309859999456;4;64;68;Houborg et al. (2023);Experiment 2;Orientation
7;177;10;13;1.77875949999725;4;48;69;Houborg et al. (2023);Experiment 2;Orientation
7;10;17;7;0.994985099998303;4;-13;70;Houborg et al. (2023);Experiment 2;Orientation
7;77;108;31;1.36179819999961;4;-67;71;Houborg et al. (2023);Experiment 2;Orientation
7;157;141;-16;2.07911600000807;4;-80;72;Houborg et al. (2023);Experiment 2;Orientation
7;178;9;11;1.24489709999762;4;-21;73;Houborg et al. (2023);Experiment 2;Orientation
7;10;9;-1;1.67872660000285;4;-12;74;Houborg et al. (2023);Experiment 2;Orientation
7;117;158;41;1.52854559999832;4;73;75;Houborg et al. (2023);Experiment 2;Orientation
7;145;155;10;0.894819200009806;4;-28;76;Houborg et al. (2023);Experiment 2;Orientation
7;55;56;1;2.17920429998776;4;90;77;Houborg et al. (2023);Experiment 2;Orientation
7;168;172;4;1.92898149999382;4;67;78;Houborg et al. (2023);Experiment 2;Orientation
7;92;113;21;1.97896920000494;4;76;79;Houborg et al. (2023);Experiment 2;Orientation
7;50;47;-3;2.32925660000183;4;42;80;Houborg et al. (2023);Experiment 2;Orientation
7;86;74;-12;2.09586719999788;5;-36;81;Houborg et al. (2023);Experiment 2;Orientation
7;83;82;-1;1.04486729999189;5;3;82;Houborg et al. (2023);Experiment 2;Orientation
7;95;111;16;2.31265659999917;5;-12;83;Houborg et al. (2023);Experiment 2;Orientation
7;153;155;2;1.59520970001176;5;-58;84;Houborg et al. (2023);Experiment 2;Orientation
7;98;49;-49;1.61183140000503;5;55;85;Houborg et al. (2023);Experiment 2;Orientation
7;160;160;0;1.31181270000525;5;-62;86;Houborg et al. (2023);Experiment 2;Orientation
7;129;131;2;0.828151199995773;5;31;87;Houborg et al. (2023);Experiment 2;Orientation
7;20;18;-2;2.84635849999904;5;-71;88;Houborg et al. (2023);Experiment 2;Orientation
7;25;13;-12;1.59535340000002;5;-5;89;Houborg et al. (2023);Experiment 2;Orientation
7;89;93;4;1.77884689999337;5;-64;90;Houborg et al. (2023);Experiment 2;Orientation
7;22;22;0;1.77875110000605;5;67;91;Houborg et al. (2023);Experiment 2;Orientation
7;61;36;-25;1.31182589998934;5;-39;92;Houborg et al. (2023);Experiment 2;Orientation
7;126;145;19;1.76191570000083;5;-65;93;Houborg et al. (2023);Experiment 2;Orientation
7;83;66;-17;1.62881049999851;5;43;94;Houborg et al. (2023);Experiment 2;Orientation
7;139;158;19;1.42856069999107;5;-56;95;Houborg et al. (2023);Experiment 2;Orientation
7;51;50;-1;1.69524380000075;5;88;96;Houborg et al. (2023);Experiment 2;Orientation
7;12;16;4;1.32845349999843;5;39;97;Houborg et al. (2023);Experiment 2;Orientation
7;114;40;-74;2.81296379999549;5;78;98;Houborg et al. (2023);Experiment 2;Orientation
7;97;110;13;1.24504290000186;5;17;99;Houborg et al. (2023);Experiment 2;Orientation
7;80;68;-12;0.97817839999334;5;17;100;Houborg et al. (2023);Experiment 2;Orientation
7;31;29;-2;0.927962000001571;6;49;101;Houborg et al. (2023);Experiment 2;Orientation
7;144;151;7;0.727882699997281;6;67;102;Houborg et al. (2023);Experiment 2;Orientation
7;68;63;-5;1.31172610000067;6;76;103;Houborg et al. (2023);Experiment 2;Orientation
7;28;33;5;0.861368800004129;6;40;104;Houborg et al. (2023);Experiment 2;Orientation
7;67;60;-7;1.51186709999456;6;-39;105;Houborg et al. (2023);Experiment 2;Orientation
7;150;142;-8;0.928152899999986;6;-83;106;Houborg et al. (2023);Experiment 2;Orientation
7;157;171;14;1.72867300000507;6;-7;107;Houborg et al. (2023);Experiment 2;Orientation
7;17;33;16;1.62878260000434;6;-40;108;Houborg et al. (2023);Experiment 2;Orientation
7;137;153;16;1.7286574000027;6;60;109;Houborg et al. (2023);Experiment 2;Orientation
7;103;123;20;1.31183079999755;6;34;110;Houborg et al. (2023);Experiment 2;Orientation
7;1;3;2;1.39527860000089;6;-78;111;Houborg et al. (2023);Experiment 2;Orientation
7;177;3;6;1.47860049999144;6;4;112;Houborg et al. (2023);Experiment 2;Orientation
7;28;22;-6;1.54524079999828;6;-31;113;Houborg et al. (2023);Experiment 2;Orientation
7;82;59;-23;1.09488740000234;6;-54;114;Houborg et al. (2023);Experiment 2;Orientation
7;9;178;-11;2.04561000000103;6;73;115;Houborg et al. (2023);Experiment 2;Orientation
7;39;27;-12;1.42849429999478;6;-30;116;Houborg et al. (2023);Experiment 2;Orientation
7;65;32;-33;1.69554970000172;6;-26;117;Houborg et al. (2023);Experiment 2;Orientation
7;70;61;-9;1.04478199999721;6;-5;118;Houborg et al. (2023);Experiment 2;Orientation
7;134;145;11;1.0450364999997;6;-64;119;Houborg et al. (2023);Experiment 2;Orientation
7;112;118;6;1.26175669999793;6;22;120;Houborg et al. (2023);Experiment 2;Orientation
7;118;126;8;1.86229779999121;7;-6;121;Houborg et al. (2023);Experiment 2;Orientation
7;153;152;-1;0.694558399991365;7;-35;122;Houborg et al. (2023);Experiment 2;Orientation
7;113;120;7;1.11167179999757;7;40;123;Houborg et al. (2023);Experiment 2;Orientation
7;132;136;4;0.928080300000147;7;-19;124;Houborg et al. (2023);Experiment 2;Orientation
7;157;164;7;1.4953164000035;7;-25;125;Houborg et al. (2023);Experiment 2;Orientation
7;126;126;0;1.34517570000025;7;31;126;Houborg et al. (2023);Experiment 2;Orientation
7;66;37;-29;3.41346709999198;7;60;127;Houborg et al. (2023);Experiment 2;Orientation
7;134;144;10;1.54500460000418;7;-68;128;Houborg et al. (2023);Experiment 2;Orientation
7;27;25;-2;1.3451175000082;7;-73;129;Houborg et al. (2023);Experiment 2;Orientation
7;33;27;-6;2.81301990000065;7;-6;130;Houborg et al. (2023);Experiment 2;Orientation
7;7;17;10;1.67879230000835;7;26;131;Houborg et al. (2023);Experiment 2;Orientation
7;40;42;2;1.74546259999624;7;-33;132;Houborg et al. (2023);Experiment 2;Orientation
7;19;18;-1;1.76207399999839;7;21;133;Houborg et al. (2023);Experiment 2;Orientation
7;164;165;1;1.62873880000552;7;35;134;Houborg et al. (2023);Experiment 2;Orientation
7;8;17;9;1.91227230000368;7;-24;135;Houborg et al. (2023);Experiment 2;Orientation
7;64;69;5;1.71205580000242;7;-56;136;Houborg et al. (2023);Experiment 2;Orientation
7;33;14;-19;1.47871650000161;7;31;137;Houborg et al. (2023);Experiment 2;Orientation
7;65;58;-7;2.47945539999637;7;-32;138;Houborg et al. (2023);Experiment 2;Orientation
7;82;69;-13;1.42855369999597;7;-17;139;Houborg et al. (2023);Experiment 2;Orientation
7;55;41;-14;1.19521859999804;7;27;140;Houborg et al. (2023);Experiment 2;Orientation
7;57;47;-10;1.37853489999543;8;-2;141;Houborg et al. (2023);Experiment 2;Orientation
7;149;149;0;1.1114699000027;8;88;142;Houborg et al. (2023);Experiment 2;Orientation
7;160;170;10;1.52851819999341;8;-11;143;Houborg et al. (2023);Experiment 2;Orientation
7;4;15;11;1.37841379999008;8;-24;144;Houborg et al. (2023);Experiment 2;Orientation
7;151;161;10;1.62866469999426;8;33;145;Houborg et al. (2023);Experiment 2;Orientation
7;8;168;-20;3.11329160000605;8;-37;146;Houborg et al. (2023);Experiment 2;Orientation
7;158;164;6;1.6622628000041;8;30;147;Houborg et al. (2023);Experiment 2;Orientation
7;163;160;-3;1.82885720000195;8;-5;148;Houborg et al. (2023);Experiment 2;Orientation
7;6;13;7;1.4284570000018;8;-23;149;Houborg et al. (2023);Experiment 2;Orientation
7;169;160;-9;1.32844490000571;8;17;150;Houborg et al. (2023);Experiment 2;Orientation
7;128;139;11;1.87872910000442;8;41;151;Houborg et al. (2023);Experiment 2;Orientation
7;170;157;-13;1.74552729999414;8;-42;152;Houborg et al. (2023);Experiment 2;Orientation
7;168;165;-3;1.67837259999942;8;2;153;Houborg et al. (2023);Experiment 2;Orientation
7;87;81;-6;1.6621703000128;8;81;154;Houborg et al. (2023);Experiment 2;Orientation
7;92;101;9;1.99555840001267;8;-5;155;Houborg et al. (2023);Experiment 2;Orientation
7;63;67;4;3.54701169999316;8;29;156;Houborg et al. (2023);Experiment 2;Orientation
7;104;110;6;1.5451871999976;8;-41;157;Houborg et al. (2023);Experiment 2;Orientation
7;175;160;-15;1.57884449999256;8;-71;158;Houborg et al. (2023);Experiment 2;Orientation
7;30;36;6;1.61196039999777;8;-35;159;Houborg et al. (2023);Experiment 2;Orientation
7;10;22;12;1.79549819999374;8;20;160;Houborg et al. (2023);Experiment 2;Orientation
7;151;147;-4;1.16166330000851;9;39;161;Houborg et al. (2023);Experiment 2;Orientation
7;149;147;-2;1.54534840000269;9;2;162;Houborg et al. (2023);Experiment 2;Orientation
7;122;122;0;1.41189200000372;9;27;163;Houborg et al. (2023);Experiment 2;Orientation
7;131;126;-5;1.49667029999546;9;-9;164;Houborg et al. (2023);Experiment 2;Orientation
7;18;25;7;1.19509709998965;9;-67;165;Houborg et al. (2023);Experiment 2;Orientation
7;130;125;-5;1.21177779999562;9;68;166;Houborg et al. (2023);Experiment 2;Orientation
7;41;39;-2;1.17831620000652;9;89;167;Houborg et al. (2023);Experiment 2;Orientation
7;146;145;-1;2.31268350000028;9;75;168;Houborg et al. (2023);Experiment 2;Orientation
7;175;0;5;2.56228739999642;9;-29;169;Houborg et al. (2023);Experiment 2;Orientation
7;52;50;-2;0.794648900002358;9;-57;170;Houborg et al. (2023);Experiment 2;Orientation
7;13;25;12;2.59623369999463;9;39;171;Houborg et al. (2023);Experiment 2;Orientation
7;16;23;7;1.49531300000672;9;-3;172;Houborg et al. (2023);Experiment 2;Orientation
7;85;89;4;1.3283761000057;9;-69;173;Houborg et al. (2023);Experiment 2;Orientation
7;23;18;-5;1.14507400000002;9;62;174;Houborg et al. (2023);Experiment 2;Orientation
7;147;146;-1;1.24517420001212;9;56;175;Houborg et al. (2023);Experiment 2;Orientation
7;170;172;2;0.894738899994991;9;-23;176;Houborg et al. (2023);Experiment 2;Orientation
7;177;170;-7;1.24495259999821;9;-7;177;Houborg et al. (2023);Experiment 2;Orientation
7;114;132;18;0.961558199996944;9;63;178;Houborg et al. (2023);Experiment 2;Orientation
7;64;63;-1;1.24507869999798;9;50;179;Houborg et al. (2023);Experiment 2;Orientation
7;28;57;29;1.24512219999451;9;36;180;Houborg et al. (2023);Experiment 2;Orientation
7;129;113;-16;0.944685399997979;10;79;181;Houborg et al. (2023);Experiment 2;Orientation
7;32;23;-9;0.978369000004022;10;-83;182;Houborg et al. (2023);Experiment 2;Orientation
7;3;16;13;0.74462099999073;10;29;183;Houborg et al. (2023);Experiment 2;Orientation
7;76;68;-8;0.97823390000849;10;-73;184;Houborg et al. (2023);Experiment 2;Orientation
7;89;87;-2;1.57870159999584;10;-13;185;Houborg et al. (2023);Experiment 2;Orientation
7;101;107;6;0.994836300000316;10;-12;186;Houborg et al. (2023);Experiment 2;Orientation
7;76;65;-11;1.5620854000008;10;25;187;Houborg et al. (2023);Experiment 2;Orientation
7;11;24;13;0.994754700004705;10;65;188;Houborg et al. (2023);Experiment 2;Orientation
7;86;84;-2;1.21169110000483;10;-75;189;Houborg et al. (2023);Experiment 2;Orientation
7;153;15;42;1.76214469999832;10;-67;190;Houborg et al. (2023);Experiment 2;Orientation
7;34;24;-10;1.24484329999541;10;-61;191;Houborg et al. (2023);Experiment 2;Orientation
7;25;29;4;1.24496300000465;10;9;192;Houborg et al. (2023);Experiment 2;Orientation
7;132;135;3;1.12829300000158;10;73;193;Houborg et al. (2023);Experiment 2;Orientation
7;44;45;1;0.894734600005904;10;88;194;Houborg et al. (2023);Experiment 2;Orientation
7;27;32;5;1.36185540001316;10;17;195;Houborg et al. (2023);Experiment 2;Orientation
7;148;163;15;1.22844949999126;10;59;196;Houborg et al. (2023);Experiment 2;Orientation
7;150;155;5;1.34505220000574;10;-2;197;Houborg et al. (2023);Experiment 2;Orientation
7;55;51;-4;1.81234459999541;10;-85;198;Houborg et al. (2023);Experiment 2;Orientation
7;60;45;-15;1.27835300000152;10;-5;199;Houborg et al. (2023);Experiment 2;Orientation
7;70;64;-6;1.54536360000202;10;-10;200;Houborg et al. (2023);Experiment 2;Orientation
8;69;44;-25;2.82554656593129;1;NaN;1;Houborg et al. (2023);Experiment 2;Orientation
8;117;126;9;2.66155882924795;1;-48;2;Houborg et al. (2023);Experiment 2;Orientation
8;4;9;5;2.83082486409694;1;-67;3;Houborg et al. (2023);Experiment 2;Orientation
8;12;47;35;2.80743982782587;1;-8;4;Houborg et al. (2023);Experiment 2;Orientation
8;179;1;2;2.20606231293641;1;13;5;Houborg et al. (2023);Experiment 2;Orientation
8;172;166;-6;3.07958567584865;1;7;6;Houborg et al. (2023);Experiment 2;Orientation
8;130;139;9;3.09829593100585;1;42;7;Houborg et al. (2023);Experiment 2;Orientation
8;156;166;10;2.52287396392785;1;-26;8;Houborg et al. (2023);Experiment 2;Orientation
8;73;69;-4;1.82231533993036;1;83;9;Houborg et al. (2023);Experiment 2;Orientation
8;168;170;2;2.37338237743825;1;85;10;Houborg et al. (2023);Experiment 2;Orientation
8;155;144;-11;2.17614958807826;1;13;11;Houborg et al. (2023);Experiment 2;Orientation
8;164;144;-20;2.17231515445746;1;-9;12;Houborg et al. (2023);Experiment 2;Orientation
8;174;156;-18;2.16183801763691;1;-10;13;Houborg et al. (2023);Experiment 2;Orientation
8;159;156;-3;2.99228290095925;1;15;14;Houborg et al. (2023);Experiment 2;Orientation
8;66;45;-21;2.02229208964854;1;-87;15;Houborg et al. (2023);Experiment 2;Orientation
8;118;135;17;4.34741044347174;1;-52;16;Houborg et al. (2023);Experiment 2;Orientation
8;160;150;-10;2.66752906912006;1;-42;17;Houborg et al. (2023);Experiment 2;Orientation
8;93;116;23;2.32304314640351;1;67;18;Houborg et al. (2023);Experiment 2;Orientation
8;56;53;-3;2.12332765269093;1;37;19;Houborg et al. (2023);Experiment 2;Orientation
8;45;41;-4;2.65972323575988;1;11;20;Houborg et al. (2023);Experiment 2;Orientation
8;168;165;-3;2.74110894952901;2;57;21;Houborg et al. (2023);Experiment 2;Orientation
8;40;22;-18;4.73090481758118;2;-52;22;Houborg et al. (2023);Experiment 2;Orientation
8;177;163;-14;1.87747373827733;2;43;23;Houborg et al. (2023);Experiment 2;Orientation
8;91;101;10;2.52524536428973;2;86;24;Houborg et al. (2023);Experiment 2;Orientation
8;4;22;18;1.95518331811763;2;87;25;Houborg et al. (2023);Experiment 2;Orientation
8;47;51;4;1.88923829514533;2;-43;26;Houborg et al. (2023);Experiment 2;Orientation
8;124;134;10;2.77806816529483;2;-77;27;Houborg et al. (2023);Experiment 2;Orientation
8;132;123;-9;3.27660605940036;2;-8;28;Houborg et al. (2023);Experiment 2;Orientation
8;103;111;8;2.07241520471871;2;29;29;Houborg et al. (2023);Experiment 2;Orientation
8;179;170;-9;2.14504807093181;2;-76;30;Houborg et al. (2023);Experiment 2;Orientation
8;130;140;10;2.69678973616101;2;49;31;Houborg et al. (2023);Experiment 2;Orientation
8;78;72;-6;2.40762669523247;2;52;32;Houborg et al. (2023);Experiment 2;Orientation
8;115;122;7;2.0110027405899;2;-37;33;Houborg et al. (2023);Experiment 2;Orientation
8;32;34;2;2.75169027969241;2;83;34;Houborg et al. (2023);Experiment 2;Orientation
8;1;178;-3;3.31545713916421;2;31;35;Houborg et al. (2023);Experiment 2;Orientation
8;40;44;4;2.3573486818932;2;-39;36;Houborg et al. (2023);Experiment 2;Orientation
8;23;29;6;3.4277103219647;2;17;37;Houborg et al. (2023);Experiment 2;Orientation
8;79;34;-45;4.88074330263771;2;-56;38;Houborg et al. (2023);Experiment 2;Orientation
8;124;135;11;1.60745998611674;2;-45;39;Houborg et al. (2023);Experiment 2;Orientation
8;65;51;-14;2.57974242931232;2;59;40;Houborg et al. (2023);Experiment 2;Orientation
8;137;153;16;1.88871052721515;3;-72;41;Houborg et al. (2023);Experiment 2;Orientation
8;13;139;-54;4.66484230663627;3;-56;42;Houborg et al. (2023);Experiment 2;Orientation
8;71;70;-1;2.40824041492306;3;-58;43;Houborg et al. (2023);Experiment 2;Orientation
8;162;157;-5;2.65865409583785;3;89;44;Houborg et al. (2023);Experiment 2;Orientation
8;126;140;14;2.09484333288856;3;36;45;Houborg et al. (2023);Experiment 2;Orientation
8;88;102;14;2.52383241779171;3;38;46;Houborg et al. (2023);Experiment 2;Orientation
8;159;8;29;4.04553614044562;3;-71;47;Houborg et al. (2023);Experiment 2;Orientation
8;167;24;37;4.76852320204489;3;-8;48;Houborg et al. (2023);Experiment 2;Orientation
8;102;110;8;2.56684937048703;3;65;49;Houborg et al. (2023);Experiment 2;Orientation
8;144;138;-6;2.60738949337974;3;-42;50;Houborg et al. (2023);Experiment 2;Orientation
8;171;171;0;2.74073608033359;3;-27;51;Houborg et al. (2023);Experiment 2;Orientation
8;175;173;-2;4.2810987343546;3;-4;52;Houborg et al. (2023);Experiment 2;Orientation
8;154;160;6;2.64178314455785;3;21;53;Houborg et al. (2023);Experiment 2;Orientation
8;132;137;5;2.78442735178396;3;22;54;Houborg et al. (2023);Experiment 2;Orientation
8;133;131;-2;2.69683734979481;3;-1;55;Houborg et al. (2023);Experiment 2;Orientation
8;171;16;25;3.059140000958;3;-38;56;Houborg et al. (2023);Experiment 2;Orientation
8;23;38;15;2.88072166009806;3;-32;57;Houborg et al. (2023);Experiment 2;Orientation
8;82;81;-1;2.59085059980862;3;-59;58;Houborg et al. (2023);Experiment 2;Orientation
8;64;72;8;2.061444000341;3;18;59;Houborg et al. (2023);Experiment 2;Orientation
8;93;80;-13;3.56063457066193;3;-29;60;Houborg et al. (2023);Experiment 2;Orientation
