obs;theta;resp;error;rt;block;delta;trial;study;experiment;stimulus
3;115;118;3;3.3438021999973;5;-53;435;Houborg et al. (2023b);Experiment 1;Orientation
3;88;65;-23;0.509759299995494;5;27;436;Houborg et al. (2023b);Experiment 1;Orientation
3;30;32;2;1.27552999999898;5;58;437;Houborg et al. (2023b);Experiment 1;Orientation
3;96;73;-23;2.37565800000448;5;-66;438;Houborg et al. (2023b);Experiment 1;Orientation
3;96;99;3;1.87544580000394;5;0;439;Houborg et al. (2023b);Experiment 1;Orientation
3;80;80;0;0.991484300000593;5;16;440;Houborg et al. (2023b);Experiment 1;Orientation
3;107;109;2;1.32533970000077;5;-27;441;Houborg et al. (2023b);Experiment 1;Orientation
3;91;80;-11;0.974880800000392;5;16;442;Houborg et al. (2023b);Experiment 1;Orientation
3;157;151;-6;0.807551700003387;5;-66;443;Houborg et al. (2023b);Experiment 1;Orientation
3;139;138;-1;0.841810000005353;5;18;444;Houborg et al. (2023b);Experiment 1;Orientation
3;162;155;-7;0.904497600000468;5;-23;445;Houborg et al. (2023b);Experiment 1;Orientation
3;97;107;10;2.04238560000522;5;65;446;Houborg et al. (2023b);Experiment 1;Orientation
3;148;136;-12;1.24133489999804;5;-51;447;Houborg et al. (2023b);Experiment 1;Orientation
3;23;32;9;1.25864209999418;5;-55;448;Houborg et al. (2023b);Experiment 1;Orientation
3;145;130;-15;1.27557430000161;5;58;449;Houborg et al. (2023b);Experiment 1;Orientation
3;53;42;-11;1.50874169999588;5;-88;450;Houborg et al. (2023b);Experiment 1;Orientation
3;141;140;-1;1.44235219999973;5;-88;451;Houborg et al. (2023b);Experiment 1;Orientation
3;169;152;-17;1.8256584999981;5;-28;452;Houborg et al. (2023b);Experiment 1;Orientation
3;124;133;9;1.20842149999953;5;45;453;Houborg et al. (2023b);Experiment 1;Orientation
3;170;150;-20;0.624290200001269;5;-46;454;Houborg et al. (2023b);Experiment 1;Orientation
3;40;54;14;0.990533099997265;5;-50;455;Houborg et al. (2023b);Experiment 1;Orientation
3;168;154;-14;0.556969900004333;5;52;456;Houborg et al. (2023b);Experiment 1;Orientation
3;150;144;-6;1.70870730000024;5;18;457;Houborg et al. (2023b);Experiment 1;Orientation
3;34;36;2;0.625169500002812;5;-64;458;Houborg et al. (2023b);Experiment 1;Orientation
3;115;127;12;1.72558939999726;5;-81;459;Houborg et al. (2023b);Experiment 1;Orientation
3;141;136;-5;0.757030200002191;5;-26;460;Houborg et al. (2023b);Experiment 1;Orientation
3;165;147;-18;1.10854709999694;5;-24;461;Houborg et al. (2023b);Experiment 1;Orientation
3;168;158;-10;1.05785050000122;5;-3;462;Houborg et al. (2023b);Experiment 1;Orientation
3;57;59;2;1.39128669999627;5;-69;463;Houborg et al. (2023b);Experiment 1;Orientation
3;29;48;19;1.25779139999941;5;28;464;Houborg et al. (2023b);Experiment 1;Orientation
3;120;133;13;0.476923199996236;5;89;465;Houborg et al. (2023b);Experiment 1;Orientation
3;10;7;-3;1.2415647999951;5;-70;466;Houborg et al. (2023b);Experiment 1;Orientation
3;172;158;-14;1.07471169999917;5;18;467;Houborg et al. (2023b);Experiment 1;Orientation
3;76;56;-20;1.17158899999777;5;-84;468;Houborg et al. (2023b);Experiment 1;Orientation
3;158;149;-9;0.62482280000404;5;-82;469;Houborg et al. (2023b);Experiment 1;Orientation
3;154;150;-4;1.49244780000299;5;4;470;Houborg et al. (2023b);Experiment 1;Orientation
3;12;21;9;1.85857560000295;5;-38;471;Houborg et al. (2023b);Experiment 1;Orientation
3;65;57;-8;2.12591339999926;5;-53;472;Houborg et al. (2023b);Experiment 1;Orientation
3;67;46;-21;2.32705469999928;5;-2;473;Houborg et al. (2023b);Experiment 1;Orientation
3;126;130;4;0.958026000000245;5;-59;474;Houborg et al. (2023b);Experiment 1;Orientation
3;143;140;-3;1.22466539999732;5;-17;475;Houborg et al. (2023b);Experiment 1;Orientation
3;162;125;-37;2.95960110000306;5;-19;476;Houborg et al. (2023b);Experiment 1;Orientation
3;119;122;3;1.37523779999901;5;43;477;Houborg et al. (2023b);Experiment 1;Orientation
3;160;148;-12;1.07484750000003;5;-41;478;Houborg et al. (2023b);Experiment 1;Orientation
3;23;45;22;1.28811390000192;5;-43;479;Houborg et al. (2023b);Experiment 1;Orientation
3;147;144;-3;2.55942170000344;5;56;480;Houborg et al. (2023b);Experiment 1;Orientation
3;20;32;12;0.774555199997849;5;-53;481;Houborg et al. (2023b);Experiment 1;Orientation
3;43;39;-4;1.1750827000069;5;-23;482;Houborg et al. (2023b);Experiment 1;Orientation
3;94;104;10;1.19214159999683;5;-51;483;Houborg et al. (2023b);Experiment 1;Orientation
3;120;117;-3;1.87552340000548;5;-26;484;Houborg et al. (2023b);Experiment 1;Orientation
3;3;9;6;0.941217700004927;5;-63;485;Houborg et al. (2023b);Experiment 1;Orientation
3;10;16;6;1.66147569999885;5;-7;486;Houborg et al. (2023b);Experiment 1;Orientation
3;71;67;-4;1.00799829999596;5;-61;487;Houborg et al. (2023b);Experiment 1;Orientation
3;171;167;-4;1.55634250000003;5;80;488;Houborg et al. (2023b);Experiment 1;Orientation
3;5;15;10;1.09150139999838;5;-14;489;Houborg et al. (2023b);Experiment 1;Orientation
3;83;73;-10;1.49180309999792;5;-78;490;Houborg et al. (2023b);Experiment 1;Orientation
3;56;63;7;1.5924828999996;5;27;491;Houborg et al. (2023b);Experiment 1;Orientation
3;97;108;11;1.50872480000544;5;-41;492;Houborg et al. (2023b);Experiment 1;Orientation
3;101;100;-1;1.9253241999977;5;-4;493;Houborg et al. (2023b);Experiment 1;Orientation
3;93;102;9;1.45806810000067;5;8;494;Houborg et al. (2023b);Experiment 1;Orientation
3;59;61;2;2.3610508999991;5;34;495;Houborg et al. (2023b);Experiment 1;Orientation
3;6;8;2;1.27401929999905;5;53;496;Houborg et al. (2023b);Experiment 1;Orientation
3;1;13;12;1.47508599999856;5;5;497;Houborg et al. (2023b);Experiment 1;Orientation
3;14;33;19;1.30825809999806;5;-13;498;Houborg et al. (2023b);Experiment 1;Orientation
3;174;154;-20;1.35853950000455;5;20;499;Houborg et al. (2023b);Experiment 1;Orientation
3;69;54;-15;1.30785180000385;5;-75;500;Houborg et al. (2023b);Experiment 1;Orientation
3;2;159;-23;0.924168400000781;6;67;501;Houborg et al. (2023b);Experiment 1;Orientation
3;129;139;10;0.691073399997549;6;53;502;Houborg et al. (2023b);Experiment 1;Orientation
3;44;51;7;2.54700410000078;6;85;503;Houborg et al. (2023b);Experiment 1;Orientation
3;58;48;-10;1.04043990000355;6;-14;504;Houborg et al. (2023b);Experiment 1;Orientation
3;116;121;5;0.740052499997546;6;-58;505;Houborg et al. (2023b);Experiment 1;Orientation
3;137;126;-11;1.31070860000182;6;-21;506;Houborg et al. (2023b);Experiment 1;Orientation
3;84;70;-14;1.64071400000103;6;53;507;Houborg et al. (2023b);Experiment 1;Orientation
3;68;57;-11;0.858039099999587;6;16;508;Houborg et al. (2023b);Experiment 1;Orientation
3;170;150;-20;1.94202390000282;6;78;509;Houborg et al. (2023b);Experiment 1;Orientation
3;177;152;-25;1.25549540000065;6;-7;510;Houborg et al. (2023b);Experiment 1;Orientation
3;6;15;9;0.840863400000671;6;-9;511;Houborg et al. (2023b);Experiment 1;Orientation
3;21;20;-1;0.858085100000608;6;-15;512;Houborg et al. (2023b);Experiment 1;Orientation
3;119;127;8;1.0080067999952;6;82;513;Houborg et al. (2023b);Experiment 1;Orientation
3;21;28;7;0.990537500001665;6;-82;514;Houborg et al. (2023b);Experiment 1;Orientation
3;69;60;-9;0.823808399996778;6;-48;515;Houborg et al. (2023b);Experiment 1;Orientation
3;123;130;7;1.32483850000426;6;-54;516;Houborg et al. (2023b);Experiment 1;Orientation
3;164;144;-20;1.37588230000256;6;-41;517;Houborg et al. (2023b);Experiment 1;Orientation
3;56;60;4;1.47496550000506;6;-72;518;Houborg et al. (2023b);Experiment 1;Orientation
3;141;142;1;1.1895943999989;6;-85;519;Houborg et al. (2023b);Experiment 1;Orientation
3;161;134;-27;1.67713409999851;6;-20;520;Houborg et al. (2023b);Experiment 1;Orientation
3;141;139;-2;1.09164410000085;6;20;521;Houborg et al. (2023b);Experiment 1;Orientation
3;38;43;5;0.972005499999796;6;-77;522;Houborg et al. (2023b);Experiment 1;Orientation
3;5;31;26;0.990937900001882;6;33;523;Houborg et al. (2023b);Experiment 1;Orientation
3;80;73;-7;1.62219619999814;6;-75;524;Houborg et al. (2023b);Experiment 1;Orientation
3;66;70;4;1.5097201000026;6;14;525;Houborg et al. (2023b);Experiment 1;Orientation
3;79;66;-13;0.758216300004278;6;-13;526;Houborg et al. (2023b);Experiment 1;Orientation
3;164;140;-24;2.07659390000481;6;-85;527;Houborg et al. (2023b);Experiment 1;Orientation
3;119;121;2;1.5418204000016;6;45;528;Houborg et al. (2023b);Experiment 1;Orientation
3;176;164;-12;0.576281800000288;6;-57;529;Houborg et al. (2023b);Experiment 1;Orientation
3;138;126;-12;1.99248719999741;6;38;530;Houborg et al. (2023b);Experiment 1;Orientation
3;0;168;-12;1.6892796999964;6;-42;531;Houborg et al. (2023b);Experiment 1;Orientation
3;57;69;12;1.74162100000103;6;-57;532;Houborg et al. (2023b);Experiment 1;Orientation
3;161;154;-7;1.99219330000051;6;76;533;Houborg et al. (2023b);Experiment 1;Orientation
3;18;22;4;0.938974899996538;6;-37;534;Houborg et al. (2023b);Experiment 1;Orientation
3;65;53;-12;1.29195200000686;6;-47;535;Houborg et al. (2023b);Experiment 1;Orientation
3;165;145;-20;1.97566579999693;6;80;536;Houborg et al. (2023b);Experiment 1;Orientation
3;58;47;-11;0.740833399999246;6;-73;537;Houborg et al. (2023b);Experiment 1;Orientation
3;110;121;11;1.82242720000067;6;-52;538;Houborg et al. (2023b);Experiment 1;Orientation
3;110;123;13;1.62531469999522;6;0;539;Houborg et al. (2023b);Experiment 1;Orientation
3;82;67;-15;0.941918700002134;6;28;540;Houborg et al. (2023b);Experiment 1;Orientation
3;72;73;1;1.42543989999831;6;10;541;Houborg et al. (2023b);Experiment 1;Orientation
3;110;135;25;0.540865599999961;6;-38;542;Houborg et al. (2023b);Experiment 1;Orientation
3;60;51;-9;1.1396825999982;6;50;543;Houborg et al. (2023b);Experiment 1;Orientation
3;55;48;-7;0.807789300000877;6;5;544;Houborg et al. (2023b);Experiment 1;Orientation
3;39;45;6;1.59011230000033;6;16;545;Houborg et al. (2023b);Experiment 1;Orientation
3;29;37;8;1.31022590000066;6;10;546;Houborg et al. (2023b);Experiment 1;Orientation
3;157;143;-14;2.24276719999762;6;52;547;Houborg et al. (2023b);Experiment 1;Orientation
3;85;58;-27;1.25944699999673;6;72;548;Houborg et al. (2023b);Experiment 1;Orientation
3;96;105;9;1.7756442999962;6;-11;549;Houborg et al. (2023b);Experiment 1;Orientation
3;131;99;-32;1.67499009999301;6;-35;550;Houborg et al. (2023b);Experiment 1;Orientation
3;166;158;-8;1.47442210000008;6;-35;551;Houborg et al. (2023b);Experiment 1;Orientation
3;42;51;9;1.10812499999884;6;-56;552;Houborg et al. (2023b);Experiment 1;Orientation
3;18;31;13;1.35809339999832;6;24;553;Houborg et al. (2023b);Experiment 1;Orientation
3;128;132;4;0.790426100000332;6;70;554;Houborg et al. (2023b);Experiment 1;Orientation
3;46;48;2;1.9091491000072;6;82;555;Houborg et al. (2023b);Experiment 1;Orientation
3;109;123;14;0.740468099997088;6;-63;556;Houborg et al. (2023b);Experiment 1;Orientation
3;130;135;5;1.14233070000046;6;-21;557;Houborg et al. (2023b);Experiment 1;Orientation
3;124;125;1;0.939548700000159;6;6;558;Houborg et al. (2023b);Experiment 1;Orientation
3;67;68;1;1.39143329999933;6;57;559;Houborg et al. (2023b);Experiment 1;Orientation
3;142;131;-11;3.97777510000014;6;-75;560;Houborg et al. (2023b);Experiment 1;Orientation
3;60;50;-10;0.65675519999786;6;82;561;Houborg et al. (2023b);Experiment 1;Orientation
3;18;15;-3;1.55844259999867;6;42;562;Houborg et al. (2023b);Experiment 1;Orientation
3;113;137;24;0.624436399994011;6;85;563;Houborg et al. (2023b);Experiment 1;Orientation
3;19;20;1;1.39216090000264;6;-86;564;Houborg et al. (2023b);Experiment 1;Orientation
3;28;22;-6;0.791454400001385;6;-9;565;Houborg et al. (2023b);Experiment 1;Orientation
3;55;34;-21;0.457449899993662;6;-27;566;Houborg et al. (2023b);Experiment 1;Orientation
3;149;140;-9;1.3253595999995;6;86;567;Houborg et al. (2023b);Experiment 1;Orientation
3;130;138;8;0.689945599995553;6;19;568;Houborg et al. (2023b);Experiment 1;Orientation
3;179;166;-13;1.67551639999874;6;-49;569;Houborg et al. (2023b);Experiment 1;Orientation
3;177;160;-17;1.37552480000159;6;2;570;Houborg et al. (2023b);Experiment 1;Orientation
3;52;49;-3;1.74259760000132;6;-55;571;Houborg et al. (2023b);Experiment 1;Orientation
3;45;42;-3;0.541205900000932;6;7;572;Houborg et al. (2023b);Experiment 1;Orientation
3;35;48;13;1.75795369999832;6;10;573;Houborg et al. (2023b);Experiment 1;Orientation
3;96;104;8;1.39133919999585;6;-61;574;Houborg et al. (2023b);Experiment 1;Orientation
3;46;57;11;1.42496860000392;6;50;575;Houborg et al. (2023b);Experiment 1;Orientation
3;62;53;-9;2.45994549999887;6;-16;576;Houborg et al. (2023b);Experiment 1;Orientation
3;89;104;15;0.774370699997235;6;-27;577;Houborg et al. (2023b);Experiment 1;Orientation
3;176;157;-19;0.925010800005111;6;-87;578;Houborg et al. (2023b);Experiment 1;Orientation
3;146;145;-1;0.63884120000148;6;30;579;Houborg et al. (2023b);Experiment 1;Orientation
3;17;27;10;1.74177880000207;6;-51;580;Houborg et al. (2023b);Experiment 1;Orientation
3;16;19;3;1.35816329999943;6;1;581;Houborg et al. (2023b);Experiment 1;Orientation
3;47;41;-6;0.607290899999498;6;-31;582;Houborg et al. (2023b);Experiment 1;Orientation
3;139;130;-9;2.00796089999494;6;88;583;Houborg et al. (2023b);Experiment 1;Orientation
3;103;113;10;0.775089299997489;6;36;584;Houborg et al. (2023b);Experiment 1;Orientation
3;160;146;-14;0.941981600000872;6;-57;585;Houborg et al. (2023b);Experiment 1;Orientation
3;75;64;-11;0.790947200002847;6;85;586;Houborg et al. (2023b);Experiment 1;Orientation
3;155;140;-15;1.1414283999984;6;-80;587;Houborg et al. (2023b);Experiment 1;Orientation
3;115;131;16;1.22458580000239;6;40;588;Houborg et al. (2023b);Experiment 1;Orientation
3;150;136;-14;0.954775799997151;6;-35;589;Houborg et al. (2023b);Experiment 1;Orientation
3;120;136;16;1.39182830000209;6;30;590;Houborg et al. (2023b);Experiment 1;Orientation
3;38;41;3;1.90925099999731;6;82;591;Houborg et al. (2023b);Experiment 1;Orientation
3;83;78;-5;1.87598979999893;6;-45;592;Houborg et al. (2023b);Experiment 1;Orientation
3;23;44;21;1.37696209999558;6;60;593;Houborg et al. (2023b);Experiment 1;Orientation
3;68;63;-5;0.905649899999844;6;-45;594;Houborg et al. (2023b);Experiment 1;Orientation
3;175;169;-6;1.40887690000091;6;73;595;Houborg et al. (2023b);Experiment 1;Orientation
3;122;122;0;1.52526460000081;6;53;596;Houborg et al. (2023b);Experiment 1;Orientation
3;16;29;13;0.958427899997332;6;-74;597;Houborg et al. (2023b);Experiment 1;Orientation
3;73;71;-2;1.52501490000577;6;-57;598;Houborg et al. (2023b);Experiment 1;Orientation
3;49;41;-8;0.707313700004306;6;24;599;Houborg et al. (2023b);Experiment 1;Orientation
3;158;147;-11;2.02606479999667;6;71;600;Houborg et al. (2023b);Experiment 1;Orientation
4;5;19;14;2.49095989996567;1;NaN;1;Houborg et al. (2023b);Experiment 1;Orientation
4;89;116;27;2.64245459996164;1;-84;2;Houborg et al. (2023b);Experiment 1;Orientation
4;25;34;9;2.25777719984762;1;64;3;Houborg et al. (2023b);Experiment 1;Orientation
4;116;135;19;1.24201899999753;1;89;4;Houborg et al. (2023b);Experiment 1;Orientation
4;75;60;-15;2.30977810011245;1;41;5;Houborg et al. (2023b);Experiment 1;Orientation
4;158;152;-6;0.874837799929082;1;-83;6;Houborg et al. (2023b);Experiment 1;Orientation
4;118;114;-4;1.75818910007365;1;40;7;Houborg et al. (2023b);Experiment 1;Orientation
4;124;127;3;1.10756919998676;1;-6;8;Houborg et al. (2023b);Experiment 1;Orientation
4;64;53;-11;1.77482559997588;1;60;9;Houborg et al. (2023b);Experiment 1;Orientation
4;90;93;3;1.15731150005013;1;-26;10;Houborg et al. (2023b);Experiment 1;Orientation
4;102;110;8;1.44036519993097;1;-12;11;Houborg et al. (2023b);Experiment 1;Orientation
4;113;112;-1;1.22186559997499;1;-11;12;Houborg et al. (2023b);Experiment 1;Orientation
4;80;77;-3;1.70837529981509;1;33;13;Houborg et al. (2023b);Experiment 1;Orientation
4;102;113;11;1.20822170004249;1;-22;14;Houborg et al. (2023b);Experiment 1;Orientation
4;95;105;10;1.00550810014829;1;7;15;Houborg et al. (2023b);Experiment 1;Orientation
4;1;155;-26;1.0251987001393;1;-86;16;Houborg et al. (2023b);Experiment 1;Orientation
4;133;122;-11;2.20986879989505;1;48;17;Houborg et al. (2023b);Experiment 1;Orientation
4;18;26;8;0.740295200143009;1;-65;18;Houborg et al. (2023b);Experiment 1;Orientation
4;36;37;1;0.590994499856606;1;-18;19;Houborg et al. (2023b);Experiment 1;Orientation
4;152;148;-4;0.908813199959695;1;64;20;Houborg et al. (2023b);Experiment 1;Orientation
4;159;135;-24;2.02546059992164;1;-7;21;Houborg et al. (2023b);Experiment 1;Orientation
4;24;42;18;1.8743331998121;1;-45;22;Houborg et al. (2023b);Experiment 1;Orientation
4;24;29;5;0.873620399972424;1;0;23;Houborg et al. (2023b);Experiment 1;Orientation
4;100;113;13;1.54100669990294;1;-76;24;Houborg et al. (2023b);Experiment 1;Orientation
4;80;67;-13;1.25791250006296;1;20;25;Houborg et al. (2023b);Experiment 1;Orientation
4;57;60;3;1.7249424001202;1;23;26;Houborg et al. (2023b);Experiment 1;Orientation
4;156;137;-19;1.80840450013056;1;81;27;Houborg et al. (2023b);Experiment 1;Orientation
4;7;34;27;2.12542629987001;1;-31;28;Houborg et al. (2023b);Experiment 1;Orientation
4;100;115;15;2.57510050013661;1;87;29;Houborg et al. (2023b);Experiment 1;Orientation
4;31;41;10;1.80758740007877;1;69;30;Houborg et al. (2023b);Experiment 1;Orientation
4;23;38;15;1.10745420004241;1;8;31;Houborg et al. (2023b);Experiment 1;Orientation
4;111;124;13;1.24202329991385;1;-88;32;Houborg et al. (2023b);Experiment 1;Orientation
4;96;112;16;1.62481030006893;1;15;33;Houborg et al. (2023b);Experiment 1;Orientation
4;126;116;-10;2.60848029982299;1;-30;34;Houborg et al. (2023b);Experiment 1;Orientation
4;40;42;2;1.58908460009843;1;86;35;Houborg et al. (2023b);Experiment 1;Orientation
4;97;109;12;2.69260539999232;1;-57;36;Houborg et al. (2023b);Experiment 1;Orientation
4;38;52;14;2.94261029991321;1;59;37;Houborg et al. (2023b);Experiment 1;Orientation
4;95;118;23;1.09054080001079;1;-57;38;Houborg et al. (2023b);Experiment 1;Orientation
4;151;136;-15;2.04130030004308;1;-56;39;Houborg et al. (2023b);Experiment 1;Orientation
4;43;42;-1;1.99088359996676;1;-72;40;Houborg et al. (2023b);Experiment 1;Orientation
4;124;129;5;1.22373780002818;1;-81;41;Houborg et al. (2023b);Experiment 1;Orientation
4;169;143;-26;1.8583818001207;1;-45;42;Houborg et al. (2023b);Experiment 1;Orientation
4;17;18;1;1.05799259990454;1;-28;43;Houborg et al. (2023b);Experiment 1;Orientation
4;36;42;6;1.69161970005371;1;-19;44;Houborg et al. (2023b);Experiment 1;Orientation
4;117;116;-1;2.82529259985313;1;-81;45;Houborg et al. (2023b);Experiment 1;Orientation
4;41;55;14;1.78893209993839;1;76;46;Houborg et al. (2023b);Experiment 1;Orientation
4;65;56;-9;1.21276189992204;1;-24;47;Houborg et al. (2023b);Experiment 1;Orientation
4;68;63;-5;2.30918770004064;1;-3;48;Houborg et al. (2023b);Experiment 1;Orientation
4;83;71;-12;3.17445569997653;1;-15;49;Houborg et al. (2023b);Experiment 1;Orientation
4;118;121;3;1.98921080003493;1;-35;50;Houborg et al. (2023b);Experiment 1;Orientation
4;20;38;18;1.40686960006133;1;-82;51;Houborg et al. (2023b);Experiment 1;Orientation
4;40;67;27;2.77584589994512;1;-20;52;Houborg et al. (2023b);Experiment 1;Orientation
4;65;61;-4;1.39173120004125;1;-25;53;Houborg et al. (2023b);Experiment 1;Orientation
4;79;59;-20;1.72523480001837;1;-14;54;Houborg et al. (2023b);Experiment 1;Orientation
4;123;124;1;1.57463480019942;1;-44;55;Houborg et al. (2023b);Experiment 1;Orientation
4;45;51;6;1.42401950014755;1;78;56;Houborg et al. (2023b);Experiment 1;Orientation
4;29;43;14;1.65817119996063;1;16;57;Houborg et al. (2023b);Experiment 1;Orientation
4;10;31;21;1.25791119993664;1;19;58;Houborg et al. (2023b);Experiment 1;Orientation
4;5;12;7;0.807882700115442;1;5;59;Houborg et al. (2023b);Experiment 1;Orientation
4;70;67;-3;2.47583909984678;1;-65;60;Houborg et al. (2023b);Experiment 1;Orientation
4;177;154;-23;1.59195409994572;1;73;61;Houborg et al. (2023b);Experiment 1;Orientation
4;118;123;5;0.990669299848378;1;59;62;Houborg et al. (2023b);Experiment 1;Orientation
4;145;126;-19;1.92623750003986;1;-27;63;Houborg et al. (2023b);Experiment 1;Orientation
4;43;53;10;1.32424469990656;1;-78;64;Houborg et al. (2023b);Experiment 1;Orientation
4;105;125;20;0.757200899999589;1;-62;65;Houborg et al. (2023b);Experiment 1;Orientation
4;2;26;24;2.5953663000837;1;-77;66;Houborg et al. (2023b);Experiment 1;Orientation
4;51;55;4;0.773408700013533;1;-49;67;Houborg et al. (2023b);Experiment 1;Orientation
4;16;33;17;1.68736270000227;1;35;68;Houborg et al. (2023b);Experiment 1;Orientation
4;13;45;32;2.3562721000053;1;3;69;Houborg et al. (2023b);Experiment 1;Orientation
4;116;124;8;1.87742369994521;1;77;70;Houborg et al. (2023b);Experiment 1;Orientation
4;18;31;13;0.573931199964136;1;-82;71;Houborg et al. (2023b);Experiment 1;Orientation
4;141;131;-10;1.19115750002675;1;57;72;Houborg et al. (2023b);Experiment 1;Orientation
4;136;124;-12;2.59224350005388;1;5;73;Houborg et al. (2023b);Experiment 1;Orientation
4;37;46;9;2.29258719994687;1;-81;74;Houborg et al. (2023b);Experiment 1;Orientation
4;74;52;-22;1.12412210018374;1;-37;75;Houborg et al. (2023b);Experiment 1;Orientation
4;35;44;9;1.79185739997774;1;39;76;Houborg et al. (2023b);Experiment 1;Orientation
4;131;125;-6;2.07493649981916;1;84;77;Houborg et al. (2023b);Experiment 1;Orientation
4;122;131;9;1.10720460000448;1;9;78;Houborg et al. (2023b);Experiment 1;Orientation
4;67;63;-4;2.69373179995455;1;55;79;Houborg et al. (2023b);Experiment 1;Orientation
4;176;159;-17;1.37195299984887;1;71;80;Houborg et al. (2023b);Experiment 1;Orientation
4;93;102;9;2.50618460006081;1;83;81;Houborg et al. (2023b);Experiment 1;Orientation
4;115;121;6;1.89252100000158;1;-22;82;Houborg et al. (2023b);Experiment 1;Orientation
4;123;117;-6;1.89175489987247;1;-8;83;Houborg et al. (2023b);Experiment 1;Orientation
4;151;123;-28;1.47403399995528;1;-28;84;Houborg et al. (2023b);Experiment 1;Orientation
4;76;66;-10;0.806491499999538;1;75;85;Houborg et al. (2023b);Experiment 1;Orientation
4;111;122;11;2.30844769999385;1;-35;86;Houborg et al. (2023b);Experiment 1;Orientation
4;146;137;-9;1.74079790012911;1;-35;87;Houborg et al. (2023b);Experiment 1;Orientation
4;50;56;6;1.53522119997069;1;-84;88;Houborg et al. (2023b);Experiment 1;Orientation
4;30;52;22;1.49131809989922;1;20;89;Houborg et al. (2023b);Experiment 1;Orientation
4;11;32;21;0.756501000141725;1;19;90;Houborg et al. (2023b);Experiment 1;Orientation
4;110;117;7;1.45784289995208;1;81;91;Houborg et al. (2023b);Experiment 1;Orientation
4;165;134;-31;1.42236349987797;1;-55;92;Houborg et al. (2023b);Experiment 1;Orientation
4;175;171;-4;0.973822199972346;1;-10;93;Houborg et al. (2023b);Experiment 1;Orientation
4;41;54;13;1.24118270003237;1;-46;94;Houborg et al. (2023b);Experiment 1;Orientation
4;79;75;-4;1.9588518999517;1;-38;95;Houborg et al. (2023b);Experiment 1;Orientation
4;158;142;-16;1.27320770011283;1;-79;96;Houborg et al. (2023b);Experiment 1;Orientation
4;62;54;-8;0.874135400168598;1;-84;97;Houborg et al. (2023b);Experiment 1;Orientation
4;139;142;3;2.10876330011524;1;-77;98;Houborg et al. (2023b);Experiment 1;Orientation
4;42;44;2;0.671473000198603;1;-83;99;Houborg et al. (2023b);Experiment 1;Orientation
4;31;38;7;0.990519700106233;1;11;100;Houborg et al. (2023b);Experiment 1;Orientation
4;167;153;-14;1.10931210010312;2;44;101;Houborg et al. (2023b);Experiment 1;Orientation
4;102;113;11;2.27560449996963;2;65;102;Houborg et al. (2023b);Experiment 1;Orientation
4;110;117;7;1.35856029996648;2;-8;103;Houborg et al. (2023b);Experiment 1;Orientation
4;12;35;23;1.95754390000366;2;-82;104;Houborg et al. (2023b);Experiment 1;Orientation
4;101;110;9;1.39172860002145;2;-89;105;Houborg et al. (2023b);Experiment 1;Orientation
4;15;28;13;0.788138300180435;2;86;106;Houborg et al. (2023b);Experiment 1;Orientation
4;89;112;23;2.49516089982353;2;-74;107;Houborg et al. (2023b);Experiment 1;Orientation
4;1;166;-15;1.30809319997206;2;88;108;Houborg et al. (2023b);Experiment 1;Orientation
4;107;122;15;1.44199890014715;2;74;109;Houborg et al. (2023b);Experiment 1;Orientation
4;50;129;79;3.09291879995726;2;57;110;Houborg et al. (2023b);Experiment 1;Orientation
4;124;125;1;1.54147809999995;2;-74;111;Houborg et al. (2023b);Experiment 1;Orientation
4;61;48;-13;1.2918843999505;2;63;112;Houborg et al. (2023b);Experiment 1;Orientation
4;44;48;4;1.7409392001573;2;17;113;Houborg et al. (2023b);Experiment 1;Orientation
4;138;147;9;0.756685899803415;2;86;114;Houborg et al. (2023b);Experiment 1;Orientation
4;105;115;10;1.50947619997896;2;33;115;Houborg et al. (2023b);Experiment 1;Orientation
4;156;145;-11;1.07439830014482;2;-51;116;Houborg et al. (2023b);Experiment 1;Orientation
4;22;38;16;1.37465499993414;2;-46;117;Houborg et al. (2023b);Experiment 1;Orientation
4;89;101;12;1.24124460015446;2;-67;118;Houborg et al. (2023b);Experiment 1;Orientation
4;139;129;-10;1.64007649989799;2;-50;119;Houborg et al. (2023b);Experiment 1;Orientation
4;8;170;-18;1.64158520009369;2;-49;120;Houborg et al. (2023b);Experiment 1;Orientation
4;84;67;-17;1.62272100010887;2;-76;121;Houborg et al. (2023b);Experiment 1;Orientation
4;40;52;12;0.858951000031084;2;44;122;Houborg et al. (2023b);Experiment 1;Orientation
4;65;56;-9;1.10708589991555;2;-25;123;Houborg et al. (2023b);Experiment 1;Orientation
4;24;38;14;1.34149649995379;2;41;124;Houborg et al. (2023b);Experiment 1;Orientation
4;152;129;-23;1.95701549993828;2;52;125;Houborg et al. (2023b);Experiment 1;Orientation
4;97;113;16;1.95875689992681;2;55;126;Houborg et al. (2023b);Experiment 1;Orientation
4;88;84;-4;1.64162950008176;2;9;127;Houborg et al. (2023b);Experiment 1;Orientation
4;57;58;1;1.29015060001984;2;31;128;Houborg et al. (2023b);Experiment 1;Orientation
4;142;127;-15;1.90885000000708;2;-85;129;Houborg et al. (2023b);Experiment 1;Orientation
4;121;132;11;2.4762959999498;2;21;130;Houborg et al. (2023b);Experiment 1;Orientation
